Gene	Brain_Male2	Ovary_Female1	Ovary_Female2	Placenta_Indiv1	Placenta_Indiv2	Placenta_Indiv3	Testis_Male3
ENSMODG00000014211	1.25	2.52	2.49	2.39	1.82	1.92	0.38
ENSMODG00000003084	11.07	3.06	4.74	1.69	3.08	2.81	1.05
ENSMODG00000020728	19.82	6.49	14.54	11.74	37.18	2.12	15.97
ENSMODG00000003602	0	0.13	0.77	0.08	0.09	0	0.86
ENSMODG00000002546	12.79	12.43	11.14	9.81	8.77	11.84	9.07
ENSMODG00000023451	1.88	0.61	1.02	0.46	0.42	0.24	0.65
ENSMODG00000004441	0	0	0	0	0	0	24.56
ENSMODG00000020852	30.93	17.88	22.53	26.85	54.29	31.19	51.92
ENSMODG00000004360	23.81	828.05	194.3	64.49	57.84	144.39	170.24
ENSMODG00000024652	12.28	0.57	0.22	0.29	0.18	0.6	2.63
ENSMODG00000008203	29.32	5.86	2.85	10.97	8.7	10.81	34.69
ENSMODG00000006332	0.94	17.19	12.13	2.61	1.7	1.97	82.71
Locus_420329	0	0	0	0	0	0	2.39
ENSMODG00000002425	61.24	73.06	37.12	96.7	146.95	59.73	155.63
ENSMODG00000013161	0.47	53.33	68.95	6.29	38.25	11.66	14.95
ENSMODG00000023095	1.67	2.2	2.03	0.56	0.52	0.52	1.38
Locus_34725	0	0	0	0	0	0	4.8
blastnHuman.XLOC_007051	0	0	0	0	0	0	0
blastnMouse.ENSMUSG00000085631	0	0	0	0	0	0	0
blastnHuman.ENSG00000255357	0	0	0	0	0	0	0
ENSMODG00000000762	8.19	0	0	0	0	0	559.54
ENSMODG00000012131	0.99	5.71	6.62	0.62	1.05	0.36	69.24
ENSMODG00000014603	4.33	7.56	12.74	13.05	16.76	20.38	34.63
ENSMODG00000017005	2.65	0.63	1.4	0	0	0	0.23
Locus_87953	0	0	0	0	0	0	1.77
ENSMODG00000011924	178.12	32.92	20.9	34.16	30.03	40.44	14.82
ENSMODG00000023573	17.04	11.95	38.89	73.55	121.52	129.35	62.62
Locus_231369	0	0	0	0	0	0	0.85
ENSMODG00000013782	1.15	2.73	2.98	1.6	0.92	0.32	4.05
ENSMODG00000023474	0.81	0.3	0.85	0.07	0.22	0.6	0.31
Locus_33241	0	0	0	0	0	0.27	0
Locus_192530	0	0	0	0	0	0.04	6.83
ENSMODG00000009638	87.62	105	39.47	23.08	53.88	22.03	48.16
Locus_87127	0.28	0	0	0	0	0.17	0.2
Locus_320685	0	0	0	0	0	0	6.41
CUFF.115502	0.69	0.25	0.37	1.75	0.36	1.42	0
ENSMODG00000010929	19.36	12.51	6.93	8.53	2.32	6.82	27.39
ENSMODG00000017884	81.38	44.27	49.71	59.14	52.69	49.01	80.64
ENSMODG00000015567	16.98	7.97	8.41	9.27	13.78	10.66	33.06
blastnPlatypus.Locus_167316	0	0	0	0	0	0	0
ENSMODG00000011157	0	0	0	0	0	0	0
ENSMODG00000004695	0.46	0.07	0.08	0.09	0.27	0.06	0.05
Locus_314432	0	0	0	0	0	0	1.25
blastnOrangutan.Locus_156463	0	0	0	0	0	0	0
Locus_376508	0	0	0	0	0	0	2.94
Locus_229422	0	0.09	0.21	0	0	0	1.13
Locus_87022	0	0	0	0	0	0	1.53
ENSMODG00000018765	0.23	0.22	0.43	0.97	3.71	2.49	2.09
Locus_121799	0	0	0	0	0	0	30.36
ENSMODG00000019973	0	0	0	0	0	0	0
ENSMODG00000007440	2.68	10.37	7.05	1.39	1.41	1.23	19.7
ENSMODG00000001795	3.07	2.59	4.56	3.57	6.65	16.04	0.17
Locus_377950	0	0	0	0	0	0	0.36
ENSMODG00000002376	11.38	27.87	43.48	4.43	18.64	11.66	2.19
ENSMODG00000007811	0.47	0.59	1.09	0.47	0.46	0.39	0.12
ENSMODG00000019593	9.67	3.49	4.67	0.5	0.62	0.77	1.08
blastnMacaque.Locus_273059	0	0	0	0	0	0	0
ENSMODG00000011599	5.51	0.77	1.17	1.07	1.96	0.14	13.74
Locus_88384	2.34	0.15	0.12	0.09	0	0.25	0.05
ENSMODG00000013194	40.71	0.16	0.08	0	0	0	0
ENSMODG00000009187	17.23	11.22	5.53	19.68	19.04	6.9	6.95
ENSMODG00000022660	0	0	0	0	0	0	0
ENSMODG00000007752	15.37	16.34	11.68	16.74	18.56	9.29	21.75
Locus_33412	0.33	0.16	0	1.12	0	0	1.12
ENSMODG00000001600	25.17	13.66	9.55	11.11	11.24	7.69	6.42
Locus_419325	0	0	0	0	0	0	0.43
ENSMODG00000009032	9.62	3.07	2.81	8.47	3.43	5.23	1.86
Locus_121424	0.42	0.41	0	0	0	0	0.21
ENSMODG00000024036	0	0.12	0.05	0.11	0.14	0.15	0
ENSMODG00000020235	24.67	20.21	18.66	19.68	10.34	19.1	27.01
Locus_122090	0.33	0.16	0	0	0	0	8.26
ENSMODG00000019556	1.63	0.78	1.25	0.66	0.66	1.56	3.62
ENSMODG00000008982	44.57	12.78	12.03	22.53	10.02	18.01	11.62
ENSMODG00000013177	0	0.96	2.66	0.3	1.25	0	0
ENSMODG00000012340	0	2.16	10.61	2.76	18.78	8.69	0.21
Locus_193530	0	0.13	0	0	0.28	0	2.08
Locus_88576	0	0	0	0	0	0	0.64
ENSMODG00000020887	9.86	21.34	34.66	13.38	40.15	26.54	3.81
Locus_186667	0	1.11	2.03	0	0	0	0.23
ENSMODG00000001657	1.19	2.47	2.24	7.85	3.46	3.88	1.64
ENSMODG00000025289	0	0	0	0	0	0	0
ENSMODG00000011269	457.3	175.96	33.53	107.69	75.19	44.16	153.44
ENSMODG00000006175	1.26	5.44	2.51	1.69	1.04	1.54	25.11
ENSMODG00000015787	676.31	13.26	7.41	4.38	6.64	5.08	2.78
ENSMODG00000015241	7.35	6.93	6.04	27.36	29.53	56.61	48.71
ENSMODG00000008951	0	0	0	0	0	0	0
ENSMODG00000013936	0.07	0	0	0	0	0	5.2
ENSMODG00000008818	0	0	0	0	0	0	0
ENSMODG00000017400	0	1.89	2.49	16784.71	3372.68	9618.72	0.29
ENSMODG00000014158	0.07	0.2	0.12	0	0	0	0
Locus_373382	0	0	0	0	0	0	3.37
Locus_419485	0	0	0	0	0	0	4.66
ENSMODG00000004900	46.55	46.26	19.63	46.55	18.72	22.68	501.89
ENSMODG00000016223	13.78	23.67	25.03	32.41	42.95	47.95	253.74
Locus_192024	0	0	0	0	0	0	4.08
ENSMODG00000001329	123.94	95.15	60.24	173.8	170.84	104.14	90.71
Locus_374716	0	0	0	0	0	0	4.37
Locus_374675	0	0	0.09	0	0	0.15	4.68
ENSMODG00000016059	8.49	0	0.01	0	0	0	0.01
ENSMODG00000012543	2.76	12.51	8.96	5.01	5.73	3.17	0.63
ENSMODG00000019699	1.42	12.56	18.22	5.97	4.15	14.78	24.67
Locus_89288	0	0	0	0	0	0	0.65
ENSMODG00000004460	0	3.77	1.14	0.12	0	0	91.03
ENSMODG00000004791	0.65	2.46	2.64	19.46	22.27	17.73	23.3
ENSMODG00000007805	0	0	0	0	0	0	0
ENSMODG00000015360	8.44	34.63	27.59	5.72	16.44	6.69	11.66
Locus_189419	0.11	0.1	0	0	0	0	22.68
ENSMODG00000000279	96.97	58.56	59.89	66.97	161.49	114.06	101.36
blastnGorilla.Locus_256960	2.48	2.51	3.5	0	0.33	0.37	0.15
blastnHuman.ENSG00000251396	0	0	0	0	0	0	0
Locus_32728	0	0	0	0	0	0	3.07
ENSMODG00000025275	0.21	0	0	0	0	0	0.15
Locus_230101	0	0	0	0	0	0	0
Locus_121103	0	0	0	0	0	0	2.72
Locus_92262	3.07	1.47	0	0	0.59	0	0.81
ENSMODG00000015951	609.87	276	82.95	506	86.58	173.27	557.09
ENSMODG00000025743	0	0.41	3.61	89.47	119.59	1670.47	0
ENSMODG00000023635	0	0	0	0	0	0	0.06
ENSMODG00000017304	231.54	1.94	3.77	2.39	0.61	3.13	8.2
Locus_87322	0	0	0	0	0	0	1.1
Locus_420965	0	0	0	0	0	0	2.33
ENSMODG00000015484	11.22	10.46	4.92	10.12	3.66	3.73	7.76
ENSMODG00000001947	0.49	1.45	3.1	1.86	5.26	4.32	7.97
ENSMODG00000006087	0	0	0	0	0	0	0
ENSMODG00000020691	21.15	4.95	2.75	159.39	9.12	49.51	1.39
Locus_90228	0	0	0	0	0.79	0.44	0.36
ENSMODG00000006898	0.06	1.07	2.2	0.82	5.01	3.11	0.03
ENSMODG00000016355	206.28	80.15	56.16	27.57	50.59	25.52	80.83
Locus_187573	0	0	0.03	0	0	0	3.59
ENSMODG00000007890	15.02	8.77	3.79	9.01	0.6	5.45	120.34
ENSMODG00000021338	1.56	0.07	0	0	0	0	0.08
ENSMODG00000025328	0.56	0.22	0.14	11.62	7.8	7.86	0.05
ENSMODG00000006881	221	29.7	34.68	34.68	55.49	49.08	15.09
Locus_35762	0	0	0	0	0	0	3
ENSMODG00000015679	226.78	81.59	91.01	99.81	229.97	68.26	13.69
ENSMODG00000009471	1.53	2.19	1.99	1.55	1.07	2.07	11.62
ENSMODG00000015022	22.48	24.76	16.93	42.71	51.44	26.32	19.04
Locus_314216	0	0	0	0	0	0	3.04
ENSMODG00000012499	9.2	4.48	7.98	4.85	8.25	9.46	17.85
Locus_122059	0	0	0	0.14	0.35	0.59	0.2
ENSMODG00000012375	120.97	34.47	18.09	105.9	37.71	52.5	47.08
ENSMODG00000010491	4.14	4.71	15.05	3.38	27.28	9.98	6.95
ENSMODG00000016596	5.92	13.85	4.87	34.35	4.6	7.99	31.28
ENSMODG00000008056	5.6	2.7	4.66	2.69	14.32	5.32	1.25
Locus_87550	0.11	0.1	0.04	0	0	0	1.99
Locus_318598	0	0	0	0	0	0	0.43
ENSMODG00000005892	0	0	0	0	0	0	0
ENSMODG00000010877	0.28	0	0	0	0	0	0
ENSMODG00000006215	0	0	0.02	0	0	0	0.09
ENSMODG00000008777	6.71	0.06	0.02	0.23	0.6	0.21	1.67
ENSMODG00000024368	0	0	0	0	0	0	0
ENSMODG00000009882	3.79	8.18	6.05	1.1	1.72	1.83	6.14
blastnChicken.CUFF.183917	0	0	0	0	0	0	0
ENSMODG00000016605	185.39	103.34	541.89	211.91	1755.8	1092.59	210.21
Locus_322663	0	0	0	0.28	0	0	1.61
ENSMODG00000005640	0.59	2.5	2.53	4.45	11.17	5.49	0.67
ENSMODG00000006716	0.68	1.29	7.56	1.29	0.53	3.19	13.01
ENSMODG00000001088	4.18	15.98	23.29	23.7	11.56	77.78	0.95
ENSMODG00000014468	3.37	7	4.95	6.6	8.04	5.75	30.65
Locus_92498	0	0	0.15	0	0	0	2.15
ENSMODG00000009093	14.8	8.25	8.32	10.8	22.21	15.82	5.46
ENSMODG00000023941	38.39	108.21	119.57	83.52	174.03	154.09	26.32
blastnGorilla.Locus_225643	0	0	0	0	0	0	0
ENSMODG00000019844	56.03	57.9	69.61	85.77	180.19	82.14	110.03
ENSMODG00000015112	9.54	16.41	16.08	10.84	11.57	13.24	2.31
ENSMODG00000018390	8.83	10.52	2.77	8.98	1.72	2.64	10.14
ENSMODG00000006434	73.7	53.14	24.99	40.8	10.36	19.05	209.21
blastnMacaque.Locus_40302	0	0	0	0	0	0	0
ENSMODG00000004888	0.41	2.42	3.82	0.25	1.97	0.62	34.92
Locus_87993	0	0.53	0.32	0	0	0	0.22
ENSMODG00000001908	0.29	0.14	0	0	1.23	0.17	127.98
ENSMODG00000018521	33.16	18.1	39.6	46.99	26.32	57.15	14.45
ENSMODG00000007741	0	0	0	0	0	0	0
ENSMODG00000018951	9.14	9.7	10.38	62.41	21.85	35.94	27.2
blastnHuman.ENSG00000235139	0	0	0	0	0	0	0
ENSMODG00000001519	132.59	2.92	1.8	1.4	1.24	3.33	0
ENSMODG00000002952	3.18	4.09	4.35	4.68	11.74	6.11	1.39
ENSMODG00000011936	0.42	0.04	0.01	0	0	0	0.05
Locus_372008	1.32	0.22	0.06	0	0	0	1.69
ENSMODG00000014766	73.74	20.42	18.88	48.47	43.44	56.11	17.45
ENSMODG00000002905	43.65	40.38	29.06	11.37	31.89	4.44	4.73
ENSMODG00000000398	12.44	23.47	9.06	30.11	9.3	12.82	12.69
ENSMODG00000014001	0.17	0.96	1.26	0.19	0.41	0.13	0.84
Locus_187176	0	0	0.04	0	0	0	8.02
ENSMODG00000023572	0.7	0	0	0	0	0	0
ENSMODG00000003171	0	0	0	0	0	0	0.05
Locus_90136	0	0	0.14	0	0	0	2
Locus_315124	0	0	0	0	0	0	0
ENSMODG00000008635	13.26	21.6	56.28	10.62	84.62	31.11	7.99
ENSMODG00000013578	0	3.11	7.42	5.03	6.42	8.5	0
Locus_229606	0	1.21	0.23	0	0	0	0.46
ENSMODG00000013316	0.23	0.74	0.34	0.68	0.79	0.89	3.37
ENSMODG00000014598	29.53	5.25	7.23	12.24	10.08	41.58	52.13
Locus_373529	0	0	0	0	0	0	1.82
ENSMODG00000001313	1.57	10.91	15.54	4.54	5.18	11.87	38.39
ENSMODG00000012923	1.01	2.07	2.05	27.03	15.7	144.16	0.05
ENSMODG00000015150	1.06	6.21	4.94	1.19	0.74	2.22	36.94
Locus_373665	0	0	0	0	0	0	5.01
Locus_188895	0	0	0	0	0	0	0.82
Locus_322376	0	0	0.03	0.48	2.08	0.11	0.09
Locus_91914	0	0	0	0	0	0	7.26
ENSMODG00000014934	16.33	6.78	33.49	25.65	216.66	143.51	12.91
Locus_193179	0	0	0	0.35	0	0	7
ENSMODG00000004223	0.33	3.04	9.14	13.37	9.52	15.43	12.42
Locus_231977	0	0	0	0	0	0	0.97
ENSMODG00000022829	1.06	0.75	9.75	6.12	0.34	9.87	1.79
Locus_374557	0	0	0	0.17	0	0	9.15
Locus_314405	0	0.35	0.62	0	0	0	1.07
Locus_419638	0	0	0	0	0	0	0
ENSMODG00000015827	0.75	0.87	0.73	2.67	2.32	2.01	0.37
ENSMODG00000005369	0	0	0	0	0	0	0
Locus_232019	0	0	0.11	0	0	0	0
Locus_231670	0.6	0.06	0.11	0.04	0.14	0	9.3
ENSMODG00000014406	29.41	22.84	18.99	26.01	33.81	24.17	14.65
ENSMODG00000023461	0	0	0	0	0	0	0
ENSMODG00000001572	0	0	0	0	0	0	13.63
Locus_391106	0	0	0	0	0	0	6.87
CUFF.249594	0	0.11	0.17	0.2	0.63	0	1.38
ENSMODG00000007529	3.13	3.67	2.95	8.79	4.59	4.02	4.88
blastnHuman.ENSG00000240990	0	0	0.62	0.4	0.2	1.01	0
ENSMODG00000001735	10.16	25.31	28.54	6.77	23.52	8.17	4.75
Locus_189302	0	0	0	0	0	0	1.19
ENSMODG00000014013	43.51	26.06	45.27	22.02	155.96	45.03	40.38
Locus_315938	1.38	0.1	0.2	0	0.14	0.1	0.25
ENSMODG00000009399	4.2	17.5	26.36	8.33	7.87	2.48	2.04
ENSMODG00000004093	0	0	0	0	0	0	0.23
ENSMODG00000014090	2.92	0	0.06	0	0	0	0.05
blastnChicken.Locus_97741	0	0	0	0	0	0	0
ENSMODG00000020775	40.7	25.87	21.6	27.76	23.74	27.12	24.89
ENSMODG00000016490	0.05	0.16	0.16	0	0	0	20.08
ENSMODG00000008600	11.65	7.5	7.77	11.13	15.87	14.85	6.6
ENSMODG00000012242	0	0	0.2	13.51	3.44	18.12	0.05
ENSMODG00000021023	1.75	0.87	1.91	1.04	0.86	3.95	2.95
ENSMODG00000001145	27.21	49.28	39.14	136.75	119.78	103.76	96.11
Locus_186709	0	0	0	8.28	0	1.01	0
ENSMODG00000007809	277.77	327.3	134.12	439.43	302.36	284.23	578.42
ENSMODG00000025194	0.11	0.16	0.16	0	0.12	0.53	0.05
blastnMouse.Locus_46059	0	0	0	0	0	0	0
ENSMODG00000007635	31.81	36.49	22.72	61.63	24.87	30.17	31.35
Locus_390814	0.19	0.13	0	0	0	0.22	1.1
Locus_86926	0	0	0.07	0	0	0	0.77
ENSMODG00000007954	0.44	1.14	2.28	4.99	6.35	5.73	0.12
ENSMODG00000005404	164.04	0.02	0.03	0	0	0	0.05
CUFF.136218	0.38	1.38	1.75	3.39	3.74	3.81	0.37
ENSMODG00000012175	2.6	7.49	13.45	8.99	38.67	20.09	4.54
Locus_320432	0.22	0	0.51	0.18	0.92	0	0.05
ENSMODG00000006630	13.19	10.53	9.33	22.85	8.31	17.83	119.67
Locus_35608	0	0	0	0.75	9.25	2.07	0
ENSMODG00000018824	0	0	0	0.19	112.97	0	0
ENSMODG00000017179	8.42	7.24	5.72	3.44	4.49	2.33	11.94
ENSMODG00000001865	28.69	42.46	33.7	172.9	266.42	149.62	14.79
Locus_374640	0	0	0	0	0	0	1.14
ENSMODG00000016525	0.1	0.09	0.98	33.14	144.71	82.96	4.02
ENSMODG00000009136	266.01	79.83	34.78	111.86	71.58	47.56	307.64
ENSMODG00000008174	0.21	0.2	0.18	0.12	0.3	0.17	0.38
Locus_90017	0	0	0	3.71	0	13.94	0
Locus_322573	0	0	0	0	0	0	0.89
ENSMODG00000013717	129.35	78.87	77.89	193.02	255.4	165.46	132.26
Locus_392268	0	0	0	0	0	0	0.65
ENSMODG00000006515	414.48	358.4	207.01	343.61	299.01	202.81	352.96
Locus_88605	0	0	0	0	0	0	1.9
Locus_419647	0.28	0.07	0	1.91	3.11	0.33	1.5
ENSMODG00000000558	5.31	5.39	3.73	0.39	0.21	0.38	29.6
ENSMODG00000020077	0	0	0	0	0	0	0
ENSMODG00000016180	46.17	25.85	18.23	7.15	12.73	9.43	10.56
ENSMODG00000013425	83.38	478.21	129.04	161.83	84.33	58.44	69.21
ENSMODG00000023169	25.57	19.96	4.89	2.01	0.33	1.68	846.1
ENSMODG00000019705	0	0	0	0	0	0	0
ENSMODG00000025495	0.15	0	0	0	0.16	0.18	0.07
ENSMODG00000016027	2.9	2.29	3.05	2.92	4.21	4.86	2.35
ENSMODG00000009629	455.89	49.68	48.62	128.91	103.65	118.08	26.37
Locus_35585	0	0	0	0	0	0	1.69
ENSMODG00000019708	0	0	0	0	0	0	0
ENSMODG00000002097	0	0	0.07	34.93	177.77	152.38	0
Locus_319485	0.08	0	0	0	0	0	221.22
ENSMODG00000005160	10.77	11.21	15.57	4.92	34.84	7.92	382.74
Locus_192962	1.41	0.67	0.17	0	0.17	0	0.3
Locus_373733	0	0.42	0.48	0.37	0	0.52	0.43
ENSMODG00000000777	4.41	3.78	3.65	0.06	0.35	0	98.3
ENSMODG00000004578	0	0	0.02	0	0	0	1.77
ENSMODG00000021464	60.12	121.14	101.45	419.59	226.98	339.9	46.13
ENSMODG00000025672	0	1.21	2.07	0	0	0	0.2
ENSMODG00000003918	0.23	12.08	7.69	4.08	3.37	5.2	11.79
ENSMODG00000007561	12.25	1.99	1.75	0.32	0.67	0.3	0
ENSMODG00000000687	112.61	18.21	13.54	119.74	59.95	33.56	17.98
ENSMODG00000017700	109.34	60.31	44.05	92.98	130	95.32	64.59
ENSMODG00000011095	5.3	2.9	2.84	3.46	2.24	2.78	3.99
ENSMODG00000007853	2.52	45.33	20.71	4.7	2.78	2.38	55.01
ENSMODG00000014157	323.17	88.54	103.97	63.65	87.71	116.93	16.02
ENSMODG00000016557	0.06	0.3	0.62	0.96	3.57	0.82	0
ENSMODG00000010343	4.14	4.46	3.55	3.3	4.98	4.3	22.76
ENSMODG00000007827	0	1.86	1.72	0	0	0	21.94
ENSMODG00000004412	0.12	1.54	1.78	3.19	7.54	9.3	15.95
ENSMODG00000003718	0.19	0.45	0.31	0.81	0.3	0.11	0.32
ENSMODG00000004944	5.88	52.56	23.53	3.82	4.56	1.5	1527.27
ENSMODG00000024044	1.8	4.1	3.79	7.93	14.58	7.55	9.88
ENSMODG00000010648	9.67	13.87	17.01	20.56	21.05	41.97	49.39
ENSMODG00000017265	21.26	14.9	11.44	33.62	19.46	22.39	66.75
ENSMODG00000008946	0.1	0	0	0	0	0	0
Locus_317587	0.9	0	0	0	0	0	1.21
ENSMODG00000002046	5.8	0.07	0	0	0	0.18	0.37
ENSMODG00000005584	7.15	30.21	35.26	18.23	19.55	27.76	15.45
ENSMODG00000020246	34.18	6.95	19.28	2.7	8.97	44.66	0.21
ENSMODG00000006463	50.46	26.32	10.83	6.11	15.32	2.76	410.43
Locus_229653	0	0	0	0	0	0	4.4
ENSMODG00000000999	1.24	0.9	1.65	0.76	1.24	2.34	4.91
ENSMODG00000008014	10.26	13.98	14.4	25.62	4.08	24.82	16.73
CUFF.221154	4.41	0.68	0.38	0.35	0.35	0.35	0.19
blastnPan.Locus_159368	0	0	0	0	0	0	0
ENSMODG00000023382	0.59	1	1.14	0.62	0.53	0.4	0.49
Locus_318332	0	0.13	0.67	0.12	0.15	0	0.34
Locus_375908	0	0	0	0	0	0	0.26
ENSMODG00000008518	3.36	3.54	11.06	7.35	15.08	18.99	0.6
ENSMODG00000010773	97.84	520.61	20.11	223.48	13.26	13.49	113.28
ENSMODG00000018168	23.28	6.07	3.24	11.88	2.43	5.45	5.28
ENSMODG00000007998	3.94	4.5	6.38	5.7	15.83	10.48	6.66
Locus_122228	0	0	0	0	0	0	1.79
ENSMODG00000011443	0	0	0	0	0.09	0.74	0.26
ENSMODG00000011673	122.97	8.83	14.91	1.83	2.79	2.87	2.14
Locus_375985	0.45	0.21	0.08	0	0	0	0.22
ENSMODG00000019180	12.84	1.06	0.57	0.29	0.32	0.18	0.69
ENSMODG00000007797	0	0.14	0	0	0.64	0.71	0
Locus_322297	0	0.08	0.12	0.28	0	1.18	0.65
ENSMODG00000024264	0	0	0	0	0	0	0
ENSMODG00000019854	39.96	57.64	47.87	73.06	28.87	55.95	59.5
blastnHuman.ENSG00000249984	0	0	0	0	0	0	0
ENSMODG00000000082	70.77	41.97	8.46	63.28	10.02	19.21	239.29
Locus_193329	0	0.19	0	0	0	0	0.78
ENSMODG00000019236	0.16	1.06	0.26	1.03	0.97	1.24	0.05
ENSMODG00000024731	16.17	6.89	26.74	5.07	25.17	12.05	2.85
ENSMODG00000021513	128.24	56.85	24.56	25.43	22.89	22.11	20.05
ENSMODG00000023893	6.11	0.04	0.12	0	0	0	0.08
ENSMODG00000007058	40.37	22.62	10.55	119.95	80.99	48.58	27.96
ENSMODG00000023112	45.61	10.54	13.77	2.55	15.94	6.52	6.05
ENSMODG00000010248	24.98	22.44	57.36	37.33	200.21	152.28	10.33
blastnMouse.ENSMUSG00000091760	0	0	0	0	0	0	0
Locus_186899	0	0	0	0	0	0	0.87
ENSMODG00000007772	12.3	13	9.77	14.32	4.15	10.93	14.13
blastnMouse.ENSMUSG00000087400	0	0	0	0	0	0	0
Locus_315534	0	0	0	0	0	0	0.15
ENSMODG00000021114	0	0	0	0	0	0	1.61
ENSMODG00000014976	71.46	16.2	7.5	20.14	4.83	8.78	18.82
Locus_187311	1.76	1.43	1.25	3.44	3.52	2.91	1.02
ENSMODG00000014050	0.38	1.36	6.14	2.25	27.14	8.28	0.73
ENSMODG00000003808	19.79	6.08	10.01	20.79	45.24	27.4	5.4
Locus_230843	0	0	0	0	0	0	2.77
Locus_33617	0	0	0	0	0	0	1.23
blastnMouse.Locus_40286	0	0	0	0	0	0	0
ENSMODG00000023787	0.28	0.07	0.05	0	0.29	0	672.66
ENSMODG00000014856	0.1	0.05	0.14	0	0	0	0.1
Locus_91250	1.71	0	0	0	0	0	0.12
ENSMODG00000008478	7.48	19.41	56.99	5.36	23.4	19.52	9.01
ENSMODG00000017641	28.05	30.09	4.49	69.34	7.54	14.02	107.67
blastnHuman.CUFF.326222	0	0	0	0	0	0	0
Locus_321757	0	0	0	0	0	0	0.23
ENSMODG00000011018	0	0.34	0.08	1.97	0.2	0.94	0
ENSMODG00000011655	27.94	21.02	13.48	10.5	18.38	11.37	10.56
Locus_321833	0.07	0.47	0.14	0.28	0.48	0.08	3.34
ENSMODG00000015414	5	4.13	11.22	4.84	6.63	11.69	8.21
ENSMODG00000002481	59.24	23.66	35.51	58.92	214.35	106.16	11.62
ENSMODG00000024912	3.75	4.06	3.15	2.7	0.15	1.53	3.92
Locus_191829	0	0.28	0.18	4.48	5.03	2.77	0
ENSMODG00000014448	0.37	0.61	0.87	0.62	0.97	0.22	0.36
ENSMODG00000024613	24.15	7.19	8.97	21.07	19.3	16.85	16.97
ENSMODG00000024797	6.98	0.74	0.75	5.27	6.26	9.47	0.25
Locus_185907	0	0	0	0	0	0	1.06
ENSMODG00000000395	0.68	0.05	0.25	0.17	0.31	0	0.14
ENSMODG00000004997	2.79	6.39	7.45	1.8	3.7	1.22	36.22
Locus_228788	0	0.08	0	163.74	26.34	328.93	1.36
ENSMODG00000010572	6.34	6.59	11.65	7.91	21.17	11.46	5.41
ENSMODG00000015764	4.03	7.1	27.31	7.11	42.45	31.86	15.33
Locus_420418	0	0	0	0	0	0	2.39
ENSMODG00000003069	19.44	16.83	7.69	23.79	12.29	13.02	18.29
ENSMODG00000005185	15.17	23.74	28.34	16.23	41.84	19.48	317.83
ENSMODG00000017373	65.4	26.48	20.21	43.29	50.41	50.55	76.71
ENSMODG00000005525	0.3	1.96	2.17	0.53	0.25	0.49	1.65
ENSMODG00000009538	21.6	20.19	10.62	29.12	18.21	6.3	78.5
ENSMODG00000013989	3.57	0.23	1.38	0	0	0	0.24
ENSMODG00000006922	58.04	9.75	14.62	3.35	16.3	5.12	7.78
Locus_313889	0	0	0.13	0	4.95	0.43	0
ENSMODG00000000767	0	0.28	0.52	0	0	0	0
blastnHuman.ENSG00000231758	0	0	0	0	0	0	0
ENSMODG00000025394	0	0	0.04	0	0	0	0
blastnPlatypus.Locus_31036	0	0	0	0	0	0	0
ENSMODG00000008571	0.24	2.27	2.11	0.32	1.3	0.36	0.15
ENSMODG00000012829	0.81	0.17	0	0.3	0	0	0.65
Locus_191831	0	0	0	0.03	0	0	3.78
ENSMODG00000015070	20.99	22.24	16.07	42.61	69.35	34.75	21.3
ENSMODG00000020716	7.89	6.57	3.27	10.79	5.32	9.4	58.53
ENSMODG00000024327	0	0	0	0	0	0	0
ENSMODG00000014747	3.41	3.78	4.91	5.66	1.77	3.76	4.83
ENSMODG00000019406	15.92	7.92	10.66	7.61	6.43	28.72	8.73
ENSMODG00000023056	3.59	4.74	3.37	2.33	1.92	1.82	7.87
Locus_87766	0	0	0.18	0	0	0	0
ENSMODG00000002345	7.32	7.35	3.14	11.85	1.7	6.22	1.39
ENSMODG00000019246	2.8	1.79	1.17	0.16	0.05	0.06	0.44
Locus_319924	0	0.03	0.02	0	0	0	2.76
ENSMODG00000016772	0	1.47	2.5	26.71	2.62	1.52	5.36
ENSMODG00000012194	1.76	26.42	34.95	146.49	248.59	130.54	24.63
Locus_122539	0	0.98	0.17	0	0.06	0	19.13
ENSMODG00000011804	17.6	5.76	11.27	14.42	51.25	34.53	39.2
ENSMODG00000015207	20.67	12.85	7.35	10.62	1.67	7.39	5.38
ENSMODG00000001499	0.9	5.83	3.52	3.27	4.14	2.23	5.44
ENSMODG00000012015	0.06	0.05	0	0.05	0	0	0.46
ENSMODG00000009703	14.62	0.22	0.13	0	0.05	0.12	0.1
ENSMODG00000015248	4.08	2.03	2.34	2.49	1.56	2.96	46.85
ENSMODG00000019750	1.91	15.77	4.16	6.37	2.78	1.82	2.26
Locus_186980	0	0	0	0	0	0	3.57
Locus_121801	0	0.13	0.29	0	0	0	0
ENSMODG00000023101	2.95	12.77	9.61	8.08	9.74	3.48	29.9
ENSMODG00000016516	6.99	33.45	54.91	10.27	61.93	11.83	4.52
Locus_88280	0	0	0	0	0.16	0	0
ENSMODG00000020712	0.08	0.47	0.39	0.07	0	0.1	0
ENSMODG00000000449	0	0.04	0.12	0.07	0	0.4	0.21
ENSMODG00000012322	10.65	13.77	11.57	17.29	6.34	10.96	9.33
ENSMODG00000024968	7.65	15.51	121.71	21.66	152.76	47.44	6.64
Locus_376841	0	0	0	0	0	0	2.56
