Gene	Brain_Male3	Brain_Male4	EmbryonicKidney_Indiv1	Liver_Male3	Ovary_Female1	Ovary_Female2	Ovary_Female3	Placenta_Female1	Placenta_Indiv3	Placenta_Indiv4	Placenta_Male1	Testis_Male3	Testis_Male4
Locus_21003	2.5	3.11	1.63	0.37	1.9	2.01	1.97	0.46	0	0.42	0.26	0.19	0.78
ENSMUSG00000059540	13.04	11.06	4.14	0.45	4.18	5.22	4.14	1.03	0.52	0.83	0.37	178.95	121.01
ENSMUSG00000049686	1.08	0.34	2.75	2.21	0.81	1.1	1.39	1.95	2.26	13.23	0.58	5.26	0.86
ENSMUSG00000085176	0.06	0.1	0.06	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000025888	2.15	2.21	0.33	6.24	3.83	4.55	3.87	2.77	0.18	0.54	1.3	7.26	1.34
Locus_67609	0	0	0	0	0.28	0.25	0.08	0	0	0.05	0	2.59	0.46
ENSMUSG00000055799	0.69	0.84	6.07	2.84	5.44	3.8	4	4.37	8.83	10.41	4.34	0.56	0.44
ENSMUSG00000036061	3.12	2.86	6.43	3.59	2.96	3.98	3.67	3.65	3.28	4.47	2.05	1.27	0.61
blastnMacaque.Locus_114915	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000052920	0.69	5.03	1.01	0.2	2.94	1.18	1.5	1.33	0.15	0.49	0.38	7.07	14.95
ENSMUSG00000078375	0	0	0	0	0	0	0	0.47	0	0	0.13	0	0
ENSMUSG00000055108	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075241	2.64	0.12	0.19	2.79	0.42	0.03	0	0.16	0	0	0.89	0.21	0.08
blastnHuman.ENSG00000229313	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024807	9.34	5.14	4.06	57.29	7.99	7.73	8.14	17.02	23.46	28.39	11.79	9.57	4.23
ENSMUSG00000075464	0	0	0	0	0	0	0	0	0	0	0	0	0
blastnOpossum.Locus_87178	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000078132	0.09	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073563	15.85	13.78	11.48	16.08	10.21	10.44	10.23	22.89	10.28	15.63	16.57	5.2	7.72
ENSMUSG00000038400	6.87	5.11	1.38	1.05	5.32	4.08	4.29	17.53	3.58	11.15	5.03	0.52	0.31
ENSMUSG00000024190	14.07	3.86	4.45	71.79	10.14	31.78	22.14	14.93	15.07	20.75	8.59	6.01	2.32
ENSMUSG00000035200	0.57	0.17	0.77	0	0.01	0.03	0.01	0.07	0.17	0.07	0.03	0.47	0.12
ENSMUSG00000020279	0	0	0.02	0.01	0.04	0.13	0.11	0.14	0.02	0.05	0.02	0.48	0.69
ENSMUSG00000003283	0.86	0.67	1.51	3.76	1.54	1.66	2	0.53	0.25	0.79	0.02	0.23	0.16
ENSMUSG00000025283	18.34	7.17	11.02	39.72	16.87	28.84	23	34.94	17.07	31.88	20.65	2.78	4.57
ENSMUSG00000029165	2.05	3.57	5.36	1.9	5.69	4.37	4.61	3.83	2.29	2.75	2.69	185.99	147.62
ENSMUSG00000003420	9.47	8.74	18.99	114.23	56.29	31.53	35.7	37.34	8.24	9.6	1.24	4.72	4.73
ENSMUSG00000055128	3.7	1.29	2.58	6.59	1.58	3.27	3.3	3.28	2.17	4.67	1.11	11.57	16.38
ENSMUSG00000014164	2.84	14.12	2.1	2.16	2.25	1.32	1.34	0.22	0.07	0.12	0.11	3.59	5.08
ENSMUSG00000063106	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000033389	22.99	16.68	0.84	0.3	1.25	1.92	1.81	7.69	2.08	9.29	1.18	2.76	3.27
ENSMUSG00000029199	6.43	5.3	5.23	9.6	4	6.4	5.99	5.89	7.49	6.44	7.45	18.51	14.88
ENSMUSG00000057132	0.41	0.17	0.08	0.13	0.35	0.35	0.24	0.14	0.12	0.05	2.27	165.51	171.84
ENSMUSG00000079496	0	0	0.87	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092095	0	0	0	0	0	0	0	0	0	0	0	0.05	0
ENSMUSG00000026700	0	0	0	0	0.02	0	0	0.1	0	0.03	0.25	0.02	0.05
ENSMUSG00000000794	0.62	1.92	0.43	0.01	0.26	0.39	0.36	0.1	0.14	0.07	0.07	3.11	1.51
ENSMUSG00000056423	0.09	0.1	0	0.13	0	0	0	1.14	0	1.09	0	0.4	0
ENSMUSG00000031668	5.94	8.04	5.24	6.73	7.08	6.26	6.48	19.56	10.89	22.44	12.35	1.08	1.67
Locus_46889	0.1	0.18	0	0	0	0	0	0	0	0	0	3.67	7.79
ENSMUSG00000069516	8.61	3.6	3.83	74.84	125.14	154.42	117.1	9.38	5.29	54.9	2.15	17.17	5.51
Locus_82253	0.78	0.56	0	0	0	0	0	1.77	1.73	0.62	1.82	0.3	5.44
Locus_59646	0	0	0	0	0	0	0	0	0	0	0	17.37	14.51
ENSMUSG00000090691	0.19	0.06	0	0	0.03	0	0.04	0	0.04	0.02	0	0.06	0.21
ENSMUSG00000059149	6.82	7.51	0.4	0.01	1.34	1.76	1.28	0.21	0.04	0.28	0.06	0.03	0.01
ENSMUSG00000051022	5.86	3.55	0.57	0.05	5.41	21.17	19.53	13.18	20.74	22.88	6.38	0.27	0.04
Locus_46997	0	0	0	0	0	0	0	0	0	0	0	2.92	12.72
ENSMUSG00000085704	0.26	0.24	0.73	0.3	0.27	1.08	0.91	0.44	0.83	1.24	0.22	7.28	1.99
ENSMUSG00000027671	5.6	4.16	19.5	17.94	16.05	13.41	12.19	15.26	17.68	11.06	28.27	75.64	73.68
Locus_54322	0	0	0	0	0	0	0	0	0	0	0	0.43	1.16
ENSMUSG00000027221	20.47	20.37	0.83	0.02	1.7	1.82	2.1	0.41	0.23	0.6	0.17	7.28	14.65
ENSMUSG00000032469	9.03	8.58	5.47	10.83	10.3	6.27	5.83	11.4	9.53	5.71	22.06	5.29	8.12
ENSMUSG00000020321	398.94	165.53	177.08	547.38	52.48	96.03	93.05	41.96	56.23	40.86	37.16	16.69	7.32
ENSMUSG00000050600	1.62	4.5	0.01	0.02	0.02	0.07	0.06	0	0	0.02	0	0.08	0.38
CUFF.73222	0	0	0	0	0	0	0	0	0	0	0	0.27	0.12
ENSMUSG00000037167	0.12	0.06	0	0	0	0	0	0	0	0	0	52.28	37.74
ENSMUSG00000045824	0	0	0	0	0	0	0	0	0	0.04	0	0.03	0
ENSMUSG00000076430	0.04	0.07	0.08	0	0	0.03	0.03	0	0	0.07	0.08	2.71	1.92
ENSMUSG00000029632	820.69	225.56	246.99	1709.81	100.26	147.58	110.72	234.27	182.69	101.32	271.42	67.76	16.37
ENSMUSG00000039774	0.84	0.61	2.36	0.06	2.2	3.1	2.48	1.35	1.99	0.8	1.94	1.94	1.07
Locus_3203	0	0	0	0	0	0	0	0	0	0	0	2.04	0.39
ENSMUSG00000001517	0.1	0.16	13.85	0.08	2.5	2.76	2.65	0.36	6.38	1.04	2.79	21.66	23.85
ENSMUSG00000062014	53.56	39.58	24.68	24.08	26.88	30.25	28.31	53.56	23.57	24.94	43.84	71.01	81.06
blastnGorilla.CUFF.184741	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075012	12.08	10.55	2.62	0.05	0.54	0.74	0.74	0.43	0.27	1.3	0.06	0.06	0.03
ENSMUSG00000035829	2.69	5.2	3.87	0.03	3.72	2.8	3.5	0.34	0.16	0.66	0.06	3.39	9.24
ENSMUSG00000066178	0.09	0.21	0.08	0.13	0.19	0.18	0.1	0.78	0.46	0.55	0.73	0	0.05
CUFF.150354	0.16	0.42	0.23	0.05	0.45	0.51	0.46	0.55	0.07	0.38	0.07	0.04	0.18
ENSMUSG00000061028	19.89	35.86	7.43	6.52	25.05	10.42	12.02	15.79	15.44	16.41	15.97	30.23	66
ENSMUSG00000035638	0	0	1.02	0.01	0.09	0.7	0.17	0.02	0.01	0.02	0	0.43	0.18
ENSMUSG00000039988	21.43	19.58	11.51	20.47	11.18	14.34	15.11	37.21	18.13	25.95	25.67	20.95	23.04
ENSMUSG00000004296	0	0	0	0.1	0	0.02	0.05	0	0	0	0	0	0
ENSMUSG00000005836	0.02	0.01	1.73	2.33	7.06	11.49	10.71	1.8	2.93	2.2	0.5	2.31	1.57
Locus_112421	0	0	0	0	0	0	0	0	0	0	0	1.18	1.37
ENSMUSG00000066592	0.14	0	2.89	0.26	0.11	0.23	0.5	0.15	1.46	0.32	0.42	0.28	0.15
ENSMUSG00000025857	1.01	1.06	5.45	1.79	3.36	3.74	4.04	2.33	10.7	5.3	4.39	11.59	8.05
ENSMUSG00000025350	3.35	1.56	1.78	9.66	3.08	2.97	2.99	0.68	0.72	1.43	0.62	0.82	0.78
ENSMUSG00000029028	16.33	24.96	12.14	13.97	27.03	11.07	12.53	15.39	24.07	13.05	39.5	31.73	92.69
Locus_54609	0.02	0.64	0	0	0.06	0	0.03	0	0	0	0	2.35	1.15
Locus_99912	0	0	0	0.29	0	0.17	0.18	0.21	0.18	0	0.12	0.4	0.22
ENSMUSG00000026824	26.31	28.31	0.02	0.01	2.72	2.45	4.19	0	0	0	0	0.01	0
ENSMUSG00000029502	9.19	16.3	4.85	11.9	15.57	6.14	6.86	23.44	7.62	8.17	24.64	41.99	87.64
ENSMUSG00000000392	1.31	1.73	1.22	0.35	1.42	1.72	1.3	0.85	0.05	0.18	0.03	0.03	0
Locus_80812	0	0	0	0	0	0	0	0.08	0	0.1	0	8.44	7.94
Locus_14162	0.24	0	0	0	0	0	0	0	0	0	0	1.24	0
Locus_98107	0	0	0	0	0.13	0.41	0	0.87	0.15	0.85	0.68	0.46	0.89
blastnHuman.ENSG00000228035	0	0	0	0	0	0	0	0	0	0	0	0	0
Locus_98627	0	0	0	0	0	0	0	0	0	0	0	3.71	0.58
ENSMUSG00000030450	0.36	0.2	0.01	0	1.34	1.23	2.05	0	0	0	0	0.92	0.6
ENSMUSG00000059632	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000050085	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024002	8.02	12.63	3.48	9.13	14.66	9.87	9.84	18.68	20.27	19.56	23.02	4.12	12.85
blastnPan.Locus_7377	0	0	0	0	0	0.29	0	0	0	0	0	0	0
ENSMUSG00000041685	8.52	8.73	11.5	16.51	15.57	21.17	21.56	26.2	8.83	18.17	11.39	4.84	6.55
CUFF.180412	0.03	0.1	0.02	0.02	0.04	0.1	0.1	0.01	0.01	0.01	0	0.45	1.07
Locus_59102	0.1	0.16	0.19	0	0.12	0.49	0.4	0	0.13	0	0	0	0
ENSMUSG00000037940	1.6	1.9	0.6	0.12	0.31	0.34	0.41	0.2	0.66	0.08	1.14	1.39	1.95
ENSMUSG00000019777	33.75	37.45	22.54	18.38	61.8	27.99	27.72	21.48	13.56	8.01	45.67	23.85	90.03
ENSMUSG00000070639	6.84	24.98	9.05	0.21	4.58	5.45	5.06	5.51	9.9	5.49	8.63	447.24	341.57
ENSMUSG00000041681	0	0.04	0	0	0.03	0	0	0	0	0	0	0	0
ENSMUSG00000023460	31.75	24.02	11.2	11.97	19.55	17.21	16.19	31.74	13.56	21.13	21.91	6.15	4.91
ENSMUSG00000055653	2.75	3.4	271.71	0.51	47.15	23.12	18.03	84.84	15.93	25.9	8.06	0.97	2.54
ENSMUSG00000032399	349.69	213.31	688.6	670.36	614.93	434.97	359.46	385.9	450.62	203.05	890.33	271.32	294.85
ENSMUSG00000041153	4.29	3.26	2.62	1.35	3.13	4.95	4.52	4.06	2.08	2.82	2.18	4.99	3.85
ENSMUSG00000089712	0.07	0	0.36	2.94	0.08	0.81	0.52	0	0	0.11	0	0	0
ENSMUSG00000056043	0.05	0.07	0.19	0.03	0.1	0.09	0.11	0.14	0.22	0.19	0.12	0.07	0.17
ENSMUSG00000020226	0	0.01	0.04	0	1.98	1.51	7.57	0.2	0.18	0.32	0.01	10.49	7.09
ENSMUSG00000091735	13.21	10.25	0	0	0.06	0.03	0.02	0	0.02	0	0.02	43.75	56.29
ENSMUSG00000062528	0	0	0	0	0	0	0	0	0	0	0	0	0
Locus_81550	0	0	0	0	0.03	0	0	0	0	0	0	20.21	4.86
Locus_54310	0	0	0	0	0	0.06	0	0	0.06	0	0	0.4	0.31
ENSMUSG00000026420	0	0	0.03	0	0	0	0	0	0.17	0	0.13	0	0
blastnHuman.Locus_23414	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092164	0	0	3.36	0.04	0.57	0.72	0.59	0	0	0	0	0.61	0.11
Locus_67362	0	0	0	0	0.11	0.22	0.35	0	0	0	0	1.14	0
Locus_3457	0	0	0	0	0	0	0	0	0	0	0	0.99	0
Locus_52497	0	0	0	0	0	0	0	0	0.13	0	0	0.83	2.24
ENSMUSG00000019892	0.43	1.6	2.74	0.01	1.87	1.02	0.93	0	0	0	0.02	27.99	96.23
ENSMUSG00000038067	0	0	0.1	0	0.22	0.87	1.17	0.11	0.02	0.12	0	0.17	0
ENSMUSG00000023456	247.47	273.5	47.67	278.84	89.28	45.3	47.98	104.1	120.65	59.58	191.55	223.03	253.49
ENSMUSG00000029596	1.45	1	1.87	20.16	4.08	2.13	2.34	0.29	0.57	0.18	0.02	0.87	1.06
ENSMUSG00000031563	5.78	10.76	9.55	5.14	18.87	11.72	12.53	46.33	14.34	32.72	23.94	34.45	71.91
ENSMUSG00000073832	0	0	0	1.86	0	0	0	0	0	0	0	0	0
ENSMUSG00000043670	22.02	33.14	0	0	0.01	0.02	0.02	0	0.01	0.01	0	0.16	0.83
ENSMUSG00000070551	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000030413	4.89	0.82	0.21	0.08	0.45	5.43	1.14	0.12	1.36	0.89	0.79	0	0
Locus_46396	0	0	0	0	0	0	0	0	0	0	0	0.69	0.7
Locus_27362	0	0	0	0	0	0	0	0	0	0	0	0.09	2.01
ENSMUSG00000067716	0	0	0	0	0	0	0	0	0	0	0	16.69	20.01
Locus_14019	0	0.03	0	0	0	0	0	0	0	0	0	2.02	8.46
ENSMUSG00000091576	0	0	0.07	0.08	0	0.09	0.15	0	0	0	0	0	0
ENSMUSG00000030551	5.49	7.26	28.01	11.41	24.85	16.97	15.53	10.16	9.27	4.68	22.22	1.84	3.69
ENSMUSG00000060126	4.72	1.74	7.13	9.01	5.43	5.13	4.29	5.74	6.23	6.47	3.55	7.62	3.31
Locus_87054	0	0.17	0	0	0.26	0	0.29	0	0	0	0.19	0.65	0
ENSMUSG00000078201	2.97	7.35	6.02	3.92	2.63	4.12	4.29	3.04	2.81	7.26	1.23	12.5	3.2
Locus_81993	0.07	0	0	0	0	0	0	0	0	0	0	0.67	2.05
ENSMUSG00000038811	2.47	1.84	2.05	9.76	7.63	4.14	3.77	8.21	1.22	3.95	2.53	0.66	1.17
Locus_3032	0	0	0	0	0	0	0	0	0	0	0	1.16	0.39
ENSMUSG00000031862	8.42	8.42	20.71	17.13	10.49	10.37	12.29	13.72	23.97	18.53	15.17	7.47	4.68
ENSMUSG00000043865	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000042032	22.02	17.56	12.99	9.6	9.37	14.31	12.63	11.77	5.84	9.69	6.06	4.1	2.54
CUFF.30223	0	0	0	0	0	0	0	0	0	0	0	0	0
CUFF.173544	0	0	0	0	0	0	0	0	0	0	0	0.54	0
Locus_3228	0.44	0.65	0.04	0	0.03	0.06	0.06	0	0	0.04	0.09	1.75	8.31
Locus_59198	0	0	0	0	0	0	0	0	0	0	0	0.62	1.01
ENSMUSG00000019935	0.68	1.1	0.27	4.76	0.06	0.08	0.04	0.09	0.03	0.18	0.1	0.23	5.98
ENSMUSG00000031255	0.23	0.43	1.2	1.25	29.6	16.33	15.85	0.63	0.45	0.27	0.76	4.79	12.71
ENSMUSG00000007594	31.88	23.61	0	3.48	0.04	0.03	0.05	1.98	6.07	0.57	2.62	0.08	0.02
Locus_86156	0	0	0.03	0	0	0.05	0.12	0	0	0	0	0.7	2.61
ENSMUSG00000032422	17.64	12.08	8.84	14.23	10.99	13.29	13.68	22.71	13.18	18.52	14.23	15.83	15.38
ENSMUSG00000056901	0	0	0	0	0	0	0	0	0	0	0	0	0
CUFF.176543	0	0	0	0	0	0	0	0	0	0	0	5.53	1.2
ENSMUSG00000036202	3.86	7.59	14.33	4.76	12.1	7.97	9.33	5.04	7	2.82	14.2	23.01	75.66
ENSMUSG00000084847	0	0	0	0	0.21	0.29	0.23	0	0	0	0	0.08	0
ENSMUSG00000024067	48.74	17.91	33.53	51.33	29.17	26.65	24.27	15.34	25.33	11.43	30.59	306.32	200.66
ENSMUSG00000047205	5.53	6.9	4.45	0.07	2.64	3.49	3.17	1.18	1.75	2.1	1.15	10.66	13.77
ENSMUSG00000004655	1.98	0.71	18.65	33.42	14.52	26.14	28.16	4.75	1.46	6.67	3.74	0.82	0.12
ENSMUSG00000067219	0	0	0.39	1.82	1.3	3.77	2.4	0.96	0.88	0.72	1.32	0.3	0.04
ENSMUSG00000028527	5.87	4.04	3.96	12.56	1.72	1.62	1.41	1.61	1.83	2.01	1.9	1.19	1.53
ENSMUSG00000060380	1.7	1.02	0.54	0.05	0.35	0.67	0.71	0.29	0.14	0.73	0.06	2.51	1.9
ENSMUSG00000020553	1.31	0.44	1.81	36.24	2.73	3.94	2.5	4.46	4.41	2.37	7.96	12.29	10.04
Locus_93081	0.05	0	0	0	0	0	0	0	0	0	0	1.35	2.33
Locus_72092	0	0	0	0	0	0	0	0	0	0	0	0	2.06
ENSMUSG00000002803	20.54	13.68	8.67	6.82	4.41	5.68	5.44	1.22	1.26	1.43	0.73	3.46	1.09
Locus_21404	0.03	0	0	0	0	0	0	0	0.03	0	0	0.82	0.57
ENSMUSG00000037295	0.6	0.56	2.49	5.9	2.78	2.81	3.28	10.98	23.64	20.27	14.79	0.62	0.56
blastnHuman.XLOC_000964	0	0	0	0	0	0	0	0	0	0	0	0	0
Locus_97891	0	0	0	0	0	0	0	0	0	0	0	2.47	2.97
ENSMUSG00000076670	0	0	0	0	0	0.09	0	0	0	0	0	0	0
ENSMUSG00000049692	0.04	0.03	0	0	0	0	0	0	0	0	0	46.72	15.66
ENSMUSG00000007617	26.68	19.24	2.14	3.92	2.47	2.33	2.81	2.45	1.72	1.61	3.02	3.22	3.75
ENSMUSG00000026939	10.49	10.46	6.37	12.61	6.06	7.94	7.41	0.78	0.18	3.28	0	6.7	5.29
ENSMUSG00000047990	0.09	0	0.31	0	0.09	0.19	0.08	0.06	0.18	0.1	0	0.02	0
CUFF.132674	0	0	0	0	0	0	0	0	0	0	0	1.51	0.68
ENSMUSG00000030272	23.37	20.53	5.64	7.11	11.09	5.98	6.02	11.48	2.59	5.93	4.85	1.06	1.09
ENSMUSG00000079184	30.29	39.43	7.09	16.01	37.92	20.75	20.24	22.31	15.45	7.88	50.66	63.83	153.82
Locus_2976	0	0.03	0.06	0	0.08	0.13	0.14	0.05	0	0.12	0.03	0.27	1.01
ENSMUSG00000091563	0	0	0	0	0	0	0	0	0	0	0.03	0	0
ENSMUSG00000073915	0	0	0	0	0	0	0	0	0	0	0	0	0
Locus_41010	0	0	0	0	0	0	0	0	0	0	0	1.49	0.58
CUFF.30666	0	0	0	0	0	0	0	0	0	0	0	1.36	0.19
ENSMUSG00000092010	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091806	0	0	0	0	0	0	0	0.24	0	0	0	0	0
ENSMUSG00000014503	0.25	0	0.02	0.18	2.24	1.49	1.62	0.03	0.01	0.02	0.03	33.43	10.93
ENSMUSG00000089755	0	0	0.09	0.1	0.06	0.06	0	1.94	2.96	4.16	0.59	0.06	0
ENSMUSG00000038216	0	0.1	0.41	0	0	0.03	0	0	0	0	0	0.1	0.42
ENSMUSG00000040557	1.83	1.92	2.35	4.66	3.54	6.73	5.26	3.73	1.13	3.1	0.66	1.96	1.56
blastnHuman.XLOC_008832	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000078217	0	0	0	0	0	0	0	0	0	0	0	2.65	2.37
Locus_80660	0	0.36	0	0	0	0	0	0	0.15	0	0	0.13	0.73
ENSMUSG00000030670	0.03	0.15	0.46	20.9	0.15	0.67	0.81	0.54	0.48	0.4	0.39	3.24	1.3
ENSMUSG00000011008	0	0.04	0.37	0.22	0.49	0.63	0.25	1.45	1.36	0.15	0.04	0.5	0.05
ENSMUSG00000034781	20.87	29.05	16.06	20.73	23.06	15.14	16.13	29.24	31.95	32.93	31.44	9.88	9.45
Locus_22511	0	0	0	0	0	0	0	0	0	0	0	0.98	1.21
Locus_97956	0.02	0	0.01	0	0.01	0.02	0.04	0.12	0.06	0.05	0.09	11.67	14.56
ENSMUSG00000003824	1.38	0.65	4.76	1.09	2.86	2.26	2.03	19.09	10.58	12.6	15.37	215.64	194.62
ENSMUSG00000025196	0.11	0.07	1.62	117.93	0.23	0.29	0.16	1.09	0.83	0.11	0.02	4.97	0.39
ENSMUSG00000012187	0.3	0.1	0.09	0.16	0.43	1.01	1.37	1.27	1.32	0.95	0.46	0.44	0.57
CUFF.22956	0.06	0	0	0	0	0	0	0	0	0	0	1.69	3.05
ENSMUSG00000073616	70.42	40.44	17.6	50.81	21.2	15.46	15.02	32.48	15.85	14.52	28.36	93.33	39.66
ENSMUSG00000042705	3	2.52	7.94	1.98	2.3	6.5	6.63	2.99	6.29	3.99	3.65	2.13	1.61
ENSMUSG00000031095	14.58	12.1	18.48	26.85	17.68	18.82	18.84	127.86	86.74	55.31	143.73	54	37.26
ENSMUSG00000015092	26.31	14.19	15.6	52.93	11.64	6.24	10.66	16.41	41.02	30.38	15.81	48.91	26.25
ENSMUSG00000006471	3.49	4.63	4.92	3.23	5.32	6.9	6.6	5.27	7.96	10.39	3.92	3.34	3.74
Locus_40160	0	0.05	0	0	0	0	0	0	0.04	0	0	4.45	2.67
ENSMUSG00000017210	8.91	11.32	12.75	2.75	4.45	5.2	5.86	3.59	7.74	6.38	4.53	20.14	11.85
ENSMUSG00000074361	0.28	0.1	0.08	1.26	0.34	0.31	0.22	1.11	0.56	0.96	1.08	0.02	0
ENSMUSG00000031848	8.66	7.84	14.99	11.09	10.61	6.12	5.73	7.2	24.76	7.12	18.55	31.02	31.8
ENSMUSG00000017003	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000072613	0	0	0	0	0	0	0	0	0	0	0	0.02	0
ENSMUSG00000020709	1.23	1.89	0.67	17.1	3.4	3.24	3.42	12.12	7.39	12.64	7.41	0.31	0.14
ENSMUSG00000028779	6.43	3.76	9.49	5.62	3.21	7.54	7.37	4.56	7.7	12.81	2.57	7.16	3.03
ENSMUSG00000048922	0.05	0.02	7.7	0.11	1.3	1.54	1.42	0.27	3.91	0.26	2.79	24.27	34.04
ENSMUSG00000030703	0.56	0.5	0.88	0.96	3.86	2.99	2.99	1.61	0.69	1.12	0.81	1.17	0.76
ENSMUSG00000029205	0.01	0	0.04	0	0	0	0	0.2	0.21	0.44	0.15	1.85	1.78
Locus_71587	0.03	0	0	0	0	0	0	0	0	0	0	36.12	0.49
Locus_71868	0.18	0.09	0	0	0.1	0.1	0.05	0	0	0.03	0	20.92	8.2
ENSMUSG00000025318	26.57	44.54	0	0	0.01	0.01	0.01	0.04	0.01	0.02	0	1.27	1.22
ENSMUSG00000029368	6.55	0	0.32	84868.82	42.37	0.2	0.3	43.66	0.99	0.83	0	8.03	0.08
ENSMUSG00000024354	0	0.01	5.53	26.98	1.82	6.03	5.83	0.64	1.2	0.33	0.04	0.11	0.13
blastnPan.Locus_17995	0	0	0	0	0	0	0	0	0	0	0	0	0
CUFF.165766	0	0	0	0	0	0	0	0	0	0	0	0.09	2.56
ENSMUSG00000042863	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000041429	3.96	3.43	4.96	8.34	8.63	3.02	3.41	5.88	4.91	4.54	5.36	2.17	2.49
ENSMUSG00000022313	3.33	1.18	2.55	3.76	2.74	3.54	3.46	3.4	5.4	2.85	5.66	4.77	3.04
blastnHuman.ENSG00000231902	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000032202	2.23	3.07	1.17	1.97	23.87	24.44	28.51	11.36	1.61	2.82	3.69	10.5	11.44
Locus_67165	0.35	1.08	0	0.16	0.44	0.34	0.46	0.08	0	0	0	0.41	0.71
ENSMUSG00000032274	0.06	0.27	0	0	11.47	5.53	9.69	0	0	0	0	8.86	6.33
Locus_104281	0.05	0.07	0	0	0.05	0.11	0.06	0	0	0	0	0.11	0
ENSMUSG00000078302	0.49	0.23	7.34	0	0	0	0.01	0.1	0.17	0.05	0.04	0	0.03
ENSMUSG00000037351	52.85	63.49	22.85	21.89	18.32	15.25	16.42	20.28	21.78	22.11	21.62	10.19	8.06
CUFF.204241	0	0	0	0	0	0.05	0	0	0	0	0	0.46	0
ENSMUSG00000060376	12.4	10.7	24.75	117.43	23.2	16.47	22.26	10.26	10.36	15.99	4.84	24.86	26.29
ENSMUSG00000027702	0.92	0.21	0.3	0	2.76	2.99	1.77	0.08	0.11	0.09	0.31	448.75	363.15
ENSMUSG00000030822	7.52	5.41	9.9	16.76	9.57	11.36	12.35	10.7	13.41	15.99	8.27	18.66	12.25
Locus_86637	0	0	0	0	0	0	0	0	0	0	0	3.59	0
ENSMUSG00000039682	23.93	13.67	16.85	300.25	27.42	21.32	20.89	12.77	36.53	7.39	53.67	18.19	19.88
ENSMUSG00000071701	0	0.03	0	0	0	0	0	0	0	0	0	0.04	0
blastnPlatypus.Locus_100656	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070377	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000041608	2.21	1.64	0.69	0	0.9	2.86	2.21	0.11	0.11	0.29	0.17	0.02	0.04
Locus_40084	0.26	0	0	0.63	0.5	1.67	1.18	0.16	0.07	0	0	0.06	0.33
ENSMUSG00000025489	0.04	0	1.59	0.27	0.39	1.06	0.57	0.22	0.05	0.18	0	0.04	0.11
ENSMUSG00000087531	0.77	0.36	0	0	0.08	0	0	0	0	0	0	0	0
Locus_54357	0	0	0	7.1	0	0.03	0.01	0	0.05	0	0.04	0.32	0.89
Locus_87230	0	0	0	0	0	0	0	0	0	0.04	0	0	0
ENSMUSG00000064315	0.05	0	0.17	0.25	0	0.06	0.06	0	0.12	0.24	0	0.11	0
ENSMUSG00000063727	1.07	0.41	1.08	6.71	1.18	1.26	1.03	39.32	3.01	10.58	12.11	0.15	0.29
ENSMUSG00000045620	0.02	0	0.09	0	0.06	0.06	0.81	0	0	0.04	0	81.08	36.07
ENSMUSG00000004394	33.61	17.4	25.69	41.9	25.98	32.55	33.01	26.92	12.7	26.91	11.95	49.33	24.53
ENSMUSG00000055148	6.66	0.93	1.25	3.51	3.58	4.62	4.92	9.93	4.63	10.77	1.85	12.52	3.43
ENSMUSG00000091851	0	0	0	0	0	0	0	0	0	0	0	0.02	0
ENSMUSG00000048101	0	0	0	0	0	0	0	0	0	0	0	0.56	0.24
ENSMUSG00000030051	2.04	4.72	3	3.38	9.73	3.66	3.38	7.29	4.35	3.52	12.54	4.6	11.02
ENSMUSG00000033282	2.94	5.15	1.79	1.07	4.03	3.61	3.72	2.9	1.52	1.64	2.92	11.69	20.72
ENSMUSG00000074408	0.54	0.89	1.42	0.22	0.89	1.98	1.64	1.11	0.31	0.92	0.11	0.2	0.15
ENSMUSG00000029994	1.57	1.18	5.42	33.44	21.82	13.46	11.7	139.27	65.44	79.92	144.01	4.25	10.07
ENSMUSG00000057265	6.61	11.56	0.84	1.06	8.84	3.34	2.85	1.14	0.17	0.25	1.02	524.6	1264.81
ENSMUSG00000091799	0	0	0	0	0	0	0	0	0	0	0	0	0
