Gene	Brain_Male2ss	Brain_Male7	EmbryonicBrain_Indiv1	EmbryonicBrain_Indiv2	EmbryonicLiver_Indiv1	Ovary_Female3	Placenta_Indiv3	Placenta_Indiv4	Placenta_Male1	Testis_Male3
ENSG00000227500	0.6	1.46	1.06	1.08	0.87	4.43	9.07	8.83	3.27	1.78
blastnMacaque.CUFF.410185	0	0	0	0	0	0	0	0	0	0
ENSG00000214029	0.75	1.02	9.94	13.07	2.72	0.79	0.11	0.07	0.47	3.94
ENSG00000162419	1.33	3.04	4.54	3.7	1.44	2.16	2.1	2.02	4.99	5.58
ENSG00000091262	0.02	0.05	0	0.1	33.27	0.23	0.11	0.01	0.02	0.07
blastnChicken.Locus_5341	0	0	0	0	0	0	0	0	0	0
ENSG00000139832	0.54	0.28	0.61	0.69	6.39	14.06	13.45	16.11	10.77	5.03
ENSG00000101608	23.6	13.8	5.99	6.62	168.06	162.43	253.5	299.33	290.24	60.94
ENSG00000198900	30.34	81.35	15.47	12.96	60.15	14.55	23.74	19.05	213.45	65.49
blastnMouse.CUFF.232381	0	0	0	0	0	0	0	0	0	0
blastnMacaque.Locus_370846	0	0	0	0	0	0	0	0	0	0
ENSG00000140932	0.18	0.11	0.45	0.72	0	0.18	1.62	1.41	0.21	278.27
ENSG00000064419	14.31	17.46	13.91	18.01	7.86	9	8.51	7.54	12.82	29.67
Locus_53180	0.32	0	0	0	0	0.42	0	0	0.37	0
ENSG00000005882	6.02	3.4	4.19	4.18	2.49	11.89	7.65	8.74	1.49	0.88
ENSG00000167257	6.85	12.72	12.02	9.3	3.09	3.17	3.9	3.25	10.2	26.9
blastnMacaque.Locus_18628	0	0	0	0.34	0	0	0	0	0	0
ENSG00000242689	0.27	0.19	0.15	0	0.63	1.23	0.11	0.18	0.07	0.34
blastnMacaque.Locus_314045	0	0	0	0	0	0	0	0	0	0
blastnMacaque.Locus_19694	0	0	0	0	0	0	0	0	0	0
blastnMouse.Locus_92490	0	0	0	0	0	0	0	0	0	0
ENSG00000243943	16.73	14.1	14.45	12.68	10.67	13.22	5.51	6.56	4.94	10.66
ENSG00000198870	0.26	0.4	0.32	0.41	0.04	0.2	0.08	0.15	0.04	2.81
ENSG00000163069	13.48	9.13	14.32	11.38	2.98	12.31	11.77	9.25	6.54	4.71
ENSG00000204960	0	0	0	0	0	0	0	0	0	0.03
XLOC_009782	0	0	0	0	0	0	0	0.13	0	1.65
blastnGorilla.Locus_226210	0	0	0	0	1.05	0.07	0	0	0	0.08
ENSG00000172590	11.69	12.82	5.49	2.59	18.52	11.25	20.67	26.8	22.99	11.45
blastnMacaque.Locus_60905	0	0	0	0	0	0	0	0	0	0
ENSG00000240747	0.74	0.42	0.91	1.16	1.51	1.18	0.48	0.49	0.55	21.23
ENSG00000239704	1.16	2.06	3.93	5.95	0.46	2.04	0.3	0.07	0.19	15.53
ENSG00000233479	0	0	0	0	0	0	0	0	0	0.06
ENSG00000088448	16.19	12.44	29.19	31.32	24.53	21.05	6.22	5.19	5.8	13.65
Locus_136623	0	0	0	0	0	0	0	0	0	0.77
ENSG00000053108	2.46	3.14	0.15	0.31	0	0.01	0.07	0.11	0.03	0.4
ENSG00000053918	0.16	0.15	0.05	0.02	0.44	5.05	6.28	5.42	2.95	0.26
ENSG00000118785	59.19	82.72	25.31	29.98	28.19	8.51	543.25	289.15	1402.25	0.86
ENSG00000089775	0.77	0.74	10	16.67	5.23	1.86	0.9	0.8	0.28	0.82
ENSG00000167807	9.37	7.34	4.2	3.78	1.11	5.05	5.87	6.99	1.87	1.43
ENSG00000169193	2.91	3.24	4.84	4.03	3.98	2.39	0.79	0.69	1.39	12.22
ENSG00000186272	1.85	2.53	9.87	10.3	8.14	2.19	0.95	1.06	1.17	1.73
blastnMacaque.Locus_429296	0	0	0	0	0	0	0	0	0	0
CUFF.298540	0	0	0	0	0	0	0	0	0	0.2
ENSG00000132972	0.15	0.31	0	0	0.26	0.03	0.3	0.46	0.33	34.41
ENSG00000134321	1.49	2.99	0.76	0.43	13.64	1.37	3.78	2.95	6.99	1.12
ENSG00000253953	0.3	0.66	9.45	8.45	2.74	0.48	1.77	1.56	1.75	0.21
CUFF.429453	0.23	0	0.39	0	0	0	0	0	0	0.63
ENSG00000130713	5.54	6.31	9.27	12.01	5.26	4.97	3.59	4.73	5.84	2.99
ENSG00000008118	27.45	18.56	1.76	2.06	0	6.24	1.71	2.72	0.07	0.41
ENSG00000163636	8.53	8.51	3.14	3.5	7.81	4.9	6.47	7.78	14.39	30.41
ENSG00000197697	0.21	0	15.07	18.23	68.55	0.07	0.13	0.14	0.24	0.07
ENSG00000254469	0.19	0.31	1.48	1.21	0.35	0.23	0.14	0.13	0.28	1.03
ENSG00000187268	0.04	0.04	0	0	0	0.29	0.01	0.08	0.18	2.6
ENSG00000236212	0	0	0	0	0	0	0	0	0.08	0
ENSG00000088836	0.44	0.39	0	0	0.31	1.2	0.05	0.23	0.14	2.19
ENSG00000168280	130.3	249.47	47.28	42.4	0.26	1	0.26	0.02	0.07	29.81
ENSG00000169933	9.94	15.91	8.29	7.73	0	0.03	0.01	0.01	0	0.24
blastnMacaque.Locus_394134	0	0	0	0	0	0.34	0	0	0	0
ENSG00000106591	23.98	13.53	4.88	2.93	22.38	11.32	5.37	6.03	11.97	9.25
ENSG00000172554	0.11	0.09	0.38	0.28	0	0.06	0	0.01	0.01	1.35
blastnMacaque.Locus_339987	0	0	0	0	0	0	0	0	0	0
ENSG00000132849	0.77	0.97	3.66	4.5	14.72	1.8	0.92	0.94	1.72	2.44
blastnMacaque.Locus_473040	0	0	0	0	0	0	0	0	0	0
ENSG00000149798	2.35	1.61	2.2	1.88	2.38	8.87	13.23	18.97	3.63	0.36
ENSG00000251033	0.15	0	0	0	0	0	0	0	0	0
blastnPan.Locus_106021	0	0	0	0	0	0	0	0	0	0.07
ENSG00000196368	12.97	10.31	15.92	12.99	0.92	5.54	0	0.03	0.23	16.98
blastnMacaque.Locus_289330	0	0	0	0	0	0	0	0	0	0
ENSG00000181826	0.9	1.32	5.01	4.41	5.12	1.06	1.32	0.62	4.49	0.91
blastnPan.Locus_54930	0	0	0	0	0	0	0	0	0	1.59
XLOC_007309	0	0	0	0	0	0	0	0.07	0.29	0.05
ENSG00000196981	0.57	0.64	1.63	1.51	6.6	1.72	1.3	1.41	1.11	2.12
ENSG00000184697	0.06	0.05	0	0.03	0.14	0.16	1.18	0.57	0.57	0.06
ENSG00000105821	11.26	14.65	1.21	0.6	2.07	6.36	1.89	1.77	14.37	52.32
blastnMouse.Locus_45603	0	0	0	0	0	0	0	0	0	0
ENSG00000203690	0	0	0	0	0	0	0	0	0	1.3
ENSG00000173110	0	0.06	0.39	0.6	0.18	1.19	1.51	1.09	0.63	0.39
blastnPan.CUFF.343273	0	0	0	0	0	0	0	0	0	0.03
ENSG00000133943	8.51	5.4	3.45	2.47	5.31	5.23	5.35	6.26	5.1	3.82
ENSG00000170231	5.89	3.25	0.55	0.14	0	0.54	0	0	0	0.65
ENSG00000109674	0.03	0	2.41	2.96	6.91	0.19	0.2	0.29	1.04	1.21
blastnGorilla.Locus_95128	0	0	2.07	0.7	0	0	0	0	0	0
blastnGorilla.CUFF.393841	0.14	0.06	0	0	0	0	0	0	0	0
ENSG00000162889	2.94	3.02	3.82	4.73	3.89	16.65	15.57	16.99	10.99	14.08
blastnMacaque.Locus_62094	0	0	0	0	0	0	0	0	0	0
ENSG00000172840	2.49	3.15	6.91	6.12	9.66	1.38	1.53	1.75	3.52	1.86
ENSG00000205808	4.79	3.85	5.06	7.54	5.18	3.24	4.78	6.82	6.02	2.68
blastnMacaque.Locus_340028	0	0	0	0	0	0	0	0	0	0
ENSG00000234560	0	0	0	0	0	0	0	0	0	0
ENSG00000151176	8.79	10.82	5.07	5.57	12.67	16.38	13.69	13.18	6.36	16
ENSG00000242852	0.15	0.7	1.94	1.1	0	0.3	0.1	0.1	0.12	1.63
ENSG00000249601	0	0	0	0	0	0	0	0	0	0.02
ENSG00000166073	8.42	7.16	5.61	3.63	0.55	1.15	2.39	1.73	1.69	2.55
blastnGorilla.Locus_59405	0	0	0	0	0	0	0	0	0	0.08
ENSG00000170653	2.12	2.6	6.31	9.36	6.4	9.06	8.25	8.46	3.66	3.97
ENSG00000174444	56.21	33.77	30.24	20.74	51.27	325.93	231.93	267.6	98.9	41.87
ENSG00000090097	13.78	17.51	15.57	11.86	0.28	4.99	3.55	4.18	2.49	5.04
ENSG00000115828	10.4	3.08	3.48	2.83	1.5	5.16	5.77	5.19	3.01	0.34
ENSG00000255150	2.32	1.76	1.9	1.09	1	2.34	1.23	1.78	0.63	56.19
ENSG00000165259	1.29	1.26	3.35	2.81	0.49	0.57	0.13	0	0.11	0.85
ENSG00000139797	0	0	0	0	0	0	0	0	0.03	28.13
ENSG00000176769	4.7	3.5	0.48	0.67	0.04	0.41	0.03	0.05	0.08	0.9
ENSG00000102984	7.56	10.44	14.42	14.3	0.67	2.8	1.74	1.9	2.3	26.62
CUFF.441118	0	0	0	0	0	0	0	0	0	1.59
Locus_68898	0	0	0	0	0	0	0	0	0	0.81
Locus_147329	0.48	0.45	0	0	0	0	0	0	0	0
ENSG00000160207	1.06	1.93	1.39	1.47	0	0.35	1.11	0.73	1.74	50.52
ENSG00000146147	2.37	1.84	1.25	1.25	2.63	0.02	0.19	0	0	0.08
Locus_17261	0	0	0	0	0	0	0	0	0	0
ENSG00000184967	4.26	2.59	2.07	1.43	0.48	6.24	6.45	9.7	3.47	6.9
ENSG00000137878	0	0.05	0	0	0.56	0.35	1.87	1.64	1.25	0.21
ENSG00000136999	15.41	7.46	2.8	2.84	0.55	2.62	0.65	0.26	0.34	3.52
ENSG00000248714	0.12	0.44	3.16	1.88	0	0.15	0.07	0	0	0.08
ENSG00000198018	0.55	0.92	1.87	2.94	9.35	2.13	4.24	4.65	6.89	1.6
ENSG00000198553	0	0	1.29	0.33	0	0.88	0	0	0	0.39
ENSG00000183310	0	0	0	0	0	0	0	0	0	0
ENSG00000198863	11.3	11.95	5.69	6.64	2.1	4.45	4.07	4.98	5.15	5.78
ENSG00000224459	0	0	0	0.28	0	0	0.1	0.22	0.19	0
ENSG00000197372	4.73	5.42	5.1	6.04	3.25	1.18	0.73	0.28	1.2	5.72
ENSG00000229308	0	0	0	0	0.87	0	0.69	0	0.5	0.38
ENSG00000132423	11.27	10.06	2.75	2.68	5.67	3.6	1.54	3.58	4.16	3.48
ENSG00000250116	0	0	0	0	0	0.02	0	0	0	5.98
ENSG00000170881	10.31	7.24	18.64	17.68	28.93	19.12	17.59	14.82	13.31	32.77
blastnPan.Locus_178166	0	0	0	0	0	0	0	0	0	0
Locus_135842	0.59	0.12	0	0	0	0	0	0	0	0
ENSG00000184445	0.76	0.48	2.56	2.74	9.58	1.37	0.83	0.71	1.18	8.27
ENSG00000236046	0	0	0	0	0	0	0	0	0	0.07
ENSG00000256655	0	0	0	0	0	0	0	0	0	0.51
ENSG00000143147	0.76	1.31	8.08	8.45	0.09	1.3	0.47	0.56	0.84	0.49
ENSG00000229833	9.12	16.79	4.64	0.18	3.6	21.54	34.08	40.1	35.2	26.75
ENSG00000233605	0	0	0	0	0	0	0	0	0	3.63
ENSG00000160999	0.28	0.55	2	2.35	0	0.44	2.09	0.84	0.54	0.35
ENSG00000170215	0	0	0	0	0	0	0	0	0	0.06
blastnMacaque.Locus_139188	0	0	0	0	0	0	0	0	0	0.4
ENSG00000251151	0	0	0	0	0	0.14	0	0	0	0.28
blastnGorilla.Locus_292337	0	0	0	0	0	0	0	0	0	0
ENSG00000223991	0	0	0	0	0	0	0	0	0	0.02
ENSG00000198105	8	9.34	9.49	8.75	7.47	4.6	1.32	0.77	1.46	3.4
ENSG00000153093	0	0	0	0	0	0.03	0.54	0.06	0.03	0.61
ENSG00000147687	1.03	0.71	1.71	1.54	2.34	1.35	0.51	0.29	0.47	0.51
blastnGorilla.Locus_135771	0	0	0	0	0	0	0	0	0	0.03
blastnMouse.ENSMUSG00000086919	0	0	0	0	0	0	0	0	0	0
ENSG00000134851	6.96	8.67	13.05	13.53	12.65	9.04	13.84	17.38	14.92	4.74
blastnGorilla.CUFF.184115	0	0	0	0	0	0	0	0	0	0
ENSG00000232401	0	0	0	0	0	0	0	0	0	0.68
ENSG00000204740	0.04	0	0.13	0.08	0.04	0.13	0.12	0.03	0.08	0.67
ENSG00000230226	0	0	0	0	0	0	0	0	0	1.16
Locus_135926	0.07	0.25	0	0	0	0	0	0	0	1.94
blastnMacaque.Locus_139024	0	0	0	0	0	0	0	0	0	0.11
XLOC_013894	0	0	0	0	0	0.95	0	0	0.19	0.16
blastnMouse.Locus_71608	0	0	0	0	0	0	0	0	0	0
ENSG00000198841	3.72	3.01	1.22	2.69	9.8	4.27	4.24	5.27	4.85	3.56
blastnMacaque.Locus_341001	0	0	0	0	0	0	0	0	0	0.08
ENSG00000083067	0.24	1.16	2.65	3.52	0.32	0.04	0.03	0	0.02	0.37
blastnOrangutan.Locus_60977	0	0	0	0	0	0	0	0	0	0
ENSG00000184258	0	0.03	0	0	0	0	0	0	0	0.22
ENSG00000173933	3.36	2.99	10.72	13.34	4.29	2.68	1.4	2.15	2.92	3.85
ENSG00000124233	0	0	0	0	0	0	0	0	0	0
blastnOrangutan.Locus_11260	0	0.33	0	0	0	0	0	0	0	0
ENSG00000174255	0	0	0	0	0	0.01	0	0	0	0.08
ENSG00000143502	8.85	10.38	4.03	4.05	0.44	5.13	0.12	0.17	0.12	1.2
Locus_17550	0	0	0	0	0	0	0	0	0	0.6
blastnMacaque.Locus_191640	0	0	0	0	0	0	0	0	0	0
ENSG00000114735	0.69	0.92	3.1	3.08	2.2	2.55	2.4	2.64	1.31	3.58
ENSG00000249906	0.08	0.11	0	0	0	0	0	0	0.03	0.09
blastnMacaque.Locus_100204	0	0	0	0	0	0	0	0	0	0
ENSG00000115364	9.56	8.48	3.56	3.46	14.17	4.84	6.64	6.54	10.75	7.31
ENSG00000154723	46.36	14.96	15.69	12.23	80.52	26.71	38.86	40.84	17.32	10.59
blastnMouse.Locus_65701	0	0	0	0	0	0	0	0	0	0
blastnMouse.Locus_105371	0	0	0	0	0	0	0	0	0	0
ENSG00000196182	3.2	3.25	2.51	1.87	1	6.09	6.93	5.94	3.96	12.2
blastnMouse.ENSMUSG00000087540	0	0	0	0	0	0	0	0	0	0
blastnMacaque.Locus_429104	0	0	0	0	0	0	0	0	0	0
ENSG00000196976	6.64	2.4	2.09	3.17	3.5	4.89	7.55	8.34	2.45	0.88
Locus_117583	0	0	0	0	0	0.04	0	0	0	0.85
blastnMacaque.Locus_210503	0	0	0	0	0	0	0	0	0	0.45
ENSG00000197016	2.9	3.22	1.87	2.35	1.84	0.71	0.52	0.37	0.97	2.09
ENSG00000113504	1.79	2.19	1.3	1.28	5.37	6.5	4.47	3.24	3.32	7
ENSG00000204406	1.83	3.23	8.08	9.89	4.31	1.23	0.81	0.71	0.94	2.07
ENSG00000154646	0	0	0	0	0	0.03	0	0	0	0.03
ENSG00000251409	0	0	0	0	0	0	0.09	0	0	0
blastnMacaque.Locus_372472	0	0	0	0	0	0	0	0	0	0
blastnMouse.ENSMUSG00000086116	0	0	0	0	0	0	0	0	0	0
blastnOrangutan.Locus_228173	0	0	0	0	0	0.13	0.77	0	0	0
ENSG00000087495	50.16	64.07	9.36	9.04	0.21	1.36	0.29	0.06	0.37	0.51
blastnMacaque.Locus_100258	0	0	0	0.15	0	0	0	0	0	0.09
ENSG00000231861	0	0	0	0	0	0	0	0	0	0
ENSG00000113749	2.75	3.78	1.82	1.83	0.14	0.27	3.73	3.68	2.49	0.13
ENSG00000108424	34.36	54.53	22.78	17.15	27.15	32.09	28.78	31.17	84.38	180.06
ENSG00000139826	5.62	6.03	3.17	2.97	13.9	3.44	3.27	3.2	4.58	4.1
Locus_175696	0	0	3.48	2.07	7.91	0.08	0	0	0.1	0.62
ENSG00000121053	0	0	0	0	8.15	0	0.05	0	0.01	0.01
ENSG00000141639	9.05	9.84	10.04	11.34	0.21	1.99	0.92	2.03	2.4	0.67
ENSG00000143878	59.36	34.47	23.48	19.85	29.52	229.26	260.01	229.51	69.09	10.09
ENSG00000160190	1.28	1.58	6.82	5.65	0.51	3.26	3.25	2.49	2.02	3.26
blastnMacaque.Locus_101422	0	0	0	0	0	0	0	0	0	0
ENSG00000076351	1.62	2	3.73	4.37	7.84	2.81	5.44	6.33	5.26	0.69
ENSG00000255447	0	0	0	0	0	0	0	0	0	2.42
ENSG00000162814	0.14	0.15	0.51	0.53	0	0.08	0.06	0.06	0.15	36.56
ENSG00000171551	0.03	0.1	0.59	0.02	0.16	9.22	0.52	0.86	0.35	0.42
ENSG00000124920	5.31	10.26	0.54	0.26	1.11	2.65	0.16	0.27	0.51	0.39
blastnGorilla.Locus_465384	0	0	0	0	0	0	0	0	0	1.64
ENSG00000109107	195.94	132.17	4.79	5.6	13.15	11.93	5.36	2.48	3.04	2.48
ENSG00000228300	0.6	0.5	0.79	0	0	0.64	1.75	3.24	1.32	0.69
blastnMacaque.Locus_272109	0	0	0	0	0	0	0	0	0	0
ENSG00000227512	0	0	0	0	0	0	0.07	0	0	0
ENSG00000168661	1.96	2.22	2.49	3.73	1.25	1.07	0.66	0.41	0.34	1.32
ENSG00000125122	0.35	0.53	1.63	0.49	1.32	0.67	1.55	1.46	0.45	0.8
Locus_183828	0	0	0	0	0	0	0	0	0	0.93
blastnPan.Locus_106347	0	0	0	0	0	0	0	0	0	0
blastnGorilla.Locus_442229	0	0	0	0	0	0	0	0	0	0.31
ENSG00000213672	27.87	24.53	2.78	3.44	2.95	6.8	7.59	7.4	6.62	7.03
blastnGorilla.Locus_338335	0	0	0	0	0	0	0	0	0	0.69
ENSG00000159263	0.05	0.02	0	0	0	0.7	0.02	0	0.01	0.01
ENSG00000171873	0.42	0.96	0.64	0.2	0	0.17	0.12	0.18	0.03	0.1
blastnGorilla.Locus_195709	0	0	0	0	0	0	0	0	0	0
CUFF.340580	0	0.27	0	0	0	0.07	0.41	0	0.17	0.15
ENSG00000185658	8.78	7.37	13.32	13.07	17.75	3.1	2.15	1.42	4.11	11.97
Locus_126486	0	0	0.73	0.41	0	0	0	0	0	0
blastnMacaque.Locus_116002	0	0	0	0	0	0	0	0	0	0
ENSG00000103021	13.46	13.29	1.93	1.56	0.2	0.92	1.33	0.65	1.1	17.38
Locus_77170	0.43	0.04	0	0	0	0	0	0	0	0.11
ENSG00000127325	0.25	0.04	0.7	0.41	0	0	0.11	0.05	0.08	0.3
blastnPan.Locus_17778	0	0	0	0	0	0.15	0.28	0	0	0.15
blastnMouse.ENSMUSG00000034764	0	0	0	0	0	0.12	0	0	0	0
ENSG00000094916	9.07	9.85	39.88	46.73	23.75	7.22	5.65	4.66	7.64	13.78
ENSG00000177465	2.71	1.08	0.21	0	2.24	0.77	3.12	2.38	1.4	0.7
ENSG00000232084	0	0	0.05	0.04	0	0	0	0	0	0.01
ENSG00000136826	0.42	0.19	1.09	1.58	2.79	53.94	29.48	18.56	4.86	4.06
ENSG00000082213	9.06	8.69	4	4.9	8.72	3.69	4.15	3.71	5.39	2.43
ENSG00000158806	18.18	30.45	3.71	1.52	0	0.82	0.31	0.31	0.27	2.34
blastnPan.Locus_566	0	0	0	0	0	0	0	0	0	0.03
ENSG00000164211	6.67	10.24	4.63	5.98	23.85	3.31	3.91	4.19	4.21	1.48
ENSG00000124120	2.89	3.47	3.59	3.86	6.53	1.92	2.31	1.25	1.9	1.01
ENSG00000120457	0.16	0.06	0.16	0.02	0	0.56	4.07	3.88	3.49	0.26
ENSG00000162592	0	0	0	0	0	0	0	0	0	8.37
ENSG00000179873	0	0.01	0	0	0	0.08	0	0	0	1.14
blastnMacaque.Locus_245505	0	0	0	0	0	0	0	0	0	0
ENSG00000162989	20.66	18.51	2.99	2.99	1.78	0.17	0.04	0.01	0.01	0.12
ENSG00000197713	10.13	7.94	13.73	13.36	22.27	9.89	7.38	7.38	7.53	3.78
ENSG00000143842	0.94	1.64	0.89	0.97	2.27	3.56	10.76	15.23	8.82	1.28
ENSG00000183763	0.54	0.7	2.4	2.29	1.04	0.99	0.49	1.06	1.4	5.88
Locus_184344	0	0	0	0	0	0	0	0	0	1
ENSG00000219626	3.55	6.07	4.54	3.82	2.23	2.13	1.15	0.8	1.71	8.87
ENSG00000173273	4.95	6.52	21.87	19.41	11.81	3.16	2.33	1.96	1.95	8.52
XLOC_002185	0	0	0	0	0	0	0	0	0.07	0.65
ENSG00000172613	1.55	1.49	2.63	2.35	1	3.19	2.82	3.45	1.16	2.69
ENSG00000214860	0	0.02	0	0	0	0.02	0.06	0	0	0.16
ENSG00000166527	0	0	0	0	0.12	0.03	0.67	0.56	0.36	0.04
blastnPan.CUFF.175464	0	0	0	0	0	0	0	0	0	0
ENSG00000233694	0	0	0	0	0	0.02	0	0	0	0.17
ENSG00000229108	0	0	0	0	0	0.16	4.24	4.2	1.73	0.03
ENSG00000120156	3.46	3.44	1.67	1.72	9.76	3.55	27.02	36.64	16.98	1
ENSG00000203301	0	0.05	0	0	0	0.11	0.07	0.04	0	0.02
ENSG00000103316	95.49	110.16	31.55	25.31	0.99	0.21	0.79	0.62	0.41	6.13
ENSG00000182083	0	0	0	0	0	0	0	0	0	0
ENSG00000173801	1.21	1.02	5.57	4.88	3.19	104.51	85.95	58.25	18.02	1.6
ENSG00000088881	1.76	2.27	7.76	5.17	0.87	5.4	2.33	2.56	2.02	0.77
Locus_145999	0	0	0	0	0	0	0	0	0	3.95
ENSG00000128567	10.83	11.88	13.25	14.54	2.51	6.76	17.59	26.48	16.85	1.01
ENSG00000127561	30.31	13.95	14.78	16.61	0	0.25	4.06	1.89	0.24	0.58
ENSG00000167612	0.05	0.04	0	0	0	0	2.43	0.18	0.42	0.04
ENSG00000246876	0	0	0	0	0	0	0	0	0	1.8
ENSG00000163219	2.41	3.07	0.22	0.44	1.5	3.85	4.32	4.33	5.58	1.57
blastnGorilla.Locus_58565	0	0	0	0	0	0	0	0	0	0.13
blastnGorilla.Locus_18130	0	0	0	0	0	0	0	0	0	0.12
ENSG00000117305	1.51	1.07	0.78	0.5	9.71	4.24	4.54	5.22	2.12	1.34
ENSG00000228836	0	0	0	0	0	0	0	0	0	0
Locus_194241	0	0	0	0	0	0	0	0	0	4.44
ENSG00000126759	0.2	0.44	0.15	0.12	2.34	0.64	1.31	1.47	0.32	0.22
ENSG00000089723	0.69	0.97	3.19	3.75	0	0.57	1.63	1.35	1.48	3.19
ENSG00000228353	1.31	2.34	0	0	0	0	0	0	0.26	0
Locus_37903	0	0	0	0	0	0	0	0	0	1.56
blastnMacaque.Locus_313988	0	0	0	0	0	0	0	0	0	0
ENSG00000144644	0	0.01	0.48	0.28	0.2	0	0	0.01	0.01	0.06
ENSG00000055044	18.34	25.79	9.29	10.27	20.79	16.58	6.17	5.95	40.64	40.18
blastnMacaque.Locus_314414	0	0	0	0	0	0	0	0	0	0.16
ENSG00000184619	1.18	2.65	15.27	10.85	3.31	0.55	0.39	0.56	2.13	2.32
blastnGorilla.Locus_240119	0	0	0	0	0	0	0	0	0	0
blastnGorilla.Locus_439450	0	0	0	0	0	0	0	0	0	0.16
ENSG00000256022	0.13	0.11	0	0	0	0	0	0	0	0.69
ENSG00000185324	3.79	6.31	4.28	2.35	1.72	4.36	3.3	5.09	2.79	5.06
ENSG00000139737	12.77	11.66	49.78	66.8	2.31	0.83	0.81	0.6	0.61	4.49
ENSG00000179094	5.75	3.33	2.44	2.23	2.26	42.59	9.08	20.3	4.99	4.89
ENSG00000056558	1.14	2.84	2.58	2.23	0.45	2.18	0.64	0.73	0.38	1.96
Locus_102695	0	0	0	0	0	0	0	0	0	0
ENSG00000119514	0.94	0.61	1.05	2.53	0.15	1.95	1.65	1.25	1.61	2.69
ENSG00000159208	3.39	1.82	2	1.76	0	2.59	0.48	0.21	0.22	2.29
ENSG00000204003	0	0	0	0	0	0.77	0.04	0	0	0.15
blastnPlatypus.Locus_89932	0	0	0	0	0	0	0	0	0	0
blastnGorilla.Locus_370972	0	0	0	0	0	0	0	0	0	0
ENSG00000236841	0.2	0.43	0	0	0	0.01	0	0	0	0
Locus_62270	0	0.09	0	0	0	0	0	0	0	0.64
ENSG00000137766	10.9	17.64	2.06	2.1	0.23	0.13	0.04	0	0.02	1.11
blastnMacaque.Locus_313191	0	0	0	0	0	0	0	0	0	0
blastnGorilla.Locus_240057	0	0	0	0	0	0	0	0.19	0	0.19
ENSG00000197536	0.46	0.49	1.67	0.91	0.16	1.57	0.73	0.8	0.37	0.61
ENSG00000226374	0	0	0	0	0	0	0	0	0	0.64
blastnMouse.Locus_53293	0	0	0	0	0	0	0	0	0	0
CUFF.70729	0	0	0	0	0	0	0	0	0	2.09
blastnPlatypus.Locus_108881	0	0	0	0	0	0	0	0	0	0
ENSG00000152409	4.41	6.1	8.17	8.27	6.4	5.06	1.76	0.7	1.72	9.21
ENSG00000033800	5.16	6.54	10.8	14.43	16.84	5.48	7.37	5.63	5.34	14.42
ENSG00000161249	0.55	0.53	0.02	0.02	0.29	5.26	2.1	0.54	1.12	0.41
ENSG00000108342	0	0.02	0	0	0	1.98	3.5	0.44	0.04	0.04
ENSG00000104043	0.45	0.28	0.85	0.9	6.39	1.62	2.59	1.99	2.37	0.31
ENSG00000221923	1.57	1.86	11.64	17.37	2.14	2.15	2.16	1.89	1.4	1.57
ENSG00000182534	26.37	16.24	3.45	3.19	2.66	36.07	71.24	51.95	25.44	14.16
blastnPan.Locus_94237	0	0	0	0.07	0	0	0	0	0	0.25
blastnOpossum.Locus_35378	0	0	0	0	0	0	0	0	0	0
blastnGorilla.Locus_441821	0	0	0	0	0	0	0	0	0	0.14
ENSG00000164112	18.03	18.68	0.69	0.43	0	0.09	1.42	1.49	2.92	0.14
blastnMacaque.Locus_19018	0	0	0	0	0	0	0	0	0	0
blastnGorilla.Locus_18961	0	0	0	0	0	0	0	0	0	0
ENSG00000177565	13.43	10.7	30.75	32.81	38.08	9.9	5.64	2.96	4.87	5.38
blastnOrangutan.Locus_144968	0	0	0	0	0	0	0	0	0	0
ENSG00000184640	11.02	12.45	6.18	6.91	6.43	23.11	43.79	56.7	39.39	15.75
ENSG00000174165	0.94	1.07	0.15	0.61	0.77	1.51	3.62	4.29	1.55	0.91
Locus_37443	0	0	1.37	0.23	0	0	0	0	0	0.14
blastnMouse.ENSMUSG00000086499	0	0	0	0	0	0	0	0	0	0
Locus_28741	0	0	0	0	0	0	0	0	0	0.54
blastnMacaque.Locus_39257	0	0	0	0	0	0	0	0	0	0
ENSG00000180423	0.81	0.92	0.72	0.09	0.91	0.64	1.18	1.35	1.38	4.28
ENSG00000188959	0	0	0	0	0	1.94	0.04	0.07	0.03	0
blastnMacaque.Locus_40535	0	0	0	0	0	0	0	0	0.12	0.11
blastnMacaque.Locus_371396	0	0	0	0	0	0	0	0	0.1	0
blastnMouse.Locus_74757	4.25	2.37	0	0	0	0	0.22	0.24	0.28	0.86
blastnGorilla.Locus_226884	0	0	0	0	0	0	0	0	0	0
ENSG00000165264	34.3	15.86	12.24	13.7	61.64	15.4	19.92	21.29	12.22	14.25
ENSG00000086619	2.7	1.81	4.51	4.75	5.78	2.17	1.15	0.91	1.26	8.34
ENSG00000047056	9.21	11.14	8.47	8.26	5.12	3.41	2.8	2.08	2.83	5.74
ENSG00000050730	0.46	1.35	0.23	0.03	0	0	0	0	0.07	0.53
ENSG00000213918	0.37	0.74	6.01	5.51	0.96	1.14	0.97	0.77	0.39	1.7
blastnMacaque.Locus_499334	0	0	0	0	0	0	0	0	0	0
ENSG00000183103	0	0	0	0	0	0	0	0	0	91.68
