Gene	Brain_Male2	Ovary_Female1	Ovary_Female2	Testis_Male3
Locus_117806	0.33	0.82	0	0.14
blastnMouse.Locus_59652	0	0	0	0
ENSGALG00000001943	1.26	5.18	11.79	0.91
ENSGALG00000018730	0	0	0	0
Locus_101982	0	0.28	0.06	0.39
Locus_73296	0.33	0	0	2.12
ENSGALG00000011863	27.83	42.82	28.42	31.04
CUFF.142270	0.11	0.18	0.36	0.05
ENSGALG00000015551	75.57	0.73	0.68	2.96
ENSGALG00000004788	142.14	24.88	10.36	0.94
ENSGALG00000009511	0.23	0	0.02	0.05
ENSGALG00000008385	24.94	3.36	2.48	6.11
ENSGALG00000003797	14.45	23.2	29.71	25.77
Locus_47660	0	0.99	0	0.56
Locus_29263	0	3.28	0	0.15
ENSGALG00000010636	1.17	7.52	5.09	30.54
ENSGALG00000012319	12.87	6.71	3.83	4.78
Locus_109858	0.55	0.12	0	0
blastnHuman.ENSG00000248962	0	0	0	0
ENSGALG00000007922	0	0	0	0
ENSGALG00000020076	10.91	17.87	44.46	20.81
ENSGALG00000000949	1.17	7.59	3.72	0.28
ENSGALG00000016048	13.63	15.25	26.95	15.05
ENSGALG00000016884	0.05	0.09	0.29	2.27
ENSGALG00000010040	36.15	1.12	2.09	0.99
CUFF.88985	0	0	0	0.52
Locus_20328	0.25	0.51	0	0.33
ENSGALG00000001972	110.3	143.73	28.89	227.55
ENSGALG00000003821	23.23	1.08	3.59	3.95
Locus_49315	0	0	0	3.93
ENSGALG00000009432	2.7	7.27	28.21	18.72
Locus_73204	0.11	1.31	0.5	1.2
ENSGALG00000014567	64.73	88.21	87.94	115.7
ENSGALG00000009468	2.79	1.83	1.95	20.38
CUFF.90314	0	0.02	0	0.55
ENSGALG00000004841	0	0.12	0.76	0.12
ENSGALG00000016409	151.75	69.17	23.17	171.81
ENSGALG00000004763	34.67	35.49	31.56	15.87
ENSGALG00000006863	6.14	24.56	42.92	15.44
ENSGALG00000022024	0	0	0	0
Locus_105031	0	0	0	0.18
Locus_117755	0	0	0	2.26
ENSGALG00000009067	2.12	0.36	0.4	1.35
ENSGALG00000006013	16.02	10.11	12.26	6.52
blastnHuman.ENSG00000248228	0	2.63	0	0
ENSGALG00000015313	20.82	15.7	9.1	32.02
Locus_71677	0	0	0	3.13
ENSGALG00000013365	222.25	157.05	41.59	219.91
Locus_65670	0	0.09	0.27	1.2
ENSGALG00000015113	6.07	2.12	1	9.87
ENSGALG00000003782	0.04	0	0	0.59
ENSGALG00000006950	10.71	33.35	18.46	6.8
Locus_102645	0.35	0.87	0.87	0.18
ENSGALG00000005309	60.48	22.35	21.45	15.86
ENSGALG00000015268	7.17	34.54	5.03	33.25
ENSGALG00000015608	6.71	0.11	0.97	1.62
ENSGALG00000006204	0.71	1.03	2.34	2.52
ENSGALG00000000706	8.45	10.63	9.36	12.36
ENSGALG00000010197	9.35	9.13	16.8	8.82
ENSGALG00000002958	95.3	6.3	17.96	28.8
ENSGALG00000014615	0.52	0.12	0.46	1.57
ENSGALG00000022690	0	0.06	0.46	0
ENSGALG00000012886	0.03	5.44	6.42	1.25
ENSGALG00000022001	1178.17	0.29	0.36	6.48
ENSGALG00000014087	31.2	24.03	12.01	26.61
ENSGALG00000008466	8.8	5.13	4.04	3.52
ENSGALG00000002444	0	1.58	0.21	2.5
CUFF.139741	0	0	0	0.19
ENSGALG00000001217	38.83	59.61	57.43	43.69
ENSGALG00000014845	9.88	2.62	0.5	4.61
ENSGALG00000003032	0.69	0.56	1.79	6.49
ENSGALG00000015668	18.61	18.46	13.64	44.44
ENSGALG00000015142	1.86	42.51	9.16	7.8
Locus_98933	0	0.01	0	13.22
ENSGALG00000007382	2.66	1.12	2.26	5.59
Locus_73246	0.25	0.04	0.14	0
ENSGALG00000023881	5.58	0.87	8.21	0.38
Locus_118568	0.07	0	0	29.96
ENSGALG00000016257	0.44	0.11	0.06	0.74
ENSGALG00000000145	3.18	2.8	2.01	1.7
Locus_102541	0.05	0.79	2.6	0.04
Locus_21075	0	0	0	1.06
ENSGALG00000022601	4.32	1.92	10.29	13.15
ENSGALG00000022981	0	0	0	0
ENSGALG00000002311	5.66	9.72	25.1	1.71
ENSGALG00000011232	5.15	7.77	8.24	10.42
ENSGALG00000002116	2.12	0.76	2.1	3.1
ENSGALG00000023036	3.4	0.93	0.38	0.3
ENSGALG00000015081	2.34	1.17	3.6	6.22
ENSGALG00000013310	4.02	5.05	10.48	16.28
ENSGALG00000007595	15.69	19.6	10.76	10.7
ENSGALG00000005779	29.89	15.01	10.39	75.05
ENSGALG00000010189	33.54	87.93	20.9	59.79
ENSGALG00000009202	14.86	14.82	26.75	10.98
ENSGALG00000023724	0.48	1.95	5.11	3.18
ENSGALG00000006099	1.1	0.64	2.38	2.64
Locus_126539	0.15	0.01	0	1.96
ENSGALG00000003227	105.26	57.91	9.16	661.66
ENSGALG00000024207	0	0	0	0
ENSGALG00000013148	1.04	4.87	4.49	1.27
ENSGALG00000004851	62.89	77.94	41.74	54.14
CUFF.196255	0	0	0	0.48
Locus_18985	0	0	0	1.23
ENSGALG00000016864	0	0.02	0	0.39
Locus_79945	0.4	0.03	0.15	4.03
ENSGALG00000016129	4.99	7.19	19.84	1.93
ENSGALG00000012939	8.83	6.56	6.15	6.52
ENSGALG00000011214	9.73	72.05	143.49	14.28
ENSGALG00000008855	63.12	15.8	21.1	16.25
blastnMouse.ENSMUSG00000078909	0	0	0	2.11
ENSGALG00000009815	9.63	4.98	3.33	15.79
Locus_5240	0.24	0	0.02	3.7
ENSGALG00000022753	0	0	0	0
ENSGALG00000015301	15.13	12.91	9.69	9.61
ENSGALG00000002559	3.39	7.82	8.48	3.8
ENSGALG00000011433	5.26	0.97	1.02	1.6
ENSGALG00000004397	2.91	20.01	11.61	11.51
Locus_47343	0.15	0.53	0.61	0.56
ENSGALG00000021580	0.28	0.09	0.29	14.55
ENSGALG00000010298	39.97	18.34	58.84	84.43
ENSGALG00000014948	69.49	13.51	10.7	19.05
ENSGALG00000005420	15.01	31.88	10.73	26.87
ENSGALG00000009540	23.24	7.49	7.75	30.32
ENSGALG00000011165	32.03	44.95	44.44	87.58
ENSGALG00000008879	6.56	39.4	7.72	205.51
ENSGALG00000004739	1.26	0.97	6.16	1.14
Locus_126557	4.83	0.17	0.22	0.11
ENSGALG00000003484	0.68	1.5	1.76	7.15
ENSGALG00000006842	16.4	11.06	23.68	12.52
ENSGALG00000007561	5.34	4.46	8.14	15.19
ENSGALG00000014023	90.24	25.79	35.9	280.4
ENSGALG00000001069	0	0.13	0.09	14.19
ENSGALG00000017099	7.69	2.84	25.5	1.09
ENSGALG00000007269	20.12	13.22	17.34	1.04
ENSGALG00000004406	1.52	35.35	16.32	188.9
ENSGALG00000015197	23.56	22.1	14.5	51.6
ENSGALG00000000735	0.3	0.23	0.04	0.68
Locus_28419	0	0	0	2.15
ENSGALG00000003853	17.98	18.3	11.13	51.26
ENSGALG00000001513	0	0.02	0	0
ENSGALG00000019802	0	0.68	2.28	0
ENSGALG00000022558	1.7	2.85	12.55	8.34
ENSGALG00000015103	7.02	4.05	1.08	77.76
ENSGALG00000006404	156.93	177.39	30.38	112.48
Locus_27830	0	0	0	2.63
Locus_118343	0	1.53	0.25	3.27
ENSGALG00000011621	21.2	43.44	28.4	29.47
CUFF.98451	0.61	1.15	0	0
ENSGALG00000015257	4.02	3.77	2.75	18.93
ENSGALG00000008756	6.7	13.43	16.63	16.4
ENSGALG00000012386	17.22	28.87	17.71	24.42
CUFF.55595	0	0	0	1.46
ENSGALG00000019768	14.7	37.47	31.32	21.87
ENSGALG00000000790	707.06	486.18	87.36	518.63
ENSGALG00000022703	2.15	0.84	0.52	0.69
ENSGALG00000006366	121.05	130.2	9.55	224.22
ENSGALG00000007732	45.94	0.51	1.4	0.3
CUFF.46242	3.42	0.05	0	0.19
ENSGALG00000023925	0.08	57.55	2.14	0.14
ENSGALG00000013054	7.21	9.92	10.64	7.06
ENSGALG00000004337	0	0	0	0
Locus_20423	0	0.06	0.23	1.03
blastnHuman.ENSG00000237877	0	0	0	0.73
ENSGALG00000009000	2.09	14.44	6.2	32.45
ENSGALG00000013895	63.42	23.64	31.01	8.37
blastnHuman.ENSG00000255740	0	0	0	0.17
ENSGALG00000014775	108.52	67.83	16.05	105.64
CUFF.34841	0	0	0	0.5
CUFF.101240	0	0	0	0.78
ENSGALG00000017414	11.74	22.94	32.66	2.75
ENSGALG00000003212	0.4	0.98	3.9	0.51
Locus_98823	0	0	0	1.34
ENSGALG00000012101	11.84	7.39	11.87	8.17
ENSGALG00000012606	27.63	8.16	8.3	28.6
ENSGALG00000011295	11.18	99.17	59.61	6.35
blastnOpossum.Locus_391423	0	0	0	0
Locus_118247	0	1.48	0.13	3.22
ENSGALG00000016837	8.24	2.29	0.82	0.75
ENSGALG00000011499	51.35	38.95	52.6	16.56
ENSGALG00000000102	59.21	22.98	16.16	211.59
ENSGALG00000008013	14.05	9.53	11.64	4.18
Locus_126305	0	0.41	0	0
CUFF.113474	0	0.01	0	1.76
ENSGALG00000004798	179.76	133.17	41.93	61.18
Locus_64993	0.25	5.84	2.24	0
Locus_80145	0	0	0	1.17
ENSGALG00000001341	21.11	18.56	10.77	24.24
Locus_7387	0	0	0	1.07
ENSGALG00000021561	0	0	0	0.42
Locus_87411	0	2.5	0.91	0.21
Locus_19531	0.34	0	0	4.94
ENSGALG00000009948	3.55	0.86	0.94	0.73
Locus_127323	0	0	0	2.49
CUFF.12057	0	0	0	0
ENSGALG00000005377	3.17	3.95	3.52	6.11
ENSGALG00000002614	22.86	186.74	32.06	15.78
ENSGALG00000011553	84.9	195.06	49.19	111.92
ENSGALG00000004873	299.26	2.59	1.54	33.55
ENSGALG00000011078	6.94	14	6.29	5.65
ENSGALG00000007875	1.65	0.01	0.01	0.23
ENSGALG00000005500	197.84	98.06	63.07	90.49
ENSGALG00000024047	0.56	0.87	4.66	0.72
ENSGALG00000011934	25.65	10.09	27.87	56.02
ENSGALG00000011400	4.92	27.06	20.52	10.98
ENSGALG00000008095	1.96	8.79	2.28	119.55
ENSGALG00000022833	12.39	4.98	10.58	6.28
ENSGALG00000007089	20.3	61.03	81.95	63.03
ENSGALG00000009283	54.66	16.59	9.96	54.04
Locus_117995	0	0	0	0.58
ENSGALG00000001691	25.27	25.8	21.81	289.67
CUFF.25500	0.39	0.75	0.17	0.96
ENSGALG00000004930	0.96	1.71	3.5	0.39
ENSGALG00000015589	15.07	8.05	4.7	10.33
ENSGALG00000010390	16.57	14.62	7.29	11.83
ENSGALG00000011065	2.2	3.98	4.85	3.54
ENSGALG00000002221	9.93	7.71	4.42	46.8
CUFF.264445	0	0.27	0.54	0.11
Locus_46133	48.5	0	0	0.11
ENSGALG00000003947	162.14	230.23	162.62	288.26
ENSGALG00000012908	0.33	0.13	0.13	0.21
ENSGALG00000010954	79.56	61.94	19.3	57.55
ENSGALG00000023332	4.19	0.04	0.09	3.73
ENSGALG00000000444	19.81	1.05	2.6	0.19
ENSGALG00000009014	22.18	46.62	24.17	27.01
ENSGALG00000001647	1.86	3.22	4.37	3.11
Locus_119476	0	0.05	0	1.98
ENSGALG00000012005	0.09	0.01	0	22.97
ENSGALG00000004858	12.85	8.22	11.08	9.72
ENSGALG00000002070	11.13	14.37	18.63	21.24
ENSGALG00000010332	121.08	166.59	521.84	151.45
CUFF.141184	0.01	0.06	0.08	1.65
ENSGALG00000010952	47.72	36.64	23.31	93.05
ENSGALG00000014805	37.57	29.24	18.54	32.23
ENSGALG00000020014	5.99	21.52	5.14	5.31
ENSGALG00000007205	137.1	54.2	200.13	48.12
ENSGALG00000008975	102.69	35.3	19.73	29.78
Locus_98883	0	0	0	0.74
ENSGALG00000004526	11.47	0	0	0.06
Locus_50197	0	0	0	0.8
ENSGALG00000017070	43.13	16.97	5.75	37.24
ENSGALG00000000379	3.5	5.73	3.27	0.49
ENSGALG00000005317	0.54	4	10.01	2.64
ENSGALG00000000883	27.68	56.57	56.57	22.78
ENSGALG00000008731	4.57	20.37	13.55	7.12
ENSGALG00000022305	0	0	0	0.05
Locus_65978	0	0.23	0	0.11
blastnHuman.ENSG00000251649	0	0	0	0
blastnPlatypus.Locus_88914	0	0	0	0.4
Locus_27996	0	0	0	0.47
ENSGALG00000009900	2.75	20.75	16.05	2.06
ENSGALG00000021975	0	0.07	0	0
ENSGALG00000014635	28.39	6.28	22.37	8.59
ENSGALG00000017146	12.13	54.66	27.54	63.12
ENSGALG00000003507	77.86	21.82	10.45	6.17
ENSGALG00000008070	34.02	56.89	52.08	102.4
ENSGALG00000002246	2	8.85	5.31	57.58
ENSGALG00000007042	11.21	132.77	19.39	825.99
ENSGALG00000003403	0.58	0.08	0.07	0.21
ENSGALG00000009981	1.73	7.88	4.51	5.05
ENSGALG00000015438	20.94	17.68	6.11	4.86
ENSGALG00000002158	63.24	56.61	14.08	162.54
blastnGorilla.Locus_132423	0	0	0	0.39
ENSGALG00000000826	2.53	16.92	7.26	1.24
ENSGALG00000006174	4.1	0.87	7.46	0.03
ENSGALG00000007650	21.28	33.81	38.01	2.13
ENSGALG00000003314	148.99	99.74	16.74	131.23
ENSGALG00000006861	31.57	36.4	25.32	87.2
CUFF.25277	0	0	0.14	1.21
blastnMouse.ENSMUSG00000086930	0	0	0	0.44
ENSGALG00000008367	125.51	22.87	27.17	25.73
Locus_46884	0	0	0	2.12
ENSGALG00000002515	0	0.01	0	0
Locus_20392	0.14	0.15	0	1.49
ENSGALG00000014201	19.26	3.69	5.35	27.7
ENSGALG00000006854	0.09	0.08	0.38	0.55
ENSGALG00000014237	0.71	0.66	1.07	3.67
ENSGALG00000002972	11.73	16.1	9.27	70.07
ENSGALG00000012911	23.79	0.3	0.16	0.06
CUFF.72984	0.26	0	0	0.5
ENSGALG00000010736	0.09	0.73	0.36	1.21
Locus_4755	0	0	0	0.91
ENSGALG00000001278	12.36	11.97	9.2	16.9
ENSGALG00000000416	5.41	75.86	42.2	3.18
ENSGALG00000004617	0	0.07	0.27	0
ENSGALG00000013934	9.29	3.13	1.86	0.54
ENSGALG00000001600	60.79	23.64	18.16	10.98
blastnGorilla.Locus_226453	0	0	0	0.3
Locus_84028	0	0	0	1.86
Locus_98480	0	0.06	0	0.52
ENSGALG00000007645	5.32	27.45	18	0.84
blastnPlatypus.Locus_14113	0	0	0	0
ENSGALG00000006614	0.14	0.14	0.21	0.42
ENSGALG00000009455	11.28	33.64	25.54	19.8
ENSGALG00000002775	5.06	3.71	4.83	14
ENSGALG00000015004	45.11	44.47	19.63	36.39
ENSGALG00000024149	0	0	0	0
CUFF.213227	0	0.02	0	0.26
ENSGALG00000004742	0.08	0.02	0.05	0.04
ENSGALG00000009770	12.44	13.59	14.28	20.55
ENSGALG00000015047	12.61	17.03	28.5	31.72
ENSGALG00000007047	0.22	0.1	0	0
ENSGALG00000009231	0.05	0.01	0	0
Locus_69289	0	0	0	0.32
ENSGALG00000017114	35.52	12.87	4.32	2
ENSGALG00000003659	47.76	42.45	49.96	16.05
ENSGALG00000002294	12.85	2.6	4.77	2.26
CUFF.236492	0	0.02	0	0.07
ENSGALG00000003612	0.95	0.74	2.13	0.77
ENSGALG00000014653	2.55	14.08	5.2	315.38
ENSGALG00000001765	19.16	16.79	5	236.08
Locus_47496	0	0.16	0	4.56
Locus_77670	0.1	0.16	0.06	0.58
Locus_50696	0	0	0	5.78
ENSGALG00000020184	4.22	6.45	11	23.55
ENSGALG00000023433	4.89	286.25	78.58	1.17
Locus_73335	0	0	0	0
ENSGALG00000005532	60.35	28.01	7.68	72.9
ENSGALG00000015031	7.58	27.11	11.13	1.21
ENSGALG00000012618	1.34	1.19	1.54	7.83
ENSGALG00000003146	17.25	5.61	2.96	49.41
CUFF.155771	0	0.13	0.57	0.06
ENSGALG00000012442	2.91	7.47	4.18	1.41
ENSGALG00000008664	579.25	878.73	1535.44	157.53
ENSGALG00000011122	21.74	0.01	0	0
ENSGALG00000014278	0.55	5.48	10.34	0.71
CUFF.200049	0	0	0	2.32
blastnMouse.ENSMUSG00000087700	0	0	0	0.22
ENSGALG00000001153	11.02	7.44	10.49	6.24
ENSGALG00000005673	3	3.97	3.46	4.14
ENSGALG00000005900	15.35	22.27	16.98	28.84
Locus_98354	0	0	0	0.63
CUFF.160685	0	0	0.13	0
CUFF.106840	0	0	0	2.31
ENSGALG00000005839	0	0.06	0.28	0.63
ENSGALG00000003958	14.76	10.83	9.52	9.53
ENSGALG00000008089	8.25	5.24	12.37	15.07
ENSGALG00000010382	66.84	3.52	6.9	7.12
ENSGALG00000000398	132.2	65.96	69.09	152.39
ENSGALG00000000650	5.29	4.45	23.95	4.19
Locus_50131	0	0	0	0.55
ENSGALG00000014859	6.33	8.65	4.24	49.39
CUFF.134875	0	0	0	1
Locus_98566	0.29	0.06	0.64	0.37
ENSGALG00000007575	6.23	12.45	10.3	11.58
Locus_27936	0	0	0	5.82
ENSGALG00000012787	1.63	1.04	2.5	5.91
ENSGALG00000007103	107.12	43.8	38.61	101.97
ENSGALG00000002206	2.05	2.28	7.05	0.16
ENSGALG00000007958	21.27	17.72	9.42	32.89
ENSGALG00000010473	0.27	1.6	0.04	0.26
ENSGALG00000024266	0.18	7.29	1.57	7.85
Locus_19589	0	0	0	1.51
ENSGALG00000020746	8.68	5.55	29.09	7.75
ENSGALG00000010795	3.85	2.37	3.87	5.16
ENSGALG00000006233	35.6	19.11	11.95	5.59
ENSGALG00000006061	19.85	25.48	19.15	23.86
Locus_28265	0	0	0	1.3
ENSGALG00000012400	10.58	12.59	10.01	12.28
ENSGALG00000003175	0	0.02	0.04	0
ENSGALG00000011250	5.07	0.79	0	4.68
Locus_66738	0	0.03	0.14	7.24
CUFF.101306	0	0	0	1.01
ENSGALG00000012893	291.14	116.86	17.79	39.37
ENSGALG00000022286	0	0	0	0
ENSGALG00000003689	3.07	4.32	3.07	3.65
ENSGALG00000003160	106.16	5.64	4.91	39.12
ENSGALG00000001617	57.14	18.6	10.77	172.24
CUFF.4148	0	0.78	0	0.11
ENSGALG00000001561	2.44	24.48	131.64	7.73
Locus_117411	0.06	1.98	2.43	0.21
ENSGALG00000001462	0.04	0.09	0.59	0.41
ENSGALG00000005907	105.95	170.21	193.8	131.23
ENSGALG00000000613	236.04	65.4	69.55	47.69
ENSGALG00000017156	32.09	39.31	10.2	22.44
ENSGALG00000016024	1.85	5.84	6.06	4.87
ENSGALG00000020987	15.24	18.04	13	7.95
ENSGALG00000010805	20.08	25.68	7.42	16.64
ENSGALG00000006325	20.25	12.39	24.25	0.69
ENSGALG00000013978	0	0	0	0
CUFF.110346	0.47	0.59	1.91	0.32
ENSGALG00000000899	124.76	0.93	0.49	14.37
ENSGALG00000016617	44.29	12.6	10.6	7.05
Locus_104734	0	0	0	0.87
Locus_48120	0	0	0.14	0.53
ENSGALG00000011152	14.97	16.91	7.32	22.35
ENSGALG00000005940	0.11	0.48	1.05	32.34
ENSGALG00000007664	145.86	84.05	37.57	120.26
ENSGALG00000008009	114.04	137.3	54.19	995.74
blastnHuman.ENSG00000242816	0	0	0	0
ENSGALG00000007845	6.53	27.99	24.21	9.17
Locus_50341	0	0	0	0.61
ENSGALG00000001996	40.76	183.48	41.83	690.73
Locus_19329	0	0	0	14.69
ENSGALG00000006253	35.35	37.82	29.66	45.62
ENSGALG00000010468	5.21	10.47	7.2	2.31
Locus_117952	0	0	0	1.99
Locus_117199	0	0	0.09	1.22
Locus_77230	0.03	0	0	3.04
ENSGALG00000003326	3.11	5.08	3.15	13.08
ENSGALG00000009740	27.32	7.15	4.78	2.95
ENSGALG00000009592	96.31	147.09	48.27	110.76
ENSGALG00000006264	18.06	26.47	10.41	12.04
ENSGALG00000014496	19.37	11.11	13.03	10.79
ENSGALG00000012136	22.27	7.85	7.23	6.32
ENSGALG00000023667	0	0.08	0.05	0.15
Locus_110473	0.32	0	0	1.79
ENSGALG00000017039	0	13.55	20.46	0.08
ENSGALG00000004459	58.01	1.5	1.39	3.44
Locus_47658	0.35	0	0.13	0.55
ENSGALG00000002952	22.05	6.72	4.75	45.23
ENSGALG00000020921	29.26	31.06	13.1	362.75
ENSGALG00000009390	0.63	9.01	6.08	1.09
ENSGALG00000010991	7.56	9.46	11.74	19.25
ENSGALG00000006072	0	0	0	0.03
Locus_118769	0	0	0	0
ENSGALG00000001438	11.51	9.73	15.64	29.21
ENSGALG00000002666	13.6	4.17	5.28	1.24
ENSGALG00000014486	10.9	14.84	12.44	8.81
ENSGALG00000006246	5.38	6.32	8.55	15.22
CUFF.77811	0	0.07	0.18	1.96
ENSGALG00000016511	0.1	12.18	17.55	57.23
ENSGALG00000017083	40.31	36.38	17.17	96.72
Locus_126479	0.07	0.56	0.3	3.4
Locus_117273	0.11	0.41	0.31	3.63
ENSGALG00000006216	0.35	0	0	0.15
Locus_50500	0.3	0	0	0.52
ENSGALG00000014455	0.11	0.84	5.65	0.34
Locus_21593	0	0.1	0.12	0.38
ENSGALG00000009250	476.35	582.44	206.69	283.97
ENSGALG00000009525	18.71	12.38	11.95	75.37
ENSGALG00000023268	0	0.35	1.01	0
ENSGALG00000004097	4.69	1.66	1.26	3.24
ENSGALG00000006019	48.39	4.61	3.05	0.06
ENSGALG00000021487	47.57	37.55	8.56	24.18
CUFF.100722	0	0	0	0.86
CUFF.124367	0.09	0.1	0	0
ENSGALG00000017272	19.11	20.63	21.82	2.61
Locus_19120	0.29	0	0	0.19
Locus_98088	0.54	0.6	0.15	0
ENSGALG00000023176	0	0	0	0
ENSGALG00000016083	2.97	1.31	1.95	0.73
ENSGALG00000013133	12.43	10.55	15.97	11.91
ENSGALG00000001486	1.05	2.61	9.09	1.14
ENSGALG00000010428	35.72	21.36	28.08	40.12
blastnMacaque.Locus_288372	0	0	0	0.32
Locus_48038	0	0	0	1.06
ENSGALG00000001350	4.14	4.93	5.89	7.51
ENSGALG00000010653	0.91	1.03	1.31	1.19
Locus_99098	0	0	0	0.31
ENSGALG00000009477	49.83	69.29	51.27	43.81
ENSGALG00000006411	11.46	9.31	13.27	20.34
blastnOpossum.Locus_313776	0	0	0	0
ENSGALG00000000545	0	0.03	0.03	0
Locus_88277	0	0.16	0.47	0.02
Locus_117204	0	0	0	0.14
ENSGALG00000019514	11.93	26.3	31.34	19.01
Locus_19184	0	0	0	0.46
ENSGALG00000009676	9.07	8.19	19.09	8.35
ENSGALG00000007788	23.37	20.56	7.97	26.89
ENSGALG00000008061	0.05	0.04	0.03	0.05
ENSGALG00000010243	164.44	143.06	435.09	45.33
ENSGALG00000006539	101.51	51.23	22.45	177.92
ENSGALG00000000092	26.74	29.39	3.57	113.57
ENSGALG00000006084	0.09	0.07	0.05	2.78
ENSGALG00000015494	5.31	0	0.02	0.11
ENSGALG00000010361	68.21	58.23	45.33	14.28
ENSGALG00000023424	0.15	0.1	0.14	0.07
ENSGALG00000005041	40.95	8.65	25.29	3.88
ENSGALG00000011551	21.91	332.01	1876.37	0.98
ENSGALG00000023210	0.19	0.34	2.45	10.3
ENSGALG00000003368	0.37	1.17	1.74	2.91
CUFF.36567	0	0	0	0.55
blastnOpossum.Locus_189366	0	0	0	0
ENSGALG00000022276	0	0	0.04	0
ENSGALG00000016473	1.57	14.3	22.81	0.99
ENSGALG00000024033	7.53	4.3	12.15	9.89
ENSGALG00000013114	22.83	0	0.06	0.19
ENSGALG00000001422	24.53	15.82	23.58	23.5
ENSGALG00000012682	3.62	3.84	39.06	0.36
ENSGALG00000012034	9.85	20.23	19.97	20.98
ENSGALG00000001965	172.57	76.63	38.89	45.43
blastnHuman.ENSG00000227128	0	0	0	0
Locus_117442	0	0	0	3.72
ENSGALG00000021104	8.09	15.16	5.32	27.22
ENSGALG00000005214	1.76	12.94	3.11	44.68
Locus_87401	0	0.21	0.1	2.77
Locus_98465	0	0	0	2.56
ENSGALG00000005547	2.69	33.72	16.34	21.23
ENSGALG00000012904	1.39	1.46	5.89	7.04
Locus_109895	0	0	0	2.12
ENSGALG00000005298	30.16	3.83	15.79	1.55
ENSGALG00000006992	0.23	0.56	2.03	0.24
ENSGALG00000004980	13.5	1.85	3.29	0.21
ENSGALG00000010423	6.19	9.01	6.81	9.27
ENSGALG00000012118	5.13	9.79	12.36	10.41
ENSGALG00000003215	5.56	4.93	30.14	5.06
Locus_118199	0.24	0	0	0.74
ENSGALG00000009926	0.03	0.2	0.19	5.47
ENSGALG00000010973	262.28	381.92	168.73	300.79
ENSGALG00000020554	1.95	7.67	3.92	1.03
ENSGALG00000010775	26.73	0.05	0.04	0.72
ENSGALG00000016072	7.76	6.01	5.74	14.01
ENSGALG00000010225	0.03	0.3	0.1	1.69
CUFF.38064	0	0	0	0.95
CUFF.96637	0.09	0.37	0.25	0.35
ENSGALG00000006976	41.49	25.71	10.45	32.37
ENSGALG00000010461	0.06	1.09	1.64	3.12
Locus_71766	0	0.35	0.19	2.83
ENSGALG00000016005	10.57	15.8	3.32	0.48
ENSGALG00000011385	7.83	9.8	7.51	36.96
ENSGALG00000000407	2.13	0.4	0.67	2.86
ENSGALG00000005936	0	0.17	0.64	0.09
ENSGALG00000022811	6.64	0.93	0.65	0.23
ENSGALG00000008117	68.21	80.42	15.01	97.53
ENSGALG00000023612	1.92	1.82	7.66	5.27
CUFF.206986	0.24	1.54	0.13	0.51
ENSGALG00000000400	15.39	0.07	0.03	0.02
ENSGALG00000008491	19.3	27.77	14.2	9.84
Locus_117778	0	0	0	0.33
ENSGALG00000009517	5.67	15.03	18.78	3.49
CUFF.45720	0	0	0	0.99
ENSGALG00000017020	4.54	17.41	9.02	8.62
ENSGALG00000005710	23.22	64.69	74.38	10.38
ENSGALG00000016299	0.66	0.45	0.08	1.67
ENSGALG00000019115	15.65	2.7	0.86	1.48
ENSGALG00000006939	237.57	46.6	30.64	381.49
ENSGALG00000003249	4.55	5.7	12.54	6.79
Locus_46996	0	0.49	0.37	0.29
Locus_109824	1.01	0.08	0	1.16
ENSGALG00000011205	4.42	5.25	29.69	11.63
CUFF.3098	0	0.04	0	1.98
ENSGALG00000013929	17.62	6.89	10.52	4.49
ENSGALG00000004711	16.88	21.63	12.77	25.74
Locus_99019	0	0	0	2.41
ENSGALG00000021459	81.52	0.03	0.02	0.04
ENSGALG00000011413	0.15	0	0	0
ENSGALG00000012308	9.17	72.05	14.95	150.08
ENSGALG00000005622	125.5	66.5	87.9	103.63
Locus_48399	0.63	1.24	1.04	0.18
ENSGALG00000022100	0	0	0	0
ENSGALG00000013814	34.62	7.21	9.14	9.52
ENSGALG00000004583	26.46	30.81	9.51	59.8
Locus_99163	0.64	0.13	0.04	1.69
ENSGALG00000015036	5.2	4.81	7.32	8.28
Locus_119022	2.3	0	0	0.03
ENSGALG00000005141	2.77	16.98	9.4	9.8
ENSGALG00000023129	0	0	0	0
ENSGALG00000013783	2.36	0.58	0.19	540.47
ENSGALG00000017334	1.04	1.15	0.92	1
ENSGALG00000012085	1.87	1.52	6.51	40.73
Locus_5432	0	0	0	0.26
ENSGALG00000004128	0.76	3.34	2.84	0.2
ENSGALG00000004324	10.87	22.81	6.36	29.34
ENSGALG00000007494	56.12	94.6	36.86	140.58
Locus_71352	0.41	0	0	1.33
ENSGALG00000009097	47.54	137.83	30.21	186.11
CUFF.111167	0	0.33	0.2	0.63
ENSGALG00000018586	0	5.26	15.67	0
ENSGALG00000002421	221.65	13.28	11.26	30.45
ENSGALG00000005694	126.42	46.3	26.63	32.57
blastnOpossum.Locus_92465	0	0	0	0
Locus_102093	0	1.41	0.26	0.56
ENSGALG00000002728	9.77	2.76	2.75	2.88
Locus_20616	0	0	0	0.66
CUFF.185246	0	1.39	0.74	0
ENSGALG00000004926	8.07	7.44	8.88	15.72
ENSGALG00000003047	89.39	42.16	14.7	83.34
