Chromosome Name	Gene Start (bp)	Gene End (bp)	Ensembl Gene ID	Associated Gene Name
17	24526948	24527056	ENSPTRG00000033117	Y_RNA
6	135572019	135572127	ENSPTRG00000027061	5S_rRNA
3	79222452	79222555	ENSPTRG00000027076	U6
2B	224995348	224995439	ENSPTRG00000037081	
Y	16242185	16242336	ENSPTRG00000040644	5_8S_rRNA
17	65285944	65286047	ENSPTRG00000036654	U6
5	79731198	79731410	ENSPTRG00000024600	U3
15	95232460	95232589	ENSPTRG00000038207	
3	167258124	167258185	ENSPTRG00000037484	U7
3	73880027	73880190	ENSPTRG00000026399	U1
GL390690.1	9075	9176	ENSPTRG00000041474	Y_RNA
5	170569502	170569608	ENSPTRG00000031974	U6
9	32674042	32674176	ENSPTRG00000037246	5S_rRNA
3	77811517	77811602	ENSPTRG00000033541	
8	17668053	17668142	ENSPTRG00000042613	
11	75942506	75942608	ENSPTRG00000037781	U6
18	56120253	56120359	ENSPTRG00000037011	U6
1	152688860	152688961	ENSPTRG00000037551	snoU13
15	82149747	82149864	ENSPTRG00000033183	SNORA25
4	45075514	45075614	ENSPTRG00000037201	U6
11	2994233	2994355	ENSPTRG00000025078	SNORA54
9	105736313	105736448	ENSPTRG00000033176	5S_rRNA
16	67482300	67482434	ENSPTRG00000032811	SNORA48
7	54758885	54758978	ENSPTRG00000037466	snoU13
Y	633614	633889	ENSPTRG00000040972	Metazoa_SRP
2A	9708546	9708652	ENSPTRG00000026289	Y_RNA
3	78492538	78492644	ENSPTRG00000026564	U6
11	62219069	62219170	ENSPTRG00000027229	Y_RNA
4	2014647	2014771	ENSPTRG00000038276	SCARNA23
7	124987402	124987508	ENSPTRG00000025693	U6
12	94739723	94740005	ENSPTRG00000039244	Metazoa_SRP
3	10415388	10415495	ENSPTRG00000035959	U6
5	139155909	139156223	ENSPTRG00000041882	Metazoa_SRP
7	5208978	5209071	ENSPTRG00000036696	Y_RNA
2A	23167014	23167346	ENSPTRG00000036188	7SK
13	28833199	28833278	ENSPTRG00000035336	
1	64124656	64124715	ENSPTRG00000038000	U7
2A	87015248	87015425	ENSPTRG00000036806	7SK
1	142958714	142958820	ENSPTRG00000026450	U6
2B	179008868	179008974	ENSPTRG00000025549	U6
15	22667882	22667962	ENSPTRG00000024830	SNORD115
9	76790866	76791160	ENSPTRG00000036186	7SK
6	139143517	139143629	ENSPTRG00000027107	Y_RNA
GL392075.1	6702099	6702202	ENSPTRG00000038079	snoU13
12	70221928	70222067	ENSPTRG00000037441	U4
X	113457846	113457944	ENSPTRG00000039240	U6
2A	56148518	56148628	ENSPTRG00000033445	Y_RNA
1	132290573	132290679	ENSPTRG00000026616	U6
7	4152826	4152932	ENSPTRG00000037457	snoU13
GL390473.1	6932	7032	ENSPTRG00000039645	Y_RNA
1	7212598	7212762	ENSPTRG00000027342	U1
8	38135695	38135762	ENSPTRG00000034715	ptr-mir-486
2B	139002735	139002837	ENSPTRG00000037345	snoU13
1	110456608	110456771	ENSPTRG00000031525	U1
5	141447186	141447274	ENSPTRG00000031895	Vault
15	61517105	61517216	ENSPTRG00000033185	Y_RNA
17	15931741	15931931	ENSPTRG00000036268	U2
20	45148586	45148667	ENSPTRG00000038442	SNORD36
1	18826011	18826097	ENSPTRG00000042506	
X	135212629	135212719	ENSPTRG00000027669	ptr-mir-450a-1
3	73876274	73876377	ENSPTRG00000038112	snoU13
2B	246582172	246582269	ENSPTRG00000039652	
11	84018827	84018930	ENSPTRG00000037521	snoU13
19	11744785	11745071	ENSPTRG00000040459	Metazoa_SRP
2B	244385066	244385164	ENSPTRG00000041903	
4	271710	271795	ENSPTRG00000040012	
17	13006893	13007173	ENSPTRG00000040637	Metazoa_SRP
2A	108490158	108490241	ENSPTRG00000038551	
1	38327001	38327056	ENSPTRG00000041038	
13	60900313	60900395	ENSPTRG00000041700	
11	9503024	9503338	ENSPTRG00000026131	7SK
5	138828378	138828478	ENSPTRG00000026192	U6
12	73522805	73522913	ENSPTRG00000038406	U6
11	72482145	72482207	ENSPTRG00000032803	SNORD43
AACZ03187244.1	380	462	ENSPTRG00000041881	
3	154604943	154605041	ENSPTRG00000036144	
4	142170119	142170245	ENSPTRG00000037922	ACA64
3	178521642	178521883	ENSPTRG00000037303	7SK
20	5867718	5868013	ENSPTRG00000042457	Metazoa_SRP
5	141454397	141454485	ENSPTRG00000032146	Vault
6	44175467	44175593	ENSPTRG00000038619	SCARNA15
X	45354159	45354219	ENSPTRG00000037172	U6
5	173272649	173272793	ENSPTRG00000033342	SNORA57
4	149562501	149562662	ENSPTRG00000024481	U1
2A	39656455	39656558	ENSPTRG00000026281	U6
GL392798.1	52502	52578	ENSPTRG00000039970	
15	83484744	83484816	ENSPTRG00000024473	SNORD74
20	20571092	20571203	ENSPTRG00000035514	5S_rRNA
15	22646829	22646910	ENSPTRG00000032191	SNORD115
GL392887.1	14068	14204	ENSPTRG00000042419	ptr-mir-1302-3
14	100756425	100756508	ENSPTRG00000027713	ptr-mir-154
13	87680277	87680352	ENSPTRG00000040634	
20	1450956	1451059	ENSPTRG00000036787	U6
1	39190620	39190720	ENSPTRG00000026143	Y_RNA
14	69815920	69816211	ENSPTRG00000042281	Metazoa_SRP
6	21600865	21600985	ENSPTRG00000035807	
7	20002037	20002175	ENSPTRG00000026807	U1
2B	212912798	212912895	ENSPTRG00000037341	5S_rRNA
11	64387021	64387160	ENSPTRG00000026227	SNORA43
4	122376584	122376685	ENSPTRG00000025634	Y_RNA
1	21982906	21983200	ENSPTRG00000042428	Metazoa_SRP
14	38180999	38181094	ENSPTRG00000037155	U6
12	14526235	14526344	ENSPTRG00000038108	U6
16	46396175	46396289	ENSPTRG00000032675	5S_rRNA
4	170534554	170534811	ENSPTRG00000042063	Metazoa_SRP
22	35063191	35063293	ENSPTRG00000037008	
4	86085108	86085401	ENSPTRG00000035567	7SK
GL392262.1	28837	28893	ENSPTRG00000041252	
6	67744569	67744646	ENSPTRG00000037077	5S_rRNA
11	19563062	19563141	ENSPTRG00000042549	
10	97928725	97928801	ENSPTRG00000041379	
18	6971571	6971679	ENSPTRG00000031574	U6
GL390697.1	2584	2685	ENSPTRG00000040885	Y_RNA
9	82632645	82632754	ENSPTRG00000027603	ptr-mir-7-1
1	52260327	52260403	ENSPTRG00000033381	Y_RNA
7	128595368	128595464	ENSPTRG00000028050	ptr-mir-592
7	132087505	132087623	ENSPTRG00000031645	5S_rRNA
3	123493053	123493348	ENSPTRG00000040517	Metazoa_SRP
12	38669624	38669729	ENSPTRG00000025401	U6
3	70310269	70310346	ENSPTRG00000042442	ptr-mir-3136
8	139499623	139499712	ENSPTRG00000027696	ptr-mir-151
1	45276431	45276539	ENSPTRG00000038054	5S_rRNA
2A	42267886	42267993	ENSPTRG00000035230	
14	57196421	57196711	ENSPTRG00000041896	Metazoa_SRP
14	63999267	63999559	ENSPTRG00000037618	RNaseP_nuc
2B	191715613	191715911	ENSPTRG00000036154	7SK
12	109116374	109116494	ENSPTRG00000025930	Y_RNA
X	154540244	154540308	ENSPTRG00000037862	SNORD36
4	77262454	77262555	ENSPTRG00000026746	Y_RNA
17	82083152	82083247	ENSPTRG00000037075	snoU13
5	17032848	17032968	ENSPTRG00000038400	5S_rRNA
12	32129414	32129537	ENSPTRG00000026231	Y_RNA
15	22629086	22629167	ENSPTRG00000042085	SNORD115
6	37854612	37854907	ENSPTRG00000039482	Metazoa_SRP
1	67242126	67242203	ENSPTRG00000041597	ptr-mir-3117
5	46367507	46367640	ENSPTRG00000033116	U8
20	12684623	12684714	ENSPTRG00000037903	
AACZ03172405.1	292	361	ENSPTRG00000040326	
12	77090542	77090641	ENSPTRG00000036961	snoU13
10	84268355	84268452	ENSPTRG00000038354	
AACZ03188055.1	1805	1885	ENSPTRG00000041723	
6	107309703	107309999	ENSPTRG00000042413	Metazoa_SRP
17	45214387	45214492	ENSPTRG00000032203	U6
11	120410235	120410356	ENSPTRG00000037404	U4atac
11	99903303	99903406	ENSPTRG00000036788	snoU13
16	46061689	46061791	ENSPTRG00000038446	snoU13
8	133511400	133511469	ENSPTRG00000027681	ptr-mir-30d
10	113225295	113225427	ENSPTRG00000033064	SNORA17
12	594108	594167	ENSPTRG00000038258	U7
20	30823034	30823105	ENSPTRG00000041733	
17	13018926	13019223	ENSPTRG00000041517	Metazoa_SRP
AACZ03163785.1	35	153	ENSPTRG00000039877	5S_rRNA
8	99022835	99022960	ENSPTRG00000035099	U6atac
11	65182043	65182149	ENSPTRG00000037353	snoU13
4	101441698	101441771	ENSPTRG00000041076	
13	32062007	32062133	ENSPTRG00000033419	SNORA16
GL394565.1	442	519	ENSPTRG00000041091	
6	90108775	90109065	ENSPTRG00000039767	Metazoa_SRP
6	38714865	38714936	ENSPTRG00000026947	SNORD45
GL392231.1	757	831	ENSPTRG00000038492	
1	208654144	208654261	ENSPTRG00000026728	5S_rRNA
12	59989187	59989321	ENSPTRG00000025360	5S_rRNA
15	94302559	94302873	ENSPTRG00000035397	7SK
20	55118779	55118929	ENSPTRG00000035197	
6	71890266	71890379	ENSPTRG00000027553	
7	1696680	1696980	ENSPTRG00000026800	7SK
8	35570463	35570531	ENSPTRG00000025467	SNORD38
15	27097014	27097125	ENSPTRG00000036759	snoZ278
Y	2892604	2892751	ENSPTRG00000042160	5_8S_rRNA
4	1908402	1908688	ENSPTRG00000039794	Metazoa_SRP
20	46840146	46840249	ENSPTRG00000037146	U6
12	129194336	129194422	ENSPTRG00000041928	
8	98990991	98991076	ENSPTRG00000040974	
17	18540355	18540490	ENSPTRG00000038621	SNORA21
GL392652.1	590482	590554	ENSPTRG00000033394	SNORD65
1	51478579	51478688	ENSPTRG00000027209	Y_RNA
5	135175803	135175909	ENSPTRG00000026678	U6
18	45413246	45413309	ENSPTRG00000027464	SNORD58
19	919191	919527	ENSPTRG00000035690	7SK
2A	87399125	87399207	ENSPTRG00000040240	
6	35122687	35122972	ENSPTRG00000039095	Metazoa_SRP
8	52070120	52070328	ENSPTRG00000025139	SNORA73
3	139958825	139958926	ENSPTRG00000026311	U6
1	152347674	152347755	ENSPTRG00000027180	SNORD24
11	102111953	102111989	ENSPTRG00000038057	5S_rRNA
10	30898802	30898863	ENSPTRG00000038337	U7
9	33568684	33568809	ENSPTRG00000034599	U4atac
3	77007756	77007851	ENSPTRG00000035181	
1	143302284	143302386	ENSPTRG00000027073	U6
20	41311309	41311399	ENSPTRG00000026196	Y_RNA
8	8487789	8487892	ENSPTRG00000039198	
17	13297547	13297651	ENSPTRG00000036991	U6
13	53596390	53596492	ENSPTRG00000042007	
AACZ03179784.1	4028	4103	ENSPTRG00000039173	
X	49412748	49412886	ENSPTRG00000024474	U4
2B	141709218	141709327	ENSPTRG00000035990	Y_RNA
GL395984.1	5307	5389	ENSPTRG00000042045	
6	32626577	32626683	ENSPTRG00000035693	U6
X	121895001	121895082	ENSPTRG00000042429	
15	22641596	22641677	ENSPTRG00000032140	SNORD115
3	74561321	74561428	ENSPTRG00000038595	U6
12	38301736	38301843	ENSPTRG00000025348	U6
2B	158805318	158805439	ENSPTRG00000035735	5S_rRNA
14	24652502	24652566	ENSPTRG00000033078	SNORD37
12	10272587	10272887	ENSPTRG00000031675	7SK
19	11667644	11667724	ENSPTRG00000038196	snoU13
X	25760592	25760705	ENSPTRG00000035263	
14	66801672	66801788	ENSPTRG00000033360	5S_rRNA
11	109237972	109238038	ENSPTRG00000042388	
1	71693620	71693705	ENSPTRG00000027601	ptr-mir-186
Y	3395809	3395972	ENSPTRG00000031774	U1
6	33351541	33351635	ENSPTRG00000040980	
15	99205229	99205335	ENSPTRG00000035398	U6
10	5178891	5179026	ENSPTRG00000037675	U8
5	6191572	6191661	ENSPTRG00000034824	
2B	117704377	117704437	ENSPTRG00000037860	U7
9	8988090	8988161	ENSPTRG00000037442	SNORD27
19	43252744	43252828	ENSPTRG00000039673	
19	60672491	60672806	ENSPTRG00000036097	7SK
6	5953787	5954071	ENSPTRG00000040061	Metazoa_SRP
1	110349537	110349643	ENSPTRG00000024701	U6
18	24817637	24817736	ENSPTRG00000038491	U6
13	78333159	78333256	ENSPTRG00000025510	Y_RNA
6	71957434	71957571	ENSPTRG00000024456	U4
1	41060041	41060132	ENSPTRG00000027557	ptr-mir-30e
10	67307800	67307906	ENSPTRG00000027321	U6
9	28143093	28143190	ENSPTRG00000037525	
22	19925167	19925246	ENSPTRG00000037387	snoU13
2B	137528509	137528786	ENSPTRG00000025684	7SK
17	7324004	7324115	ENSPTRG00000033074	Y_RNA
AACZ03169687.1	611	907	ENSPTRG00000037013	7SK
20	18327340	18327635	ENSPTRG00000040864	Metazoa_SRP
16	68195962	68196063	ENSPTRG00000032729	Y_RNA
22	21814452	21814714	ENSPTRG00000039324	Metazoa_SRP
GL393072.1	392	500	ENSPTRG00000032223	Y_RNA
3	194246903	194247009	ENSPTRG00000033056	U6
GL395573.1	61	143	ENSPTRG00000041178	
1	143401044	143401115	ENSPTRG00000036935	SNORD112
5	55649443	55649540	ENSPTRG00000027725	ptr-mir-582
12	6669673	6670002	ENSPTRG00000036751	snoU85
1	183749225	183749296	ENSPTRG00000038094	SNORD112
17	77672925	77673028	ENSPTRG00000037315	U6
11	40407720	40407828	ENSPTRG00000025365	Y_RNA
4	9779792	9779873	ENSPTRG00000038931	ptr-mir-3138
3	104788150	104788252	ENSPTRG00000037653	U6
2B	234830603	234830664	ENSPTRG00000038141	U7
17	18474818	18474907	ENSPTRG00000033467	
12	23171115	23171232	ENSPTRG00000036393	5S_rRNA
11	128337055	128337349	ENSPTRG00000040587	Metazoa_SRP
5	139934519	139934598	ENSPTRG00000037424	U6
3	53409326	53409463	ENSPTRG00000035042	U6atac
3	196629677	196629780	ENSPTRG00000037242	snoU13
17	56481388	56481659	ENSPTRG00000036345	7SK
7	99421065	99421144	ENSPTRG00000041791	
2B	114485255	114485469	ENSPTRG00000033132	U3
4	141826074	141826353	ENSPTRG00000040411	Metazoa_SRP
AACZ03173547.1	1281	1377	ENSPTRG00000039952	
21	17772944	17773120	ENSPTRG00000037885	SNORA81
12	79527526	79527821	ENSPTRG00000041646	Metazoa_SRP
9	125528141	125528510	ENSPTRG00000037376	NRON
X	55599043	55599171	ENSPTRG00000035224	SNORA11
1	40228366	40228474	ENSPTRG00000025493	Y_RNA
5	59321005	59321112	ENSPTRG00000035881	5S_rRNA
AACZ03165404.1	783	883	ENSPTRG00000035205	
7	157221735	157221851	ENSPTRG00000034655	
3	104383011	104383114	ENSPTRG00000037963	snoU13
13	24136987	24137083	ENSPTRG00000032099	
GL393516.1	574978	575116	ENSPTRG00000035293	
14	74285505	74285611	ENSPTRG00000032061	U6
15	23318085	23318163	ENSPTRG00000041295	
X	147937364	147937443	ENSPTRG00000040398	ptr-mir-513a-1
7	139613523	139613586	ENSPTRG00000041999	
GL390473.1	6243	6423	ENSPTRG00000041028	
13	48136994	48137276	ENSPTRG00000038756	Metazoa_SRP
7	57692661	57692767	ENSPTRG00000041774	U6
18	11066852	11066936	ENSPTRG00000038004	snR65
6	32905966	32906114	ENSPTRG00000039699	U1
16	31270099	31270182	ENSPTRG00000038194	
11	19755382	19755488	ENSPTRG00000035081	
21	29916028	29916134	ENSPTRG00000024602	U6
22	21364290	21364384	ENSPTRG00000032023	ptr-mir-650
1	98852125	98852234	ENSPTRG00000042131	
20	25379229	25379329	ENSPTRG00000027387	Y_RNA
9	134356929	134357000	ENSPTRG00000042269	
19	58596670	58596755	ENSPTRG00000035068	ptr-mir-1283a
19	39753842	39753951	ENSPTRG00000034893	
17	14990437	14990519	ENSPTRG00000035120	
6	158104360	158104434	ENSPTRG00000033186	SNORD28
6	131889365	131889481	ENSPTRG00000027870	Y_RNA
10	61751461	61751552	ENSPTRG00000034739	ptr-mir-1296
8	78813658	78813791	ENSPTRG00000033386	U11
6	7090474	7090560	ENSPTRG00000038550	snoU13
AACZ03171934.1	5088	5204	ENSPTRG00000039948	5S_rRNA
6	53876727	53876830	ENSPTRG00000037800	U3
1	16796828	16796991	ENSPTRG00000039456	U1
20	44330857	44330924	ENSPTRG00000041006	
X	144215578	144215707	ENSPTRG00000034695	
6	109304295	109304401	ENSPTRG00000033012	5S_rRNA
Y	13530596	13530755	ENSPTRG00000040405	U1
7	159625368	159625486	ENSPTRG00000042610	5S_rRNA
5	40795657	40795761	ENSPTRG00000026219	U6
19	53137898	53138018	ENSPTRG00000027178	5S_rRNA
14	62541888	62541953	ENSPTRG00000038069	U6
14	88329439	88329537	ENSPTRG00000025460	Y_RNA
10	96090333	96090462	ENSPTRG00000036116	5S_rRNA
6	55539986	55540091	ENSPTRG00000037928	U6
17	4129370	4129472	ENSPTRG00000038225	snoU13
9	19356172	19356302	ENSPTRG00000036970	SCARNA8
6	89703078	89703290	ENSPTRG00000037954	U2
9	10887595	10887676	ENSPTRG00000037732	5S_rRNA
5	61600616	61600719	ENSPTRG00000036205	U6
2A	71193048	71193135	ENSPTRG00000035253	
6	53948589	53948752	ENSPTRG00000024604	U1
1	62416522	62416625	ENSPTRG00000032837	U6
X	108119245	108119335	ENSPTRG00000042583	
1	111552527	111552833	ENSPTRG00000039211	Metazoa_SRP
7	22107164	22107265	ENSPTRG00000024928	Y_RNA
8	7476811	7476905	ENSPTRG00000033470	
1	129945234	129945337	ENSPTRG00000025363	U6
3	187476658	187476792	ENSPTRG00000037014	SNORA4
14	49006498	49006599	ENSPTRG00000038010	Y_RNA
19	54859536	54859612	ENSPTRG00000039657	
15	40757880	40757984	ENSPTRG00000040651	U6
6	25693958	25694052	ENSPTRG00000036995	snoU13
17	18674734	18674791	ENSPTRG00000040754	
AACZ03163599.1	844	913	ENSPTRG00000041407	
6	122559978	122560079	ENSPTRG00000027873	Y_RNA
1	47990364	47990448	ENSPTRG00000035083	
17	58759774	58759852	ENSPTRG00000041307	
22	35065253	35065343	ENSPTRG00000038453	Y_RNA
2A	24589144	24589274	ENSPTRG00000038217	SCARNA21
11	99371120	99371205	ENSPTRG00000038757	
7	5716551	5716659	ENSPTRG00000031573	Y_RNA
17	35860750	35860850	ENSPTRG00000035616	U6
7	118432811	118432939	ENSPTRG00000035653	5S_rRNA
GL392075.1	2417567	2417669	ENSPTRG00000036732	U6
6	25666580	25666656	ENSPTRG00000037347	
X	102265717	102265823	ENSPTRG00000026719	U6
12	58570209	58570313	ENSPTRG00000036830	U3
2B	144002878	144003182	ENSPTRG00000040558	Metazoa_SRP
11	22528943	22529050	ENSPTRG00000025064	5S_rRNA
2B	162776779	162776863	ENSPTRG00000038287	snoZ5
8	121332811	121332914	ENSPTRG00000037558	snoU13
20	43859374	43859713	ENSPTRG00000036426	7SK
5	59197026	59197139	ENSPTRG00000032800	5S_rRNA
7	142355091	142355197	ENSPTRG00000027323	U6
16	2330015	2330108	ENSPTRG00000028042	ptr-mir-572
12	114099055	114099117	ENSPTRG00000039191	U7
10	97361383	97361469	ENSPTRG00000041102	
2A	29087529	29087636	ENSPTRG00000038271	5S_rRNA
17	20150824	20151101	ENSPTRG00000023737	Metazoa_SRP
18	17599302	17599411	ENSPTRG00000036141	5S_rRNA
19	38014182	38014463	ENSPTRG00000025083	7SK
15	78316550	78316656	ENSPTRG00000035533	U6
15	37504183	37504283	ENSPTRG00000037066	snoU13
9	92994125	92994211	ENSPTRG00000027668	ptr-let-7d
16	21607236	21607446	ENSPTRG00000037731	SCARNA6
20	35396176	35396245	ENSPTRG00000039183	
4	88168240	88168305	ENSPTRG00000039272	
9	106367283	106367389	ENSPTRG00000032993	U6
GL390507.1	12737	12834	ENSPTRG00000041569	Y_RNA
1	206746361	206746480	ENSPTRG00000026848	5S_rRNA
2B	245273852	245273931	ENSPTRG00000041795	
18	51525998	51526075	ENSPTRG00000041696	
9	94875433	94875528	ENSPTRG00000031780	Y_RNA
2B	205637676	205637777	ENSPTRG00000037544	U6
2A	63360792	63361080	ENSPTRG00000040130	Metazoa_SRP
22	25706998	25707102	ENSPTRG00000031499	U6
1	51560513	51560601	ENSPTRG00000036979	
Y	2544251	2544351	ENSPTRG00000040089	Y_RNA
19	10007326	10007438	ENSPTRG00000037507	SNORA70
19	4951378	4951432	ENSPTRG00000038647	
7	100560699	100560824	ENSPTRG00000035780	SNORA40
13	18057642	18057716	ENSPTRG00000040067	
X	148006447	148006540	ENSPTRG00000032296	ptr-mir-509a-1
4	167889690	167889796	ENSPTRG00000025141	U6
3	167434817	167434894	ENSPTRG00000039949	
3	49814367	49814680	ENSPTRG00000042589	Metazoa_SRP
12	12490065	12490168	ENSPTRG00000024938	U6
18	54905061	54905167	ENSPTRG00000025158	U6
12	26355722	26355823	ENSPTRG00000026826	Y_RNA
9	27175508	27175640	ENSPTRG00000038521	SNORA31
11	68625888	68625986	ENSPTRG00000041004	ptr-mir-3664
9	136203577	136203666	ENSPTRG00000037188	U3
9	67484497	67484603	ENSPTRG00000032185	U6
10	35718074	35718137	ENSPTRG00000037489	U6
X	146750158	146750234	ENSPTRG00000033656	ptr-mir-890
15	22428341	22428398	ENSPTRG00000038092	SNORD108
14	52113143	52113209	ENSPTRG00000038890	
11	1871673	1871745	ENSPTRG00000040002	
11	111772959	111773062	ENSPTRG00000025016	U6
11	91520013	91520092	ENSPTRG00000024961	snoU2_19
5	40849661	40849766	ENSPTRG00000025800	U6
5	9636244	9636313	ENSPTRG00000038499	SNORD123
1	52116522	52116643	ENSPTRG00000032707	SNORA26
5	57909874	57909957	ENSPTRG00000041392	
15	42583638	42583717	ENSPTRG00000031809	ptr-mir-147b
19	11636476	11636584	ENSPTRG00000026352	Y_RNA
6	148163563	148163632	ENSPTRG00000032041	U6
15	22716112	22716187	ENSPTRG00000024423	SNORD115
18	17715811	17715872	ENSPTRG00000037220	U7
1	125375467	125375577	ENSPTRG00000031821	Y_RNA
4	157290823	157290907	ENSPTRG00000040370	
3	131554241	131554343	ENSPTRG00000032845	U6
6	41816621	41816727	ENSPTRG00000035382	5S_rRNA
10	99441331	99441433	ENSPTRG00000024888	U6
15	22519262	22519353	ENSPTRG00000026682	SNORD116
1	157703264	157703370	ENSPTRG00000032655	SNORA67
8	28027509	28027614	ENSPTRG00000036090	5S_rRNA
9	37813605	37813718	ENSPTRG00000033026	Y_RNA
10	29079264	29079389	ENSPTRG00000038259	U4atac
12	84249541	84249669	ENSPTRG00000035048	SNORA3
1	79820769	79820862	ENSPTRG00000041131	
2A	36965573	36965654	ENSPTRG00000034705	
19	58661422	58661503	ENSPTRG00000032260	ptr-mir-519f
6	109295075	109295178	ENSPTRG00000037500	snoU13
16	11445078	11445201	ENSPTRG00000033024	SNORA48
X	155437746	155437877	ENSPTRG00000024436	SNORA36
4	74112	74220	ENSPTRG00000028083	
6	107448678	107448779	ENSPTRG00000040460	Y_RNA
1	152345869	152345950	ENSPTRG00000033382	snosnR60_Z15
12	69058819	69059118	ENSPTRG00000041556	Metazoa_SRP
10	72124898	72125004	ENSPTRG00000031830	U6
11	112436037	112436140	ENSPTRG00000036853	snoU13
X	153995563	153995666	ENSPTRG00000036892	snoU13
2B	244271653	244271735	ENSPTRG00000031601	
3	72089225	72089327	ENSPTRG00000024645	U6
10	82173721	82173789	ENSPTRG00000042348	
15	87228933	87229039	ENSPTRG00000032947	U6
1	45119733	45119836	ENSPTRG00000025676	SNORD46
15	84804443	84804549	ENSPTRG00000025657	U6
5	19256527	19256601	ENSPTRG00000028105	ptr-mir-583
2A	56431595	56431742	ENSPTRG00000032875	SNORA12
1	224564156	224564319	ENSPTRG00000032769	U1
10	106769112	106769221	ENSPTRG00000026715	5S_rRNA
15	47417180	47417288	ENSPTRG00000024922	Y_RNA
12	133019519	133019654	ENSPTRG00000033135	SNORA49
GL389174.1	170095	170200	ENSPTRG00000026342	U6
6	76836705	76836806	ENSPTRG00000032867	U6
GL389124.1	45648	45710	ENSPTRG00000040794	
GL390441.1	21194	21282	ENSPTRG00000037132	snoU13
GL393551.1	60086	60192	ENSPTRG00000041701	U6
9	12997641	12997936	ENSPTRG00000041935	Metazoa_SRP
11	29023952	29024034	ENSPTRG00000033648	
AACZ03173757.1	1005	1113	ENSPTRG00000040780	
1	50866038	50866137	ENSPTRG00000031589	Y_RNA
10	30821966	30822047	ENSPTRG00000034934	
7	159631602	159631681	ENSPTRG00000039636	
9	134357036	134357183	ENSPTRG00000041857	
1	44440833	44441130	ENSPTRG00000041258	Metazoa_SRP
8	8540239	8540386	ENSPTRG00000034799	ptr-mir-548i-5
12	25163495	25163580	ENSPTRG00000036763	
15	80633028	80633108	ENSPTRG00000041134	
6	70808119	70808181	ENSPTRG00000037989	U7
2B	169157981	169158095	ENSPTRG00000025568	5S_rRNA
X	69737798	69737864	ENSPTRG00000032283	ptr-mir-676
14	98019795	98020090	ENSPTRG00000040803	Metazoa_SRP
6	123595183	123595261	ENSPTRG00000038324	
9	132824013	132824087	ENSPTRG00000024501	SNORD24
6	86367002	86367118	ENSPTRG00000024837	Y_RNA
18	13227788	13227878	ENSPTRG00000036864	snoU13
6	151189860	151189994	ENSPTRG00000027059	SNORA2
7	76356530	76356790	ENSPTRG00000041122	Metazoa_SRP
1	68493757	68493849	ENSPTRG00000037110	
11	13714528	13714634	ENSPTRG00000025344	5S_rRNA
22	39784229	39784321	ENSPTRG00000025895	Y_RNA
17	27418466	27418557	ENSPTRG00000035930	U6
8	35291587	35291698	ENSPTRG00000033110	Y_RNA
14	22682721	22683011	ENSPTRG00000035776	7SK
4	74111195	74111301	ENSPTRG00000026589	U6
15	86461233	86461294	ENSPTRG00000038395	U7
9	20720025	20720115	ENSPTRG00000039910	
15	42150698	42150862	ENSPTRG00000033272	U1
1	147456964	147457064	ENSPTRG00000036793	5S_rRNA
