	Human_Muscle_Relative_Gene_Expression_Difference(RPKM)	Chimp_Muscle_Relative_Gene_Expression_Difference(RPKM)	Rhesus_Monkey_Muscle_Relative_Gene_Expression_Difference(RPKM)	Human_Kidney_Relative_Gene_Expression_Difference(RPKM)	Chimp_Kidney_Relative_Gene_Expression_Difference(RPKM)	Rhesus_Monkey_Kidney_Relative_Gene_Expression_Difference(RPKM)	Human_Cerebellar_Cortex_Relative_Gene_Expression_Difference(RPKM)	Chimp_Cerebellar_Cortex_Relative_Gene_Expression_Difference(RPKM)	Rhesus_Monkey_Cerebellar_Cortex_Relative_Gene_Expression_Difference(RPKM)	Human_Prefrontal_Cortex_Relative_Gene_Expression_Difference(RPKM)	Chimp_Prefrontal_Cortex_Relative_Gene_Expression_Difference(RPKM)	Rhesus_Monkey_Prefrontal_Cortex_Relative_Gene_Expression_Difference(RPKM)	Human_Primary_Visual_Cortex_Relative_Gene_Expression_Difference(RPKM)	Chimp_Primary_Visual_Cortex_Relative_Gene_Expression_Difference(RPKM)	Rhesus_Monkey_Primary_Visual_Cortex_Relative_Gene_Expression_Difference(RPKM)
ANKDD1A	2.409060216	0.433939365	0.157000419	1.112504988	1.770987292	0.11650772	0.696724996	1.673453423	0.62982158	0.814639858	1.382532576	0.802827566	0.903104811	1.252392291	0.844502898
C18orf54	0.50543775	1.998447451	0.496114798	1.113025374	1.567740108	0.319234518	0.379534214	1.866919444	0.753546342	0.646992115	1.736046346	0.616961539	0.668414317	1.760909154	0.570676528
DCTN5	0.804652974	2.195347026	0	1.212166287	1.787833713	0	0.993070725	2.006929275	0	1.06899621	1.93100379	0	0.999899791	2.000100209	0
TERF2IP	1.218471931	1.039310117	0.742217952	1.231036589	0.99242762	0.77653579	1.246165158	0.991680055	0.762154787	1.172914596	0.98232292	0.844762483	0.909475953	1.1345445	0.955979547
PLK1	0.830721273	1.319529906	0.849748821	1.094425647	1.018442017	0.887132336	0.681482292	1.413411859	0.905105848	0.633990656	1.349854825	1.016154519	0.581049984	1.608766932	0.810183084
CLPX	0.641857661	1.401625032	0.956517307	0.608171562	1.285210405	1.106618032	0.879603685	1.19325573	0.927140584	0.97160477	1.137496749	0.890898481	0.882305971	0.975455152	1.142238877
ZBTB39	0.612039049	1.130637733	1.257323219	0.878748372	0.89714062	1.224111008	0.52329938	1.033022823	1.443677796	0.697513604	1.046804665	1.255681731	0.736757164	0.795424066	1.467818771
CACNG2	0.459001634	0.887092309	1.653906056	0.390505171	0.822206171	1.787288657	0.687301539	0.982554885	1.330143576	0.811950872	0.937332572	1.250716556	0.581841963	1.01353737	1.404620667
MYO1A	0.379270726	0.557221107	2.063508167	0.586271229	0.525321079	1.888407692	0.33026613	0.865647198	1.804086672	0.165015221	0.832729365	2.002255414	1.143131407	0.317234302	1.539634291
CHP2	0	3	0	2.899324584	0	0.100675416	0	0.658564557	2.341435443	1.364860438	1.345114549	0.290025013	0.334267925	1.188612705	1.47711937
TMEM194A	0.973295884	1.530586204	0.496117912	1.298012438	0.78539075	0.916596812	0.649998755	1.478923716	0.871077529	0.898876533	1.425816222	0.675307245	0.680334133	1.240367551	1.079298316
NAB2	1.152531641	0.811862011	1.035606348	1.257520913	0.858873895	0.883605192	1.217063128	0.741420623	1.04151625	0.947030648	0.820651313	1.232318039	0.794684668	0.837345314	1.367970018
VPS39	0.63489677	1.276696823	1.088406407	0.916234572	1.173664061	0.910101367	0.815238847	1.23143769	0.953323463	0.872125559	1.331854998	0.796019444	0.687646573	1.354466102	0.957887325
STAT6	1.258727826	1.046584787	0.694687387	1.194843856	1.304133398	0.501022746	0.861637773	1.455532786	0.682829441	1.447988092	1.221464747	0.330547161	1.009689862	1.407265972	0.583044165
PATL1	0.837106892	1.093763871	1.069129236	0.973423648	1.105481715	0.921094637	0.799949622	1.234807172	0.965243206	0.818785952	1.199047525	0.982166522	0.687999067	1.103307942	1.208692991
XRCC6BP1	0.510620401	0.590728189	1.89865141	0.700294106	0.733758461	1.565947434	0.687579588	1.009373279	1.303047133	1.21712259	1.141779284	0.641098126	0.981072051	0.935511879	1.083416069
STX3	0.602976639	1.891947234	0.505076127	1.098645986	1.394132717	0.507221297	0.951614925	1.305120097	0.743264978	1.045793401	1.109005235	0.845201364	0.855219588	1.036866524	1.107913888
MRPL16	1.185718491	1.217472895	0.596808614	0.859567451	1.248658572	0.891773977	1.134723474	1.202007443	0.663269084	1.141601142	1.327095476	0.531303382	1.197702727	1.256004399	0.546292874
PIP4K2C	0.835914554	1.444381273	0.719704174	0.890112651	1.163943211	0.945944138	0.764693281	1.166772053	1.068534667	0.874873373	1.214742331	0.910384296	0.590966048	1.313986703	1.095047249
YWHAB	0.796618161	1.289390333	0.913991506	0.837444152	1.189639053	0.972916795	1.007306671	0.932779951	1.059913378	1.07954683	1.006434136	0.914019034	0.782054476	1.097749518	1.120196007
SCG5	0.183395106	2.362169057	0.454435837	1.560475516	0.837215304	0.602309179	1.00598139	1.475772584	0.518246026	1.412992055	1.189511562	0.397496383	1.191881741	1.36483477	0.443283489
GREM1	1.788689498	1.211310502	0	0	2.261351966	0.738648034	0.756982684	0.772577759	1.470439557	2.391787859	0.073180884	0.535031257	1.787969297	0.022860486	1.189170217
NYAP1	0.348857026	1.141602368	1.509540605	1.020772373	1.105827982	0.873399645	0.937901096	0.952060905	1.110037999	1.041432462	0.881241249	1.077326289	0.884057307	1.026208614	1.089734079
TSC22D4	1.384134031	0.816331888	0.799534082	0.982749573	0.76641743	1.250832998	0.797521966	0.976004616	1.226473418	0.794585549	1.021590019	1.183824431	1.452797218	0.848684694	0.698518088
MS4A7	0.55489904	0.788302713	1.656798247	0.856255717	1.114683263	1.02906102	0.08647641	0.562731106	2.350792485	0.204888564	0.492169504	2.302941932	0.092692406	1.24531196	1.661995634
MS4A14	1.529096344	0	1.470903656	3	0	0	1.623714536	0	1.376285464	1.462409998	0.656764979	0.880825023	1.983483225	0.49958397	0.516932805
DIS3L	1.433874077	0.995033199	0.571092724	1.40543244	0.936221411	0.658346149	1.098733541	1.140852923	0.760413535	1.377658902	0.981001328	0.641339769	1.429606881	0.822682839	0.74771028
CCNDBP1	1.116761451	0.656895903	1.226342646	1.104038673	0.87408975	1.021871577	0.957978355	0.68601183	1.356009815	1.138191799	0.762821187	1.098987014	0.858287903	0.725244483	1.416467615
EPB42	0.852872861	2.147127139	0	0	2.887613616	0.112386384	0.050407375	2.813480253	0.136112372	0.218355408	2.616938753	0.16470584	0.191994868	2.728913123	0.079092008
SMAD3	1.111145004	1.068127734	0.820727262	1.225504557	1.129177276	0.645318167	0.712035616	1.392758635	0.895205749	1.122140552	0.808315266	1.069544182	0.826849521	0.831268394	1.341882085
MS4A8	1.772476045	0.132156331	1.095367624	0.303150244	0.158097938	2.538751818	0	3	0	2.022071262	0.418160095	0.559768643	0	3	0
CCDC178	0	3	0	0.289921729	1.908582301	0.801495969	0	0	3	0.837502591	1.210389502	0.952107907	0.398848366	1.642550954	0.95860068
MAP1A	0.318339634	0.922931995	1.758728371	0.964362176	0.855383274	1.18025455	0.613542154	1.081056285	1.305401561	0.940971147	1.059686331	0.999342523	0.772484381	0.971775083	1.255740537
AKTIP	0.639336821	1.296370344	1.064292835	0.540853694	1.207604355	1.251541951	0.640687691	1.310980877	1.048331431	0.699290436	1.280637687	1.020071877	0.695178882	1.287806648	1.01701447
MAPRE2	0.790339303	1.434577792	0.775082905	1.27697164	1.142209525	0.580818835	0.751005655	1.180333487	1.068660858	0.928667763	1.08174993	0.989582307	0.653741027	1.149602892	1.196656081
EVA1C	1.94900652	0.731989751	0.319003729	1.610263371	0.849943465	0.539793164	1.136609522	0.80228462	1.061105858	1.270720283	0.971256553	0.758023164	1.606166227	0.896846678	0.496987095
MARS	1.156149495	0.809767454	1.034083051	1.088722396	0.978375465	0.932902139	1.431808423	0.76819406	0.799997517	1.315490838	0.933951981	0.750557181	1.157754087	0.989480768	0.852765145
MBD6	0.856155774	1.191941851	0.951902375	1.008836259	1.061751008	0.929412734	0.920431561	1.013923577	1.065644862	0.841888421	1.08430354	1.073808039	0.776160144	1.017963683	1.205876174
CNPY4	0.747607388	1.035951093	1.21644152	1.097279668	1.106554033	0.796166299	0.900839735	1.355270303	0.743889962	0.898565463	1.363375415	0.738059121	1.181824399	0.958117286	0.860058315
PDIA3	1.039746908	1.149978331	0.810274761	1.163013706	1.105958328	0.731027966	1.071710867	0.957310979	0.970978153	1.145010811	0.998916834	0.856072355	1.000138568	1.07240281	0.927458622
NUDT21	0.758397633	1.443598895	0.798003472	0.670153353	1.405041938	0.924804709	0.785707801	1.393082793	0.821209406	0.821004184	1.221000315	0.957995501	0.589996253	1.355808451	1.054195297
NKX3-1	1.225952257	1.62312166	0.150926084	0.281738113	1.865300153	0.852961735	0	3	0	0.365808314	1.259247443	1.374944243	0.265582219	1.047733654	1.686684127
SGSM1	1.391665508	0.453514091	1.154820401	0.825058165	0.728445652	1.446496183	0.929936704	0.856897006	1.21316629	0.888920124	0.838548104	1.272531772	0.602973537	0.808664414	1.588362049
DUSP18	0.56266482	0.551056323	1.886278857	0.4585281	0.560774654	1.980697246	0.272842458	0.437968766	2.289188776	0.436480399	0.566647238	1.996872363	0.345088498	0.554486185	2.100425317
TEF	1.114785578	0.910372543	0.974841879	1.032995711	0.534121379	1.43288291	0.80460829	1.195141478	1.000250232	0.838399208	1.130810439	1.030790354	0.599877689	1.20929123	1.190831081
MEI1	0.800997948	0.389908844	1.809093207	1.327602352	0.891010127	0.78138752	1.207597483	1.434535259	0.357867259	1.969744835	0.611782092	0.418473073	1.622628921	0.61517292	0.762198159
PBX3	1.228304995	0.914358161	0.857336844	1.181278039	1.005089832	0.813632129	0.641383369	1.074201858	1.284414773	1.170440677	1.16501442	0.664544903	1.135179344	0.86660578	0.998214876
GNGT2	0.887653066	0.815707542	1.296639393	1.331110464	1.406590754	0.262298782	0	2.657044438	0.342955562	0.530660657	2.053662703	0.41567664	1.232983072	1.508545258	0.258471671
PHB	1.048098154	1.084995318	0.866906529	1.018610367	1.089178358	0.892211275	0.951386457	0.964145446	1.084468097	0.944818435	0.99131924	1.063862325	1.076535872	1.079106335	0.844357793
SNRPD1	1.345356494	1.112737852	0.541905654	1.463841021	0.83489698	0.701261999	1.254935102	0.823107793	0.921957105	1.324885212	0.815063616	0.860051172	1.317146773	0.855026431	0.827826797
TTC16	0.229630994	0.234016623	2.536352383	0.198593706	0.890843688	1.910562606	0.04435893	0.391237329	2.564403741	0.173399284	0.432765058	2.393835658	0.087832973	0.1463831	2.765783926
SAMD14	1.824483525	0.841736925	0.33377955	1.869013951	1.080055635	0.050930414	1.311417149	0.765941981	0.92264087	0.915223431	0.917891257	1.166885312	0.89317932	1.111651835	0.995168844
PIP5KL1	2.336676017	0.663323983	0	1.997196717	1.002803283	0	2.177955229	0.557247579	0.264797192	1.078807433	0.971410098	0.949782469	1.263030857	1.319325588	0.417643555
FAM102A	1.486764493	0.671363915	0.841871592	1.059162372	0.98644923	0.954388398	0.934783896	0.986195306	1.079020798	1.137449012	0.974552421	0.887998567	1.133293841	0.882151474	0.984554686
ACSF2	1.197103416	1.178950626	0.623945958	0.220616258	0.583185514	2.196198228	1.247347065	0.905625294	0.847027641	0.749996729	0.906925527	1.343077744	1.1633308	0.708758983	1.127910218
GOLGA2	0.786888689	0.879309115	1.333802197	0.974887571	1.101858816	0.923253613	0.823124569	1.006749525	1.170125906	0.888351032	0.939565565	1.172083402	0.807233911	1.025272298	1.16749379
TRUB2	0.840398243	1.326871857	0.8327299	0.825915379	0.959872646	1.214211975	0.807528548	1.127888145	1.064583307	1.072328948	1.229273354	0.698397698	1.046671337	1.19503917	0.758289493
COQ4	0.964528136	0.80904255	1.226429314	1.002214747	1.216741805	0.781043447	1.240935958	0.852477823	0.906586219	1.177179901	1.033663002	0.789157097	1.270756089	1.016113595	0.713130316
SLC27A4	1.010644614	1.360422481	0.628932904	0.839377714	0.917366424	1.243255861	0.808643039	0.78915325	1.402203711	1.015227969	1.058148552	0.926623479	0.799453461	1.075141405	1.125405133
URM1	1.062837699	1.348125943	0.589036358	1.008785984	0.919206335	1.072007682	1.005648431	1.12941572	0.864935849	0.939022346	1.229716417	0.831261238	1.315806284	1.039909927	0.644283789
CERCAM	1.693198118	0.276572349	1.030229533	1.921333032	0.454920507	0.623746462	1.986256401	0.407644149	0.60609945	2.26806001	0.24961507	0.48232492	2.646303146	0.149209082	0.204487772
DOLPP1	0.536295125	1.107530466	1.356174409	0.595804512	1.305146077	1.09904941	0.794572103	1.09732553	1.108102367	1.040992711	1.199996342	0.759010946	0.961994391	1.296109145	0.741896464
CCDC103	1.220516298	0	1.779483702	0.683955298	0.605201116	1.710843586	0.61581913	0.46853009	1.91565078	1.893250673	0.536591498	0.570157829	1.480381065	1.205886474	0.31373246
ENDOG	1.765953741	0.704540784	0.529505474	1.192472282	0.793414199	1.014113519	1.02818317	0.373364702	1.598452128	1.293084845	0.644901709	1.062013446	1.406728257	0.947443159	0.645828584
PRRX2	1.796927593	0.238719097	0.96435331	1.200098291	1.023402255	0.776499454	1.196105326	1.289254255	0.514640419	0.831373472	0.536813679	1.631812849	0.460026854	0.957430216	1.58254293
UGT1A6	0	1.446639517	1.553360483	0.631330479	1.201235212	1.167434309	0	1.567997692	1.432002308	0	1.553210718	1.446789282	0	2.339058596	0.660941404
C15orf39	1.299100008	0.756061479	0.944838513	1.424972855	0.871946562	0.703080583	0.263616762	1.862321525	0.874061713	0.943307062	0.493952201	1.562740736	1.513887409	0.514398455	0.971714136
ISLR2	1.723658934	0.816208069	0.460132997	1.761008728	0.996496906	0.242494366	0.847959975	0.667943631	1.484096394	0.716670339	0.712969491	1.570360171	0.60246134	0.672306393	1.725232267
SP2	1.0142583	1.366288989	0.619452711	0.905248103	1.260422648	0.834329249	0.908773749	1.282041384	0.809184867	0.966577795	1.134403851	0.899018354	0.86241541	1.13209399	1.005490601
PRR15L	2.342530861	0	0.657469139	0.466514114	1.070321369	1.463164516	0	0.719007928	2.280992072	0.963445519	1.11687193	0.919682551	0	0.73841057	2.26158943
COQ7	1.347470876	0.838446307	0.814082816	1.436295796	0.770051719	0.793652485	1.322958649	1.199501954	0.477539397	1.509109441	0.932260712	0.558629847	1.468729589	0.865224162	0.666046249
GPRC5B	0.712730336	0.90884964	1.378420024	0.988566123	1.059273285	0.952160593	0.65937012	1.113610389	1.227019491	0.951184734	1.109378383	0.939436883	1.287030137	0.853801349	0.859168514
CRK	0.850908413	1.288358513	0.860733074	0.816561136	1.171092469	1.012346394	0.827863973	1.101218345	1.070917681	1.008330462	1.027575973	0.964093565	0.838511528	0.925424108	1.236064364
FBXO22	0.601099414	0.975811407	1.42308918	0.960995984	0.891279639	1.147724377	0.651924266	0.791529271	1.556546463	0.887154393	0.753122803	1.359722804	0.826732352	0.751991797	1.42127585
TBC1D2B	1.163721755	0.789157792	1.047120452	1.013061289	0.808781717	1.178156994	0.666984525	0.782291639	1.550723836	0.866130342	0.921517801	1.212351857	0.714104184	0.888516839	1.397378977
NOD2	0.724702365	1.812918293	0.462379342	0.515994837	1.828816618	0.655188545	1.952919205	0.686024338	0.361056457	0.434295124	1.094074631	1.471630245	0.444286912	1.28118765	1.274525438
SNX20	1.438521709	0.654358718	0.907119573	1.071340827	1.593393609	0.335265564	1.246436217	1.161084147	0.592479636	0.89536108	0.821797857	1.282841063	0.215321268	2.428147188	0.356531544
LOXHD1	1.389730336	0.182697867	1.427571797	2.848218989	0.08076639	0.071014621	0.668263151	0.735586501	1.596150348	1.382947674	0.402822076	1.21423025	0.705627581	1.623497061	0.670875358
KATNAL2	2.529476177	0.315766948	0.154756875	2.594821032	0.347376388	0.05780258	1.478570654	1.398487516	0.122941829	1.685787685	1.230112856	0.084099459	2.169899351	0.641542669	0.18855798
HDHD2	0.693310784	0.961949015	1.3447402	0.965151561	1.232992707	0.801855731	1.062262217	1.271293106	0.666444678	1.110004803	1.017952866	0.872042331	0.911805751	1.10767079	0.980523459
IGF2	0.693945982	1.289355081	1.016698937	0.430820844	0.784769044	1.784410112	0.336157647	0.36033702	2.303505333	0.710268156	0.597522317	1.692209528	0.438800906	0.840939726	1.720259368
RNF214	0.974803686	0.995745907	1.029450406	1.031070097	1.011069151	0.957860753	0.827148294	0.950892065	1.221959641	1.082000119	0.975051768	0.942948113	0.933048292	0.900133905	1.166817803
CDK12	0.85670674	1.199094186	0.944199074	0.96644364	1.068698047	0.964858313	0.839798982	1.13047837	1.029722649	0.957808176	1.119836731	0.922355093	0.700141585	0.966602558	1.333255857
DPEP2	1.702635778	1.141046981	0.156317242	0.897608097	1.747364003	0.3550279	0.689928433	2.127797488	0.182274079	1.593321775	1.406678225	0	1.441900353	1.173766785	0.384332861
DUS2	1.094359258	0.607035632	1.29860511	1.28474778	0.818392236	0.896859983	0.777796996	0.579291831	1.642911173	0.944403254	0.733587173	1.322009574	1.028796884	0.660542372	1.310660744
POP5	0.779107083	0.559938945	1.660953973	0.881530898	0.601879451	1.516589651	0.945694084	0.418237383	1.636068533	0.716554264	0.527364401	1.756081336	0.846573319	0.582216132	1.571210549
ENGASE	0.762251542	0.597988239	1.639760219	1.670879614	0.555977472	0.773142914	0.887566023	0.639862019	1.472571959	0.961515457	0.805808739	1.232675804	1.11117177	0.692297299	1.19653093
RBFOX3	0.133846708	0.825611437	2.040541855	1.736509786	0.888643013	0.374847201	0.970279411	0.977321018	1.052399571	0.840297086	0.827008464	1.33269445	0.641478696	0.962630767	1.395890537
ATP5L	1.360642184	1.374978953	0.264378863	1.300046129	1.428570683	0.271383188	1.495800774	1.168969937	0.335229289	1.335552366	1.325835958	0.338611676	1.341517758	1.392558715	0.265923526
CD3D	0.433688054	2.015560314	0.550751633	1.081688125	1.365192376	0.553119499	0	1.194508638	1.805491362	0	3	0	0	3	0
TBC1D16	0.7013814	0.601528725	1.697089875	1.018812586	0.901781315	1.079406099	0.720534139	0.869939336	1.409526526	0.844473757	1.035709969	1.119816274	0.68868936	0.985783747	1.325526893
ENTHD2	0.93606383	1.274885734	0.789050437	1.195580415	0.768751917	1.035667669	1.195626435	0.742959994	1.061413572	0.874693272	0.915435623	1.209871105	1.212394368	0.868399522	0.91920611
MYO5B	1.682833908	1.110258355	0.206907737	0.898955974	1.053616442	1.047427584	1.464176205	1.393501474	0.142322322	1.130170984	1.174134306	0.695694709	0.765370075	1.217070868	1.017559057
ART5	0.145816019	0.378163914	2.476020067	1.757778078	0.071021008	1.171200915	0.030462541	0.031179777	2.938357681	1.788319212	0.551141788	0.660538999	0.279254843	0.633957604	2.086787553
ACAA2	1.012025598	1.034939473	0.953034929	0.712542732	1.00891032	1.278546948	0.975516041	1.221003274	0.803480684	1.178740501	1.343908151	0.477351348	1.70691733	0.8478662	0.44521647
STIM1	0.948052955	1.10392387	0.948023174	1.537465387	0.621601646	0.840932968	1.007909598	0.86827255	1.123817853	1.12915733	0.726322508	1.144520162	0.951427573	0.880143344	1.168429083
RRM1	0.916197005	1.001708591	1.082094405	1.17320467	0.932470159	0.894325171	0.96333302	1.103618202	0.933048778	0.980969154	1.136972796	0.88205805	0.80777404	1.012923656	1.179302304
OR51E2	1.823740237	1.021174001	0.155085763	1.071016847	1.691128825	0.237854328	1.282142708	1.717857292	0	2.572552094	0.427447906	0	1.869588711	1.130411289	0
TRIM68	1.144206413	1.028394379	0.827399209	1.06374886	1.039663332	0.896587808	0.984214697	1.414251165	0.601534138	1.109921044	0.973678873	0.916400083	1.060702884	0.983394368	0.955902748
FN3K	2.174064063	0.825935937	0	1.367273854	1.632726146	0	1.691947521	1.308052479	0	1.619733525	1.37967652	0.000589954	1.563355414	1.434678758	0.001965828
PRRT2	1.289246597	1.062114347	0.648639056	1.230407294	1.36990658	0.399686125	1.004465922	1.117699404	0.877834674	0.741528825	1.018017832	1.240453343	0.483019044	1.219157057	1.297823899
ZNF23	0.66579209	1.096600177	1.237607733	0.926536836	1.368914004	0.704549161	0.713648462	1.314648023	0.971703515	0.839465095	1.239069237	0.921465668	0.707411398	1.277177351	1.015411251
IRGQ	0.703693229	1.320481154	0.975825617	1.479802948	0.605307178	0.914889874	0.81673297	0.715741058	1.467525972	0.677282985	0.743699673	1.579017342	0.603807457	0.623783631	1.772408913
ZNF226	0.661866864	0.697942685	1.640190451	1.047883095	1.5229335	0.429183405	0.954421094	1.094651285	0.950927621	1.285595746	0.87211649	0.842287764	1.128734018	1.168938239	0.702327743
ZNF180	1.765989133	0.502782383	0.731228484	1.172939229	1.069074901	0.75798587	1.219862733	1.028747941	0.751389325	1.007378279	1.053533868	0.939087853	0.761588553	1.432303649	0.806107798
ZNF668	0.873900651	0.893958806	1.232140543	1.047559276	0.780265109	1.172175616	0.818769209	0.83666878	1.344562011	0.890356695	0.834805003	1.274838302	0.917270914	0.976784853	1.105944233
ZNF646	0.878134155	1.606385218	0.515480627	0.966871612	1.017436058	1.01569233	0.719005807	1.385953976	0.895040217	0.811130541	1.456909253	0.731960206	0.612039602	1.341036957	1.046923441
VKORC1	1.639727177	0.875013863	0.48525896	1.408911149	1.044863671	0.54622518	0.81314242	0.821670905	1.365186676	0.966815388	1.144189417	0.888995194	1.030107104	1.106199645	0.863693251
