	log2_hum-chimp_difference	log2_hum-rhe_monkey_difference	log2_chimp-rhe_monkey_difference
PLAC8L1		-0.15471509035782782	0.3132563839862868
GPR137	-1.9611236783341546		
SNCG	-2.639848774351883		
MMRN2		-1.9150796669407806	0.4231458628595012
ZNF449	-4.950942806356162	-0.8433990682639382	-0.6780764525396056
ZBTB21			
STOX2			-3.1246718233319593
MAP3K11	-4.258887833361884		
TRIB1		-2.2467365097601046	-1.5660124029261144
KCNK7		-1.6322393404326627	-0.20330868838709729
SFT2D3	-0.8018058101426935	-2.591028497215191	
RP11-330H6.5	-0.8336956336501926	-2.073069810106091	
C1QB			0.26930589411614914
C1QA			-0.6196244378533937
NDNF			
IQCF1			-0.27111826725247506
OLR1		-1.2707357989270287	-0.34531440797732094
GLIPR1L1	0.34952086557071826	1.1289985396949869	0.01853632789364779
DAG1			-1.4712761695105667
DAB1	-1.3227261394980327	-1.0208250956060219	-2.372911563404333
ARV1	-2.968976742041975		
NAA20	-3.324350277722796	-0.7962038712535112	-0.7957836670449996
CCDC36			
SAA1	1.632268215499513	1.632268215499513	-3.321928094887362
MINOS1	-3.172065701471587		
EHBP1L1	-1.2306365070606147		
THAP2		-2.9163475041536513	-1.6810663395426222
TMEM196			
PPP1R14B	-1.1252663633275917		
SSSCA1		-2.99564717200202	-1.8826723149625086
AGR3	-3.321928094887362		
SMARCC1			-2.1471425339964054
PTPRM			-0.9639428193287327
FKBP2	-2.973505875301238		
VEGFB		-6.913307353704755	-1.789452843413476
PEAK1	-4.548271301696496		
MST1		-0.6055269851844762	0.5985127320247746
GMPPB	-4.24910539742394		
MOB1B		-0.560502229072401	0.7950928436151526
ZNF622	-1.6944334584203267	-2.71222351598398	
CSPG4	-3.0320621262772796		
SNX33		-1.1675772508701632	0.1855772624711069
C2orf70	-0.5045818208472715	-0.37376592088144867	-2.582938629972556
NABP1	-0.41917379625813955	-0.5453004002115706	-4.7409752573095565
GPR113			
CHD2		-3.7104483925377427	-1.370162941923995
CCDC106	-0.4895804347858146	-1.1058384450956837	
CCR9			0.7491879003646141
CEP83	-4.176694912996217		
SULT1B1			
NUDT4			
PC	-5.7899917537771675		
UGT2A1		-3.321928094887362	1.632268215499513
SCAI		-0.31864754147520863	0.40534901908392607
GPRC6A		-3.321928094887362	1.632268215499513
NMNAT1			-5.7641247810896035
LRFN4	-0.26146623699731997	-2.5072064978243325	
TRAPPC3L	-3.321928094887362		
SLC19A1	-3.1215193757308732		
HSPB7	1.245682323061032	1.409892214009198	-1.3738269988294087
RCE1	-0.7114798421189826	-2.3101236016172897	
UQCRH		-0.09598719137541473	0.2838125092150093
TAS1R1	-2.4960052890571114		
HES3			0.8562803321536832
EIF1AX	-0.7439596015233287		
CXorf23			-5.14992072700352
PSMD1	-4.906208315215665	-2.470896751186943	-2.0172424600115475
GPR64	-1.2387699123690492		
SPATA3	-3.321928094887362		
MUC13	-3.321928094887362		
SUSD5	-0.7994971555614993	-2.840198241669657	
HEG1		-4.221109565486427	-0.15898245368518943
C11orf80	0.19169282628452564	0.1850236323161726	-3.399996016933431
TOMM20			
AGFG1			-2.815209055335713
STAT5B	-1.8681253122878851	-1.9839884091975024	-3.6645459409011965
CNP			-4.564567566945377
JUP	-0.7180552318189053	-0.23497587572029127	-1.548848131571071
HAP1		-2.7125833300639446	-0.39810811524955836
TDRD12			
EIF1	1.0737435179083437	1.2387774028243432	-1.4937171130924307
ENDOV	-3.2593814499736466	0.21708366411050847	0.2115739053891096
RNF213	-5.80747322384752		
KCNH6			-0.1980815795717191
MARCH10	-2.124888540580643		
PLK3	-1.462318152201028	-1.9411583743638974	
NET1	-2.63325447932812	-2.21137832481976	-2.69200903145285
DPY19L1			-0.9373413191981972
PHOSPHO1	-6.046480359889608		
PHC3			-1.0110108795293682
GPR160			-3.0480151382190566
CBX2	-1.7712750557496457		
SPTBN2	-3.6545816719395763		
KRT28		-3.321928094887362	1.632268215499513
RBM4B	-5.305798492506598		
USMG5	-1.5685412066976383	-0.416755277804953	-0.9659015272646102
HOXB2	1.1626698794451675	0.8389591256639078	
C1QTNF1			-3.0281315309152386
MARCH3	-3.8489125460736675		
SWSAP1	-0.7516939927156515		
SLCO4C1	-3.321928094887362		
RBM4	-3.17509934771952		
PIFO	-2.1510153416453703		
XXYLT1			-3.392766786577951
UBXN2A		-2.1738286683409482	-1.267155189966955
TCAP	-6.82701190596113		
CCS	-1.998583998870103	-0.571459447394347	-0.9359719859888848
NRROS	-0.6938802739766866		
CEP19			-1.2999378610237255
KLHL15			
FBXO45		-1.549688160889157	-0.8014406632631578
GNG5			
SLC25A30			
C9orf131	-3.940867575014596		
CD34		-2.5782366377228825	-1.4701131881572875
CTSF	-1.9371867349056253	-1.7287733190494532	-2.8305034668829387
MSRB3			-1.209604002441197
LEMD3			-1.8738570214096435
C16orf91	-3.3985889818707307		
TLR1			-1.250287776554413
TLR6			
FAM174A	-2.5507830507943834		
RGMB		-0.6238376369819669	-0.33780040686927826
FAM53A			-3.7721969789709022
NWD2			-0.2745256162094389
CYB561D1		-2.8467070354650286	-1.9629801063238903
ZDHHC24	-2.883282636101185		
TRMT10C		-2.591593942703241	-1.3203463444934287
SELP			0.4739862392670267
CTU2	-2.8734030223723095		
MGA			-1.7676399373769034
C12orf66		-3.7991688412541396	-1.5578894530115301
SNX31	1.4335205477267416	1.202950976190223	
PIGG		-0.8880500717716652	-0.39291602821336147
PRPF8	-3.7266199202284973	-2.887037962436892	-2.6470966508509286
ADCY6	-4.186384367057487		
PITPNA	-5.320000537236622		
DDX23	-3.65818112630979	-3.3658220498552494	-3.0856653032380588
ZNHIT2			
TNK1			-2.4588844235134815
ZHX3			-2.453659475002349
SLC16A11	-2.9380203685934774	-4.462643644189218	-6.071809680484771
SLC16A13			-0.5886647881815003
GLIS1	-1.5894947553702115	0.5928172270529118	0.35151660750335967
CHRNA9	-3.321928094887362		
PODN	-2.4849101506170763		
SLC6A19	-3.321928094887362		
EXO1			
RALGAPA1			-0.9875553182655396
TRHR			1.224444134930407
ABRA	1.3886782056070404	1.5156081960326775	-1.5529747091035329
ATP2A2			
ZWILCH	-0.536835520306272	-2.0289203313296116	
RPL4	-0.49032604246029055	-1.058930320788007	
SNAPC5		-7.49025991862497	-0.8604300654522407
STARD6		-0.5798877030857171	0.2078658594093533
VWC2L	-1.271869345630968		
C12orf76	-4.7967267268262495	-4.670210791854498	-3.2751218064213834
ZCCHC12		0.27989860920092074	0.72289623470877
CNTNAP2			
GALNTL6	-1.041691083793056	-0.19573802492728773	-1.0369154529696851
LINGO2	0.6504075053545815	0.007144160802988167	
BBS1		-1.9947843590028533	-0.8242755322044544
DENND4A		-3.447720927153373	-0.8194976255317427
IGDCC3	-2.3167988925356098	-1.0454802706908453	-1.3816813680232976
SLC26A9		0.2993178854867201	0.977783664025314
MFSD4	-2.7443902903561344		
PELI3		-2.420302244478476	-1.5726431762110589
TTC9B	-0.11970823597256966	-0.45330123479976414	
TMEM81	-0.15895798212012546	-2.126216926002497	
MRPL11			
KLK15	-2.7600645473312038		
IL20RB	-1.1144856187399512		
GOLT1A	0.006947342199225951	1.037321470772112	0.19860281122580978
AKIRIN1			
NPAS4	1.5335892546351202	1.505222720994771	-4.518439018678048
MSL2		-1.5518357156228249	-0.45914133639198845
ANGEL2			
UGT8			
KY			-4.5197318569870255
IQCK		-0.6838911913235018	-0.3831671121008022
SLCO2A1	-2.4208822095690503		
BRSK2	-1.263554580261191	-2.472318991687653	
B4GAT1		-1.90604050807278	-0.9308567938713634
TMEM167A	-1.6059189448825633	0.10993417396589458	-0.2333579746426565
SH3PXD2B	-2.97527249728545	-0.1541553141542064	-0.19843167696342728
KIAA1551	-1.3360054337115113	-0.41795207646431415	-1.1444234262871047
LARP7	-3.1371099672975857	-1.3692950153288157	-1.4211559979372916
NR1D2			-2.0583207014262688
PABPC5			
BRMS1	-2.7303744260411777		
RPL15		0.006264950755329529	1.1013168400426594
C4orf32		-2.2452611525256674	0.33915937560731285
HRAS	-1.0940475599364996	-2.1698354801599504	
WDR49			-0.7896086296944492
SRP72		-1.1815391731214209	-0.48938944613631274
PCP2			
RIN1	-1.086029972644031	0.6586540430813668	0.2720869034667415
THAP6	-1.604403063766106		
CEP135			-1.928205941987203
FZD4			-3.622518237486716
BTC		-3.321928094887362	1.632268215499513
PDZK1			
EMR1			
DENND6A		-3.6889201150482247	-1.373022659002851
PDE12			-1.7673802622070036
GLMN	-2.0711539084989834		
DNAH12		-5.9181095589233195	0.14259978794866973
YIF1A	-3.2016643382317524		
CNIH2	-4.098373063141117	-2.385231299503535	-2.101389502956412
NLRP6	-3.321928094887362		
NDUFA11	-0.19813324190037573	-1.9519471410973706	
RSRC1	-8.667954527486895	-1.3734071504482719	-1.0483524261854351
RAB1B		-2.290390414537338	-1.015024586485141
PTDSS2	-1.9011386344245447	-1.1696820429676344	-1.8531502383386538
C19orf70	-0.9740179838293156	-0.7580581995840947	-2.4563624370507093
C3orf33		-4.504261300109941	-1.1567792362437375
SEZ6L2	-1.0339801025334205		
ASPHD1	-0.8770919558999437	-0.5632861703078686	-2.1059694806274862
KCTD13	-3.2314600273989744	-1.7169190228256126	-1.747942359385309
P2RY14	-2.6736592309930907	-0.6446196372662347	-0.778598587601105
AMZ1			
GPR171		-2.1011217549169237	0.1339757362054295
GPR149			0.5835922462000036
CD164L2	-0.3385498493521142		
FUT1	-1.5930199020927336		
DHX36			-4.2365034792522565
ZIC4		-2.7062891666935447	-1.7887329046009424
FBXW8			
CA5A	0.728066812756017	-2.232185474190224	
KLC2	-5.4690472524935165		-5.052936840238901
SLC22A1		-1.2182151837724517	1.469982779513559
TEX36	1.632268215499513	1.632268215499513	-3.321928094887362
CTBP2	-2.0056798915176444		
CHST2	-5.829576576377627		
ZDHHC14	-6.068756395202301		
ATR	-2.488590980359106		
UBE2C	0.9344160057962537	-0.4694622755454362	
GK5	-0.010349242270205014	0.3801082333801154	-1.2912834944658722
VCPIP1			-2.4264711310928337
RTP1			
DES			
PDIK1L			-1.3556870083460872
SPSB4	-3.321928094887362		
RAG2			-0.23997615665362626
TRAF6			
TVP23C	-1.7017548403760836		
MRPS22		-1.8587981207284316	-1.1756137328741605
PACS1		-1.0784603802247672	-0.21118479978191948
YPEL2		-0.7166641240708366	-0.18493609505166
CADM2			-1.0642985251754973
PSMD2	-3.277923098628879	-7.753219302310307	-9.344919135280776
PPM1E			-2.253262458918077
FAM131A	-1.1887102144243	-1.6390772712602786	
CSRP2			
INHBC	1.0685778190438309	1.22011857844263	-1.5894685501408836
PARL	-3.2082100094440933	-1.9605083133778098	-2.007309327290401
DDIT3	-2.2274682258817595	-0.31081186120586085	-0.5297914877992129
PCCA	-1.4950160574300568	-2.5692115155059305	
DCTN2	-2.105510854549689	-1.2783041343350934	-1.8369603618096575
NPPA	1.4488927723512806	1.4547634738373931	-3.169658334144489
ZNF408			
CTDSP2			-2.7373337969181155
CKAP5		-3.5968400055289265	-1.6741019497168426
ARHGAP1			
MED16			-9.539920990479676
ATG13	-4.129173789509573	-3.366390263456174	-2.838378614968495
GAL3ST3	-2.1148903022207675		
C1orf127	-0.456963358659073	0.06232497334784253	-1.2666316356091627
CHST1			
VWA3A			-1.1339882454552799
TP53I11		-1.7041287900230397	-0.38440948082393894
APITD1	-1.3229039573206545		
PHYHD1	-0.23739681944514973		
CATSPER1		0.582414340859395	0.7677793911900516
CCNE2	-5.259488880965356		
PHYKPL	-1.7282160718581385	0.21311372706495196	-0.06286296961926291
ANKS4B	1.632268215499513	1.632268215499513	-3.321928094887362
CST6	-2.312864886816181		
GRAMD2			-1.24797051618584
LSM1	-4.779009813387012	-1.939280446594942	-1.6244943446470719
PROP1	-1.4160672650030812		
BANF1	-3.275509208766989		
APOF		-3.321928094887362	1.632268215499513
CHRNA7			
TMEM9B		0.4040934608969142	0.9082309785024132
NRIP3		0.44001218256085783	0.5721131811430288
PTPN2		-0.8533307971526201	-0.2783773856421409
SCUBE2		-0.7320416182519384	0.7488441822460488
EIF1AD			
SMAD2			-2.3906461550542457
EIF3F		-1.938705738661892	-1.1870885354651257
ZNF25		-0.3568750728257129	-0.0048146311503155645
ARL10			-1.8573696947893812
CLTB	-0.6523985796905485	-2.012666959994296	
PCSK1	-1.7005107080914141		
LPL		-6.084967557648693	0.4000026527934365
RFESD	-0.30434324515690053	0.012773941778736439	-1.7413833658781637
CCDC14			-1.3593323573523433
TBC1D10C		-4.2766257498178355	-2.576777472897026
SART1		-3.299451165135824	-0.6716552484424086
PPP2R2D	-3.3287332984912723	-2.1676543168018676	-2.1646072112775547
MCTP1			
POLD4	-3.5900021273570384		
OR52W1	0.6695177286572291	0.6388875984162772	-3.9086183401539554
DPP10			
CLCF1			-0.09884576282803298
UBQLNL			0.7539117159550386
LIPT2			
KCNE3			-6.171499422348378
CABP4	-1.2364212347310906		
ALG10B			
DRAP1		-2.835562833757893	-0.5368079633224447
LONRF3		-2.57953756418972	-0.6889083398838658
UCP3	-1.9463391233809695	0.5330958720161084	0.3646365536616345
UCP2			
C11orf68	-4.906009919504793	-2.2998400032628297	-1.8904017665505595
PAAF1	-1.4702638822460867	-1.3985902423529357	-3.078462239988073
MRPL48			-1.7867810541280873
RAB6A	-0.49176698335533997	-2.146659702023257	
FOSL1	-0.01028496806409584	0.20710285930980266	-1.9352751488857782
ERCC4			
SUGCT			
CCDC85B	-3.736335963763529		
TMEM70	-2.331471758093398		
RPS6KB2	-1.0637953690769706	-6.985641742212163	
TOM1L2			-4.284984268515972
TEX26			
GPR156	-14.300739641946302		
KDF1		-3.6114193911314874	-1.568690030439216
B3GNTL1	-4.004923298475052		
MLXIP			
NR2F1	-1.826153876411989		
AURKAIP1	-1.8190414926565388	-0.6111081057590404	-1.0853300164294066
TTLL11			-0.7789253948242119
EIF4E1B	0.8482276684606344	0.9307092993354379	-2.279808990179352
TOMM5			
SLC35E3			-0.6574863397563733
PRIMA1	0.7162428264542852	0.7095342307781045	-3.4363039606344485
ZNF169			-0.09919353293019625
RUVBL1			
SFN	0.20658883557005367	-1.0986993598906136	
CTDNEP1	-0.6251608119159797	-0.2659465442168519	-1.8195699512104873
ETV4		-3.429856776336746	0.2747993216001514
SWI5	-1.450258540500723	-2.2755244294527914	
GAPT	1.632268215499513	1.632268215499513	-3.321928094887362
BAIAP2	-0.9120465491585847	-2.145514356307016	
CALCB		-0.763168679110045	-0.31112441286554193
CREG2			
HOXD8	-3.321928094887362		
ZDHHC21		-1.2299443825328404	-0.09560298060380536
TSPEAR			
PLEKHF2	-1.0889387870680045	-2.9673785588297474	
A2M		-1.9309024988070738	-1.1768042725455523
ARL4D	-0.19031267552351422	-0.38945537052172613	
DOK7			
LRRN1			-1.018497328565979
UBE2O	-5.503943164979882		
ORAI3		-1.044140318207117	0.20667174870732022
KLHL38			
UNC119B		-3.565011481185523	-0.4757839292793133
DENND2C		-1.0030611092354227	1.3057863602405346
PLEKHD1			
TUBB6	-6.101212614846711		
LYSMD3		-1.1234442497328851	-0.5233362656497572
C11orf16		0.17014045017140744	1.0529945134554006
TMPRSS7	-1.2797007996443688		
NUPR1	1.1453019354395952	1.0078531302509806	
JAKMIP2	-2.674330521948038	-5.862410557870356	
MBLAC2			-7.184955426931574
TPRN	-2.1263650528768347		
KCNE5	-0.6713105819078962	0.39342491177152344	-0.34818470244430755
ZNF683	1.632268215499513	1.632268215499513	-3.321928094887362
SLC35A4	-3.8723051042350534		
AIM1L	-0.2595627955148046	0.9764886621917649	0.3013880382983016
IP6K1		-9.412394045711224	-1.8790110381378418
SSNA1	-2.164365964330303	-1.7410805170668233	-2.5058166946348925
CSTF3			-2.1823501186670895
YES1			-0.8485187212433533
CHMP6	-4.105018429031689		
UFSP1			
MC5R	-0.4790427101971825	0.9326105940805104	0.3687943105688522
TMEM39A		-4.027899212386599	-1.0376846559226305
TCP11L1			-1.9103308651602835
GPX2	-3.3742387571638988		
CCDC57	0.42994686377329755	0.30948470324968796	
HSF5			0.5445101781138589
SPHK1	-3.3792342081266327		
BNIP3	-1.219923506563089	-0.6604269043369819	-1.7207756206394473
CIDEA			1.3135281104614318
OR11H4	-0.42277777803206296	0.9433538526853831	0.3527659188348229
LRRTM4			
ATAD5		-0.4428651016494832	0.06330419875222368
SMIM19	-1.562172774983692	-3.8693363808211387	
OR11H6	-3.321928094887362		
RTTN			-9.9535305980197
ACBD7		-0.6788412115359699	0.06964459347587669
ANAPC2	-3.273747338542368		
ZBTB8OS		-0.5405075483331427	-0.2115122376714336
SLC35G1	-6.544934865050699		
OR4K5	1.632268215499513	1.632268215499513	-3.321928094887362
OR4N2		-3.321928094887362	1.632268215499513
COX8A			
TAC4	1.632268215499513	1.632268215499513	-3.321928094887362
ZSCAN2			
B3GNT4	-0.3050316579238142	-1.0146121560671948	
CDC26			
HSD11B2	-0.45426697771444846	0.2297114392162836	-0.8817214469003575
CRLF3		-2.2366643475930483	-0.42146524069939256
RNPEP	-2.5270413111631944	-1.6308909836924042	-2.0034977881093075
DMRTA1		-1.3875129524351286	0.7399602116795748
RIMS2			-2.5865096812151127
KCMF1			-2.2557821190907843
SPRYD4	-2.0381072612099516		
VPS37D			
SYNE3			
CLK2	-6.407899612438598	-2.4662324805011577	-1.893323457225092
LPCAT4		-1.3698907318542006	-1.0125841816473187
SLCO3A1	-2.9928614650227905		
WDR25	-0.1861593799167411	-0.14743754073236917	-3.012633191263562
CCDC101	-2.0978080652950912	-3.976456503726771	
PLA2G16			
GNG7	0.7385529033044327	0.8448404979073972	-2.135650948439511
KIAA2018	0.7690972693423231	-1.6970964478941999	
CNTD1			
MAP3K19		-1.4148628623953088	1.2582088666679885
LMNB2			-2.8569778314538965
RMDN1	-2.1525019180489564		
MEX3C			-2.7894353583122258
HORMAD2			
RNF152		-3.867108237829885	-1.007967021430393
MYO1D		-4.883922864173189	-0.11661624251807907
BDNF	-2.8485991396131833	-1.0810588981606277	-1.2047289825620004
ACSF3	-1.121794954034623		
OR10AB1P	1.205259652683647	1.4345048400679299	-1.0083740649925728
BOK	-2.1088836771109856		
C8orf59	-1.6520942630796622	-1.1191235424369221	-2.045756155577128
PFN4	-1.4425244803026984		
TCERG1L	-0.11518974276227716	-0.091860883057406	-3.1196571253011487
NCKAP5		-4.427228309814363	-0.8929307047752428
RUFY1	-0.5034792069703056	0.9280494642799343	0.37551015272514426
BASP1	-0.9937483002476383	-1.6089400798350564	
VSIG10	-3.4420046779120264	0.058029455043996	0.06905452211946915
IRX5	-2.181807830953914		
METRNL	0.4588047985270789	-0.03690305427469614	
FAM91A1			-4.875683748923364
WSB2	-5.906702203800895	-3.2326132483364827	-2.398074276728798
GRIN1			
TYMS			
PXMP2			
PNMA1	-5.115008806536589		
C8orf4	-2.3083908022805213	-1.4165303414206893	-1.8744723253078661
MAMSTR			
ANKLE2			
C8G	-1.065559732768014		
EFCAB5		-0.714441551765496	0.17684343624073198
GCNT4	-3.947269178510651		
THAP4	-2.760292508247924		
LY6H			
FAM89B	-3.928029503275119	-3.2402346098261514	-2.835172642038716
SHMT1	-1.0864627715269892	-0.10416063601420666	-0.8379665916323323
DPP7			
SEC24C		-2.13324870179883	-0.9077309312977082
FMR1NB		-3.321928094887362	1.632268215499513
SMCR8			
MTHFR	-1.5048449076541355	-1.0499074795438867	-2.116341204118
DEAF1	-0.3245823595106853	-0.820152927912128	
MTX3			-0.7489082306259756
TMEM80	-5.092178645901415	-1.1029790908808355	-0.8990536274616319
SIX5			
ZDHHC13	-0.505784387695985	0.10824367743460936	-1.0781437685766297
SLC38A9			-4.032630346267185
ACER2	-2.4035522858004845	-4.628201337015711	
WDR73		-0.4364297421391909	0.3878047182266481
POLE	0.3923169481884527	1.0443863252976626	-0.23448343293659837
FAM109B			-3.035370105069836
SCN4B	1.632268215499513	1.632268215499513	-3.321928094887362
DSCAML1			-2.2841459347318986
EPS8L2	-2.157714047186249	0.39910301591070596	0.25649946509778393
ZDHHC22	-2.7329098753720205		
ANO6			-0.2916867624023675
ZBTB34		-2.460808316775809	-0.5762801803510867
FAM210A			
TALDO1	-2.868170953453949		
ULK1			-2.500182682125522
RIMKLA			
CLVS1	-2.425827283443414	-1.9111287323326989	-2.4756834694869756
RPS6KA3	-4.12293649059359		
PUS1	-2.1357404062982166		
CHD9		-4.886081722421156	-1.486063425245474
SPACA4			
PDDC1	-3.983011932671036	-1.106602947376016	-0.9966973769381099
TRIM72	-0.09841488061099148	-0.6910363605268962	
MAN1B1		-2.857662142416266	-0.22559089556690465
KCNA3	-2.40435783950155		
FBXO39			0.32107662671272463
CLDN22	0.014911690245125276	-0.7577439430251024	
KCNA2			
TOP3A		-7.359197219184885	-1.0850883050827358
CASKIN2			
ZBTB38			-1.3703569939202673
LRRN4CL			
TIMM22	-4.497670665202954	-0.995909928720062	-0.8438521107175773
PPFIA3	0.48042009577124045		
UMODL1	-3.5129100085805565		
SAMD9L		-2.9359037983773493	0.843295056779686
PAWR	-2.661038778181294	0.1988705730634631	0.1239227269758387
TGIF1			
MIEF2			
CD19		-3.321928094887362	1.632268215499513
ERICH5		-0.8611719210476988	1.4057172995362897
OR2T8			0.9527169118342429
NR2C2		-2.45383928789071	-1.1482235516147847
ACOT4	-1.6961113732406121	0.15419656721867206	-0.1453102649188855
ARIH2		-0.47264371778764447	-0.18727051178688559
RBM44	0.07857090640231991		
ZBTB33		-3.3487219253341363	-0.3695402458600883
IRX3	-0.21392842240774257	-2.727377552291936	
ST8SIA3			-0.9919806977238464
RPRM	-0.8794110479264002	0.1494994648289697	-0.5872828832519523
OR2B11	-3.321928094887362		
SLC25A22	-0.6600468229375427	-1.7654223493253345	
